Algorithm,ImputerNum,ImputerCat,Imbalance,Metrics,Score
NaiveBayes,SimpleImputer_mean,SimpleImputer_mode,ClusterCentroids,Train-Recall,0.9088437321121924
KNN,SimpleImputer_mean,SimpleImputer_mode,ClusterCentroids,Train-Recall,0.9904121350887235
SVM,SimpleImputer_mean,SimpleImputer_mode,ClusterCentroids,Train-Recall,0.9831139095592444
LogisticRegression,SimpleImputer_mean,SimpleImputer_mode,SMOTE,Train-Precision,0.9793471981513576
DecisionTree,SimpleImputer_mean,SimpleImputer_mode,SMOTE,Train-Precision,1.0
NaiveBayes,SimpleImputer_mean,SimpleImputer_mode,SMOTE,Train-Precision,0.9624277456647399
KNN,SimpleImputer_mean,SimpleImputer_mode,SMOTE,Train-Precision,0.9765834391310481
SVM,SimpleImputer_mean,SimpleImputer_mode,SMOTE,Train-Precision,0.9805908377336949
LogisticRegression,SimpleImputer_mean,SimpleImputer_mode,ADASYN,Train-Precision,0.9793471981513576
DecisionTree,SimpleImputer_mean,SimpleImputer_mode,ADASYN,Train-Precision,1.0
NaiveBayes,SimpleImputer_mean,SimpleImputer_mode,ADASYN,Train-Precision,0.9624277456647399
KNN,SimpleImputer_mean,SimpleImputer_mode,ADASYN,Train-Precision,0.9765834391310481
SVM,SimpleImputer_mean,SimpleImputer_mode,ADASYN,Train-Precision,0.9805908377336949
LogisticRegression,SimpleImputer_mean,SimpleImputer_mode,BorderlineSMOTE,Train-Precision,0.9793471981513576
DecisionTree,SimpleImputer_mean,SimpleImputer_mode,BorderlineSMOTE,Train-Precision,1.0
NaiveBayes,SimpleImputer_mean,SimpleImputer_mode,BorderlineSMOTE,Train-Precision,0.9624277456647399
KNN,SimpleImputer_mean,SimpleImputer_mode,BorderlineSMOTE,Train-Precision,0.9765834391310481
SVM,SimpleImputer_mean,SimpleImputer_mode,BorderlineSMOTE,Train-Precision,0.9805908377336949
LogisticRegression,SimpleImputer_mean,SimpleImputer_mode,KMeansSMOTE,Train-Precision,0.9793471981513576
DecisionTree,SimpleImputer_mean,SimpleImputer_mode,KMeansSMOTE,Train-Precision,1.0
NaiveBayes,SimpleImputer_mean,SimpleImputer_mode,KMeansSMOTE,Train-Precision,0.9624277456647399
KNN,SimpleImputer_mean,SimpleImputer_mode,KMeansSMOTE,Train-Precision,0.9765834391310481
SVM,SimpleImputer_mean,SimpleImputer_mode,KMeansSMOTE,Train-Precision,0.9805908377336949
LogisticRegression,SimpleImputer_mean,SimpleImputer_mode,RandomOverSampler,Train-Precision,0.9793471981513576
DecisionTree,SimpleImputer_mean,SimpleImputer_mode,RandomOverSampler,Train-Precision,1.0
NaiveBayes,SimpleImputer_mean,SimpleImputer_mode,RandomOverSampler,Train-Precision,0.9624277456647399
KNN,SimpleImputer_mean,SimpleImputer_mode,RandomOverSampler,Train-Precision,0.9765834391310481
SVM,SimpleImputer_mean,SimpleImputer_mode,RandomOverSampler,Train-Precision,0.9805908377336949
LogisticRegression,SimpleImputer_mean,SimpleImputer_mode,SVMSMOTE,Train-Precision,0.9793471981513576
DecisionTree,SimpleImputer_mean,SimpleImputer_mode,SVMSMOTE,Train-Precision,1.0
NaiveBayes,SimpleImputer_mean,SimpleImputer_mode,SVMSMOTE,Train-Precision,0.9624277456647399
KNN,SimpleImputer_mean,SimpleImputer_mode,SVMSMOTE,Train-Precision,0.9765834391310481
SVM,SimpleImputer_mean,SimpleImputer_mode,SVMSMOTE,Train-Precision,0.9805908377336949
LogisticRegression,SimpleImputer_mean,SimpleImputer_mode,ClusterCentroids,Train-Precision,0.9812084417461694
DecisionTree,SimpleImputer_mean,SimpleImputer_mode,ClusterCentroids,Train-Precision,1.0
NaiveBayes,SimpleImputer_mean,SimpleImputer_mode,ClusterCentroids,Train-Precision,0.9637329286798179
KNN,SimpleImputer_mean,SimpleImputer_mode,ClusterCentroids,Train-Precision,0.9756131942486609
SVM,SimpleImputer_mean,SimpleImputer_mode,ClusterCentroids,Train-Precision,0.9825514874141876
LogisticRegression,SimpleImputer_mean,SimpleImputer_mode,SMOTE,Train-FalseNegativeRate,0.03
DecisionTree,SimpleImputer_mean,SimpleImputer_mode,SMOTE,Train-FalseNegativeRate,0.0
NaiveBayes,SimpleImputer_mean,SimpleImputer_mode,SMOTE,Train-FalseNegativeRate,0.09
KNN,SimpleImputer_mean,SimpleImputer_mode,SMOTE,Train-FalseNegativeRate,0.01
SVM,SimpleImputer_mean,SimpleImputer_mode,SMOTE,Train-FalseNegativeRate,0.02
LogisticRegression,SimpleImputer_mean,SimpleImputer_mode,ADASYN,Train-FalseNegativeRate,0.03
DecisionTree,SimpleImputer_mean,SimpleImputer_mode,ADASYN,Train-FalseNegativeRate,0.0
NaiveBayes,SimpleImputer_mean,SimpleImputer_mode,ADASYN,Train-FalseNegativeRate,0.09
KNN,SimpleImputer_mean,SimpleImputer_mode,ADASYN,Train-FalseNegativeRate,0.01
SVM,SimpleImputer_mean,SimpleImputer_mode,ADASYN,Train-FalseNegativeRate,0.02
LogisticRegression,SimpleImputer_mean,SimpleImputer_mode,BorderlineSMOTE,Train-FalseNegativeRate,0.03
DecisionTree,SimpleImputer_mean,SimpleImputer_mode,BorderlineSMOTE,Train-FalseNegativeRate,0.0
NaiveBayes,SimpleImputer_mean,SimpleImputer_mode,BorderlineSMOTE,Train-FalseNegativeRate,0.09
KNN,SimpleImputer_mean,SimpleImputer_mode,BorderlineSMOTE,Train-FalseNegativeRate,0.01
SVM,SimpleImputer_mean,SimpleImputer_mode,BorderlineSMOTE,Train-FalseNegativeRate,0.02
LogisticRegression,SimpleImputer_mean,SimpleImputer_mode,KMeansSMOTE,Train-FalseNegativeRate,0.03
DecisionTree,SimpleImputer_mean,SimpleImputer_mode,KMeansSMOTE,Train-FalseNegativeRate,0.0
NaiveBayes,SimpleImputer_mean,SimpleImputer_mode,KMeansSMOTE,Train-FalseNegativeRate,0.09
KNN,SimpleImputer_mean,SimpleImputer_mode,KMeansSMOTE,Train-FalseNegativeRate,0.01
SVM,SimpleImputer_mean,SimpleImputer_mode,KMeansSMOTE,Train-FalseNegativeRate,0.02
LogisticRegression,SimpleImputer_mean,SimpleImputer_mode,RandomOverSampler,Train-FalseNegativeRate,0.03
DecisionTree,SimpleImputer_mean,SimpleImputer_mode,RandomOverSampler,Train-FalseNegativeRate,0.0
NaiveBayes,SimpleImputer_mean,SimpleImputer_mode,RandomOverSampler,Train-FalseNegativeRate,0.09
KNN,SimpleImputer_mean,SimpleImputer_mode,RandomOverSampler,Train-FalseNegativeRate,0.01
SVM,SimpleImputer_mean,SimpleImputer_mode,RandomOverSampler,Train-FalseNegativeRate,0.02
LogisticRegression,SimpleImputer_mean,SimpleImputer_mode,SVMSMOTE,Train-FalseNegativeRate,0.03
DecisionTree,SimpleImputer_mean,SimpleImputer_mode,SVMSMOTE,Train-FalseNegativeRate,0.0
NaiveBayes,SimpleImputer_mean,SimpleImputer_mode,SVMSMOTE,Train-FalseNegativeRate,0.09
KNN,SimpleImputer_mean,SimpleImputer_mode,SVMSMOTE,Train-FalseNegativeRate,0.01
SVM,SimpleImputer_mean,SimpleImputer_mode,SVMSMOTE,Train-FalseNegativeRate,0.02
LogisticRegression,SimpleImputer_mean,SimpleImputer_mode,ClusterCentroids,Train-FalseNegativeRate,0.03
DecisionTree,SimpleImputer_mean,SimpleImputer_mode,ClusterCentroids,Train-FalseNegativeRate,0.0
NaiveBayes,SimpleImputer_mean,SimpleImputer_mode,ClusterCentroids,Train-FalseNegativeRate,0.09
KNN,SimpleImputer_mean,SimpleImputer_mode,ClusterCentroids,Train-FalseNegativeRate,0.01
SVM,SimpleImputer_mean,SimpleImputer_mode,ClusterCentroids,Train-FalseNegativeRate,0.02
LogisticRegression,SimpleImputer_mean,SimpleImputer_mode,SMOTE,Train-FalsePositiveRate,0.02
DecisionTree,SimpleImputer_mean,SimpleImputer_mode,SMOTE,Train-FalsePositiveRate,0.0
NaiveBayes,SimpleImputer_mean,SimpleImputer_mode,SMOTE,Train-FalsePositiveRate,0.04
KNN,SimpleImputer_mean,SimpleImputer_mode,SMOTE,Train-FalsePositiveRate,0.02
SVM,SimpleImputer_mean,SimpleImputer_mode,SMOTE,Train-FalsePositiveRate,0.02
LogisticRegression,SimpleImputer_mean,SimpleImputer_mode,ADASYN,Train-FalsePositiveRate,0.02
DecisionTree,SimpleImputer_mean,SimpleImputer_mode,ADASYN,Train-FalsePositiveRate,0.0
NaiveBayes,SimpleImputer_mean,SimpleImputer_mode,ADASYN,Train-FalsePositiveRate,0.04
KNN,SimpleImputer_mean,SimpleImputer_mode,ADASYN,Train-FalsePositiveRate,0.02
SVM,SimpleImputer_mean,SimpleImputer_mode,ADASYN,Train-FalsePositiveRate,0.02
LogisticRegression,SimpleImputer_mean,SimpleImputer_mode,BorderlineSMOTE,Train-FalsePositiveRate,0.02
DecisionTree,SimpleImputer_mean,SimpleImputer_mode,BorderlineSMOTE,Train-FalsePositiveRate,0.0
NaiveBayes,SimpleImputer_mean,SimpleImputer_mode,BorderlineSMOTE,Train-FalsePositiveRate,0.04
KNN,SimpleImputer_mean,SimpleImputer_mode,BorderlineSMOTE,Train-FalsePositiveRate,0.02
SVM,SimpleImputer_mean,SimpleImputer_mode,BorderlineSMOTE,Train-FalsePositiveRate,0.02
LogisticRegression,SimpleImputer_mean,SimpleImputer_mode,KMeansSMOTE,Train-FalsePositiveRate,0.02
DecisionTree,SimpleImputer_mean,SimpleImputer_mode,KMeansSMOTE,Train-FalsePositiveRate,0.0
NaiveBayes,SimpleImputer_mean,SimpleImputer_mode,KMeansSMOTE,Train-FalsePositiveRate,0.04
KNN,SimpleImputer_mean,SimpleImputer_mode,KMeansSMOTE,Train-FalsePositiveRate,0.02
SVM,SimpleImputer_mean,SimpleImputer_mode,KMeansSMOTE,Train-FalsePositiveRate,0.02
LogisticRegression,SimpleImputer_mean,SimpleImputer_mode,RandomOverSampler,Train-FalsePositiveRate,0.02
DecisionTree,SimpleImputer_mean,SimpleImputer_mode,RandomOverSampler,Train-FalsePositiveRate,0.0
NaiveBayes,SimpleImputer_mean,SimpleImputer_mode,RandomOverSampler,Train-FalsePositiveRate,0.04
KNN,SimpleImputer_mean,SimpleImputer_mode,RandomOverSampler,Train-FalsePositiveRate,0.02
SVM,SimpleImputer_mean,SimpleImputer_mode,RandomOverSampler,Train-FalsePositiveRate,0.02
LogisticRegression,SimpleImputer_mean,SimpleImputer_mode,SVMSMOTE,Train-FalsePositiveRate,0.02
DecisionTree,SimpleImputer_mean,SimpleImputer_mode,SVMSMOTE,Train-FalsePositiveRate,0.0
NaiveBayes,SimpleImputer_mean,SimpleImputer_mode,SVMSMOTE,Train-FalsePositiveRate,0.04
KNN,SimpleImputer_mean,SimpleImputer_mode,SVMSMOTE,Train-FalsePositiveRate,0.02
SVM,SimpleImputer_mean,SimpleImputer_mode,SVMSMOTE,Train-FalsePositiveRate,0.02
LogisticRegression,SimpleImputer_mean,SimpleImputer_mode,ClusterCentroids,Train-FalsePositiveRate,0.02
DecisionTree,SimpleImputer_mean,SimpleImputer_mode,ClusterCentroids,Train-FalsePositiveRate,0.0
NaiveBayes,SimpleImputer_mean,SimpleImputer_mode,ClusterCentroids,Train-FalsePositiveRate,0.03
KNN,SimpleImputer_mean,SimpleImputer_mode,ClusterCentroids,Train-FalsePositiveRate,0.02
SVM,SimpleImputer_mean,SimpleImputer_mode,ClusterCentroids,Train-FalsePositiveRate,0.02
LogisticRegression,SimpleImputer_mean,SimpleImputer_mode,SMOTE,Test-F-1,0.9757073449557017
DecisionTree,SimpleImputer_mean,SimpleImputer_mode,SMOTE,Test-F-1,0.9692832764505119
NaiveBayes,SimpleImputer_mean,SimpleImputer_mode,SMOTE,Test-F-1,0.9372801875732708
KNN,SimpleImputer_mean,SimpleImputer_mode,SMOTE,Test-F-1,0.9665911664779162
SVM,SimpleImputer_mean,SimpleImputer_mode,SMOTE,Test-F-1,0.977916194790487
LogisticRegression,SimpleImputer_mean,SimpleImputer_mode,ADASYN,Test-F-1,0.9757073449557017
DecisionTree,SimpleImputer_mean,SimpleImputer_mode,ADASYN,Test-F-1,0.9692657939669892
NaiveBayes,SimpleImputer_mean,SimpleImputer_mode,ADASYN,Test-F-1,0.9372801875732708
KNN,SimpleImputer_mean,SimpleImputer_mode,ADASYN,Test-F-1,0.9665911664779162
SVM,SimpleImputer_mean,SimpleImputer_mode,ADASYN,Test-F-1,0.977916194790487
LogisticRegression,SimpleImputer_mean,SimpleImputer_mode,BorderlineSMOTE,Test-F-1,0.9757073449557017
DecisionTree,SimpleImputer_mean,SimpleImputer_mode,BorderlineSMOTE,Test-F-1,0.9676136363636364
NaiveBayes,SimpleImputer_mean,SimpleImputer_mode,BorderlineSMOTE,Test-F-1,0.9372801875732708
KNN,SimpleImputer_mean,SimpleImputer_mode,BorderlineSMOTE,Test-F-1,0.9665911664779162
SVM,SimpleImputer_mean,SimpleImputer_mode,BorderlineSMOTE,Test-F-1,0.977916194790487
LogisticRegression,SimpleImputer_mean,SimpleImputer_mode,KMeansSMOTE,Test-F-1,0.9757073449557017
DecisionTree,SimpleImputer_mean,SimpleImputer_mode,KMeansSMOTE,Test-F-1,0.9681998864281658
NaiveBayes,SimpleImputer_mean,SimpleImputer_mode,KMeansSMOTE,Test-F-1,0.9372801875732708
KNN,SimpleImputer_mean,SimpleImputer_mode,KMeansSMOTE,Test-F-1,0.9665911664779162
SVM,SimpleImputer_mean,SimpleImputer_mode,KMeansSMOTE,Test-F-1,0.977916194790487
LogisticRegression,SimpleImputer_mean,SimpleImputer_mode,RandomOverSampler,Test-F-1,0.9757073449557017
DecisionTree,SimpleImputer_mean,SimpleImputer_mode,RandomOverSampler,Test-F-1,0.9687677455990914
NaiveBayes,SimpleImputer_mean,SimpleImputer_mode,RandomOverSampler,Test-F-1,0.9372801875732708
KNN,SimpleImputer_mean,SimpleImputer_mode,RandomOverSampler,Test-F-1,0.9665911664779162
SVM,SimpleImputer_mean,SimpleImputer_mode,RandomOverSampler,Test-F-1,0.977916194790487
LogisticRegression,SimpleImputer_mean,SimpleImputer_mode,SVMSMOTE,Test-F-1,0.9757073449557017
DecisionTree,SimpleImputer_mean,SimpleImputer_mode,SVMSMOTE,Test-F-1,0.9699034639409426
NaiveBayes,SimpleImputer_mean,SimpleImputer_mode,SVMSMOTE,Test-F-1,0.9372801875732708
KNN,SimpleImputer_mean,SimpleImputer_mode,SVMSMOTE,Test-F-1,0.9665911664779162
SVM,SimpleImputer_mean,SimpleImputer_mode,SVMSMOTE,Test-F-1,0.977916194790487
LogisticRegression,SimpleImputer_mean,SimpleImputer_mode,ClusterCentroids,Test-F-1,0.9723979298447384
DecisionTree,SimpleImputer_mean,SimpleImputer_mode,ClusterCentroids,Test-F-1,0.9699570815450643
NaiveBayes,SimpleImputer_mean,SimpleImputer_mode,ClusterCentroids,Test-F-1,0.9345849222645938
KNN,SimpleImputer_mean,SimpleImputer_mode,ClusterCentroids,Test-F-1,0.9682179341657208
SVM,SimpleImputer_mean,SimpleImputer_mode,ClusterCentroids,Test-F-1,0.976531196336577
LogisticRegression,SimpleImputer_mean,SimpleImputer_mode,SMOTE,Test-Accuracy,0.9756586483390607
DecisionTree,SimpleImputer_mean,SimpleImputer_mode,SMOTE,Test-Accuracy,0.9690721649484536
NaiveBayes,SimpleImputer_mean,SimpleImputer_mode,SMOTE,Test-Accuracy,0.938717067583047
KNN,SimpleImputer_mean,SimpleImputer_mode,SMOTE,Test-Accuracy,0.9662084765177549
SVM,SimpleImputer_mean,SimpleImputer_mode,SMOTE,Test-Accuracy,0.9776632302405498
LogisticRegression,SimpleImputer_mean,SimpleImputer_mode,ADASYN,Test-Accuracy,0.9756586483390607
DecisionTree,SimpleImputer_mean,SimpleImputer_mode,ADASYN,Test-Accuracy,0.9690721649484536
NaiveBayes,SimpleImputer_mean,SimpleImputer_mode,ADASYN,Test-Accuracy,0.938717067583047
KNN,SimpleImputer_mean,SimpleImputer_mode,ADASYN,Test-Accuracy,0.9662084765177549
SVM,SimpleImputer_mean,SimpleImputer_mode,ADASYN,Test-Accuracy,0.9776632302405498
LogisticRegression,SimpleImputer_mean,SimpleImputer_mode,BorderlineSMOTE,Test-Accuracy,0.9756586483390607
DecisionTree,SimpleImputer_mean,SimpleImputer_mode,BorderlineSMOTE,Test-Accuracy,0.9673539518900344
NaiveBayes,SimpleImputer_mean,SimpleImputer_mode,BorderlineSMOTE,Test-Accuracy,0.938717067583047
KNN,SimpleImputer_mean,SimpleImputer_mode,BorderlineSMOTE,Test-Accuracy,0.9662084765177549
SVM,SimpleImputer_mean,SimpleImputer_mode,BorderlineSMOTE,Test-Accuracy,0.9776632302405498
LogisticRegression,SimpleImputer_mean,SimpleImputer_mode,KMeansSMOTE,Test-Accuracy,0.9756586483390607
DecisionTree,SimpleImputer_mean,SimpleImputer_mode,KMeansSMOTE,Test-Accuracy,0.9679266895761741
NaiveBayes,SimpleImputer_mean,SimpleImputer_mode,KMeansSMOTE,Test-Accuracy,0.938717067583047
KNN,SimpleImputer_mean,SimpleImputer_mode,KMeansSMOTE,Test-Accuracy,0.9662084765177549
SVM,SimpleImputer_mean,SimpleImputer_mode,KMeansSMOTE,Test-Accuracy,0.9776632302405498
LogisticRegression,SimpleImputer_mean,SimpleImputer_mode,RandomOverSampler,Test-Accuracy,0.9756586483390607
DecisionTree,SimpleImputer_mean,SimpleImputer_mode,RandomOverSampler,Test-Accuracy,0.9684994272623139
NaiveBayes,SimpleImputer_mean,SimpleImputer_mode,RandomOverSampler,Test-Accuracy,0.938717067583047
KNN,SimpleImputer_mean,SimpleImputer_mode,RandomOverSampler,Test-Accuracy,0.9662084765177549
SVM,SimpleImputer_mean,SimpleImputer_mode,RandomOverSampler,Test-Accuracy,0.9776632302405498
LogisticRegression,SimpleImputer_mean,SimpleImputer_mode,SVMSMOTE,Test-Accuracy,0.9756586483390607
DecisionTree,SimpleImputer_mean,SimpleImputer_mode,SVMSMOTE,Test-Accuracy,0.9696449026345934
NaiveBayes,SimpleImputer_mean,SimpleImputer_mode,SVMSMOTE,Test-Accuracy,0.938717067583047
KNN,SimpleImputer_mean,SimpleImputer_mode,SVMSMOTE,Test-Accuracy,0.9662084765177549
SVM,SimpleImputer_mean,SimpleImputer_mode,SVMSMOTE,Test-Accuracy,0.9776632302405498
LogisticRegression,SimpleImputer_mean,SimpleImputer_mode,ClusterCentroids,Test-Accuracy,0.9725085910652921
DecisionTree,SimpleImputer_mean,SimpleImputer_mode,ClusterCentroids,Test-Accuracy,0.9699312714776632
NaiveBayes,SimpleImputer_mean,SimpleImputer_mode,ClusterCentroids,Test-Accuracy,0.9361397479954181
KNN,SimpleImputer_mean,SimpleImputer_mode,ClusterCentroids,Test-Accuracy,0.9679266895761741
SVM,SimpleImputer_mean,SimpleImputer_mode,ClusterCentroids,Test-Accuracy,0.9765177548682703
LogisticRegression,SimpleImputer_mean,SimpleImputer_mode,SMOTE,Test-Kappa,0.951317136984477
DecisionTree,SimpleImputer_mean,SimpleImputer_mode,SMOTE,Test-Kappa,0.9381424022469338
NaiveBayes,SimpleImputer_mean,SimpleImputer_mode,SMOTE,Test-Kappa,0.8774512199481721
KNN,SimpleImputer_mean,SimpleImputer_mode,SMOTE,Test-Kappa,0.9324130732093293
SVM,SimpleImputer_mean,SimpleImputer_mode,SMOTE,Test-Kappa,0.9553238958502346
LogisticRegression,SimpleImputer_mean,SimpleImputer_mode,ADASYN,Test-Kappa,0.951317136984477
DecisionTree,SimpleImputer_mean,SimpleImputer_mode,ADASYN,Test-Kappa,0.9381426051631151
NaiveBayes,SimpleImputer_mean,SimpleImputer_mode,ADASYN,Test-Kappa,0.8774512199481721
KNN,SimpleImputer_mean,SimpleImputer_mode,ADASYN,Test-Kappa,0.9324130732093293
SVM,SimpleImputer_mean,SimpleImputer_mode,ADASYN,Test-Kappa,0.9553238958502346
LogisticRegression,SimpleImputer_mean,SimpleImputer_mode,BorderlineSMOTE,Test-Kappa,0.951317136984477
DecisionTree,SimpleImputer_mean,SimpleImputer_mode,BorderlineSMOTE,Test-Kappa,0.9347054406556092
NaiveBayes,SimpleImputer_mean,SimpleImputer_mode,BorderlineSMOTE,Test-Kappa,0.8774512199481721
KNN,SimpleImputer_mean,SimpleImputer_mode,BorderlineSMOTE,Test-Kappa,0.9324130732093293
SVM,SimpleImputer_mean,SimpleImputer_mode,BorderlineSMOTE,Test-Kappa,0.9553238958502346
LogisticRegression,SimpleImputer_mean,SimpleImputer_mode,KMeansSMOTE,Test-Kappa,0.951317136984477
DecisionTree,SimpleImputer_mean,SimpleImputer_mode,KMeansSMOTE,Test-Kappa,0.9358507488048613
NaiveBayes,SimpleImputer_mean,SimpleImputer_mode,KMeansSMOTE,Test-Kappa,0.8774512199481721
KNN,SimpleImputer_mean,SimpleImputer_mode,KMeansSMOTE,Test-Kappa,0.9324130732093293
SVM,SimpleImputer_mean,SimpleImputer_mode,KMeansSMOTE,Test-Kappa,0.9553238958502346
LogisticRegression,SimpleImputer_mean,SimpleImputer_mode,RandomOverSampler,Test-Kappa,0.951317136984477
DecisionTree,SimpleImputer_mean,SimpleImputer_mode,RandomOverSampler,Test-Kappa,0.9369962711476316
NaiveBayes,SimpleImputer_mean,SimpleImputer_mode,RandomOverSampler,Test-Kappa,0.8774512199481721
KNN,SimpleImputer_mean,SimpleImputer_mode,RandomOverSampler,Test-Kappa,0.9324130732093293
SVM,SimpleImputer_mean,SimpleImputer_mode,RandomOverSampler,Test-Kappa,0.9553238958502346
LogisticRegression,SimpleImputer_mean,SimpleImputer_mode,SVMSMOTE,Test-Kappa,0.951317136984477
DecisionTree,SimpleImputer_mean,SimpleImputer_mode,SVMSMOTE,Test-Kappa,0.9392873158331723
NaiveBayes,SimpleImputer_mean,SimpleImputer_mode,SVMSMOTE,Test-Kappa,0.8774512199481721
KNN,SimpleImputer_mean,SimpleImputer_mode,SVMSMOTE,Test-Kappa,0.9324130732093293
SVM,SimpleImputer_mean,SimpleImputer_mode,SVMSMOTE,Test-Kappa,0.9553238958502346
LogisticRegression,SimpleImputer_mean,SimpleImputer_mode,ClusterCentroids,Test-Kappa,0.9450163163923649
DecisionTree,SimpleImputer_mean,SimpleImputer_mode,ClusterCentroids,Test-Kappa,0.939863608183509
NaiveBayes,SimpleImputer_mean,SimpleImputer_mode,ClusterCentroids,Test-Kappa,0.8722601371235549
KNN,SimpleImputer_mean,SimpleImputer_mode,ClusterCentroids,Test-Kappa,0.9358581763506546
SVM,SimpleImputer_mean,SimpleImputer_mode,ClusterCentroids,Test-Kappa,0.953036249197983
LogisticRegression,SimpleImputer_mean,SimpleImputer_mode,SMOTE,Test-TP,1707.0
DecisionTree,SimpleImputer_mean,SimpleImputer_mode,SMOTE,Test-TP,1704.0
NaiveBayes,SimpleImputer_mean,SimpleImputer_mode,SMOTE,Test-TP,1599.0
KNN,SimpleImputer_mean,SimpleImputer_mode,SMOTE,Test-TP,1707.0
SVM,SimpleImputer_mean,SimpleImputer_mode,SMOTE,Test-TP,1727.0
LogisticRegression,SimpleImputer_mean,SimpleImputer_mode,ADASYN,Test-TP,1707.0
DecisionTree,SimpleImputer_mean,SimpleImputer_mode,ADASYN,Test-TP,1703.0
NaiveBayes,SimpleImputer_mean,SimpleImputer_mode,ADASYN,Test-TP,1599.0
KNN,SimpleImputer_mean,SimpleImputer_mode,ADASYN,Test-TP,1707.0
SVM,SimpleImputer_mean,SimpleImputer_mode,ADASYN,Test-TP,1727.0
LogisticRegression,SimpleImputer_mean,SimpleImputer_mode,BorderlineSMOTE,Test-TP,1707.0
DecisionTree,SimpleImputer_mean,SimpleImputer_mode,BorderlineSMOTE,Test-TP,1703.0
NaiveBayes,SimpleImputer_mean,SimpleImputer_mode,BorderlineSMOTE,Test-TP,1599.0
KNN,SimpleImputer_mean,SimpleImputer_mode,BorderlineSMOTE,Test-TP,1707.0
SVM,SimpleImputer_mean,SimpleImputer_mode,BorderlineSMOTE,Test-TP,1727.0
LogisticRegression,SimpleImputer_mean,SimpleImputer_mode,KMeansSMOTE,Test-TP,1707.0
DecisionTree,SimpleImputer_mean,SimpleImputer_mode,KMeansSMOTE,Test-TP,1705.0
NaiveBayes,SimpleImputer_mean,SimpleImputer_mode,KMeansSMOTE,Test-TP,1599.0
KNN,SimpleImputer_mean,SimpleImputer_mode,KMeansSMOTE,Test-TP,1707.0
SVM,SimpleImputer_mean,SimpleImputer_mode,KMeansSMOTE,Test-TP,1727.0
LogisticRegression,SimpleImputer_mean,SimpleImputer_mode,RandomOverSampler,Test-TP,1707.0
DecisionTree,SimpleImputer_mean,SimpleImputer_mode,RandomOverSampler,Test-TP,1706.0
NaiveBayes,SimpleImputer_mean,SimpleImputer_mode,RandomOverSampler,Test-TP,1599.0
KNN,SimpleImputer_mean,SimpleImputer_mode,RandomOverSampler,Test-TP,1707.0
SVM,SimpleImputer_mean,SimpleImputer_mode,RandomOverSampler,Test-TP,1727.0
LogisticRegression,SimpleImputer_mean,SimpleImputer_mode,SVMSMOTE,Test-TP,1707.0
DecisionTree,SimpleImputer_mean,SimpleImputer_mode,SVMSMOTE,Test-TP,1708.0
NaiveBayes,SimpleImputer_mean,SimpleImputer_mode,SVMSMOTE,Test-TP,1599.0
KNN,SimpleImputer_mean,SimpleImputer_mode,SVMSMOTE,Test-TP,1707.0
SVM,SimpleImputer_mean,SimpleImputer_mode,SVMSMOTE,Test-TP,1727.0
LogisticRegression,SimpleImputer_mean,SimpleImputer_mode,ClusterCentroids,Test-TP,1691.0
DecisionTree,SimpleImputer_mean,SimpleImputer_mode,ClusterCentroids,Test-TP,1695.0
NaiveBayes,SimpleImputer_mean,SimpleImputer_mode,ClusterCentroids,Test-TP,1593.0
KNN,SimpleImputer_mean,SimpleImputer_mode,ClusterCentroids,Test-TP,1706.0
SVM,SimpleImputer_mean,SimpleImputer_mode,ClusterCentroids,Test-TP,1706.0
LogisticRegression,SimpleImputer_mean,SimpleImputer_mode,SMOTE,Test-FP,41.0
DecisionTree,SimpleImputer_mean,SimpleImputer_mode,SMOTE,Test-FP,61.0
NaiveBayes,SimpleImputer_mean,SimpleImputer_mode,SMOTE,Test-FP,62.0
KNN,SimpleImputer_mean,SimpleImputer_mode,SMOTE,Test-FP,74.0
SVM,SimpleImputer_mean,SimpleImputer_mode,SMOTE,Test-FP,54.0
LogisticRegression,SimpleImputer_mean,SimpleImputer_mode,ADASYN,Test-FP,41.0
DecisionTree,SimpleImputer_mean,SimpleImputer_mode,ADASYN,Test-FP,60.0
NaiveBayes,SimpleImputer_mean,SimpleImputer_mode,ADASYN,Test-FP,62.0
KNN,SimpleImputer_mean,SimpleImputer_mode,ADASYN,Test-FP,74.0
SVM,SimpleImputer_mean,SimpleImputer_mode,ADASYN,Test-FP,54.0
LogisticRegression,SimpleImputer_mean,SimpleImputer_mode,BorderlineSMOTE,Test-FP,41.0
DecisionTree,SimpleImputer_mean,SimpleImputer_mode,BorderlineSMOTE,Test-FP,66.0
NaiveBayes,SimpleImputer_mean,SimpleImputer_mode,BorderlineSMOTE,Test-FP,62.0
KNN,SimpleImputer_mean,SimpleImputer_mode,BorderlineSMOTE,Test-FP,74.0
SVM,SimpleImputer_mean,SimpleImputer_mode,BorderlineSMOTE,Test-FP,54.0
LogisticRegression,SimpleImputer_mean,SimpleImputer_mode,KMeansSMOTE,Test-FP,41.0
DecisionTree,SimpleImputer_mean,SimpleImputer_mode,KMeansSMOTE,Test-FP,66.0
NaiveBayes,SimpleImputer_mean,SimpleImputer_mode,KMeansSMOTE,Test-FP,62.0
KNN,SimpleImputer_mean,SimpleImputer_mode,KMeansSMOTE,Test-FP,74.0
SVM,SimpleImputer_mean,SimpleImputer_mode,KMeansSMOTE,Test-FP,54.0
