Algorithm,Imputer,Imbalance,Metric,Score
LogisticRegression,SimpleImputer_mean_SimpleImputer_mode,OriginalData,Test-FP,4100.0
DecisionTree,SimpleImputer_mean_SimpleImputer_mode,OriginalData,Test-FP,5600.0
NaiveBayes,SimpleImputer_mean_SimpleImputer_mode,OriginalData,Test-FP,6200.0
KNN,SimpleImputer_mean_SimpleImputer_mode,OriginalData,Test-FP,7400.0
SVM,SimpleImputer_mean_SimpleImputer_mode,OriginalData,Test-FP,5300.0
LogisticRegression,SimpleImputer_mean_SimpleImputer_mode,ClusterCentroids,Test-FP,5300.0
DecisionTree,SimpleImputer_mean_SimpleImputer_mode,ClusterCentroids,Test-FP,5100.0
NaiveBayes,SimpleImputer_mean_SimpleImputer_mode,ClusterCentroids,Test-FP,7600.0
KNN,SimpleImputer_mean_SimpleImputer_mode,ClusterCentroids,Test-FP,7600.0
SVM,SimpleImputer_mean_SimpleImputer_mode,ClusterCentroids,Test-FP,5100.0
LogisticRegression,KNNImptuer_SimpleImputer_mode,SMOTE,Test-FP,4400.0
DecisionTree,KNNImptuer_SimpleImputer_mode,SMOTE,Test-FP,5400.0
NaiveBayes,KNNImptuer_SimpleImputer_mode,SMOTE,Test-FP,6200.0
KNN,KNNImptuer_SimpleImputer_mode,SMOTE,Test-FP,7700.0
SVM,KNNImptuer_SimpleImputer_mode,SMOTE,Test-FP,5800.0
LogisticRegression,KNNImptuer_SimpleImputer_mode,ADASYN,Test-FP,4400.0
DecisionTree,KNNImptuer_SimpleImputer_mode,ADASYN,Test-FP,5400.0
NaiveBayes,KNNImptuer_SimpleImputer_mode,ADASYN,Test-FP,6200.0
KNN,KNNImptuer_SimpleImputer_mode,ADASYN,Test-FP,7700.0
SVM,KNNImptuer_SimpleImputer_mode,ADASYN,Test-FP,5800.0
LogisticRegression,KNNImptuer_SimpleImputer_mode,OriginalData,Test-FP,4400.0
DecisionTree,KNNImptuer_SimpleImputer_mode,OriginalData,Test-FP,5200.0
NaiveBayes,KNNImptuer_SimpleImputer_mode,OriginalData,Test-FP,6200.0
KNN,KNNImptuer_SimpleImputer_mode,OriginalData,Test-FP,7700.0
SVM,KNNImptuer_SimpleImputer_mode,OriginalData,Test-FP,5800.0
LogisticRegression,KNNImptuer_SimpleImputer_mode,ClusterCentroids,Test-FP,4700.0
DecisionTree,KNNImptuer_SimpleImputer_mode,ClusterCentroids,Test-FP,5200.0
NaiveBayes,KNNImptuer_SimpleImputer_mode,ClusterCentroids,Test-FP,7600.0
KNN,KNNImptuer_SimpleImputer_mode,ClusterCentroids,Test-FP,8700.0
SVM,KNNImptuer_SimpleImputer_mode,ClusterCentroids,Test-FP,5300.0
LogisticRegression,SimpleImputer_mean_SimpleImputer_mode,SMOTE,Test-TN,170000.0
DecisionTree,SimpleImputer_mean_SimpleImputer_mode,SMOTE,Test-TN,168900.0
NaiveBayes,SimpleImputer_mean_SimpleImputer_mode,SMOTE,Test-TN,167900.0
KNN,SimpleImputer_mean_SimpleImputer_mode,SMOTE,Test-TN,166700.0
SVM,SimpleImputer_mean_SimpleImputer_mode,SMOTE,Test-TN,168800.0
LogisticRegression,SimpleImputer_mean_SimpleImputer_mode,ADASYN,Test-TN,170000.0
DecisionTree,SimpleImputer_mean_SimpleImputer_mode,ADASYN,Test-TN,169000.0
NaiveBayes,SimpleImputer_mean_SimpleImputer_mode,ADASYN,Test-TN,167900.0
KNN,SimpleImputer_mean_SimpleImputer_mode,ADASYN,Test-TN,166700.0
SVM,SimpleImputer_mean_SimpleImputer_mode,ADASYN,Test-TN,168800.0
LogisticRegression,SimpleImputer_mean_SimpleImputer_mode,OriginalData,Test-TN,170000.0
DecisionTree,SimpleImputer_mean_SimpleImputer_mode,OriginalData,Test-TN,168500.0
NaiveBayes,SimpleImputer_mean_SimpleImputer_mode,OriginalData,Test-TN,167900.0
KNN,SimpleImputer_mean_SimpleImputer_mode,OriginalData,Test-TN,166700.0
SVM,SimpleImputer_mean_SimpleImputer_mode,OriginalData,Test-TN,168800.0
LogisticRegression,SimpleImputer_mean_SimpleImputer_mode,ClusterCentroids,Test-TN,169900.0
DecisionTree,SimpleImputer_mean_SimpleImputer_mode,ClusterCentroids,Test-TN,170100.0
NaiveBayes,SimpleImputer_mean_SimpleImputer_mode,ClusterCentroids,Test-TN,167600.0
KNN,SimpleImputer_mean_SimpleImputer_mode,ClusterCentroids,Test-TN,167600.0
SVM,SimpleImputer_mean_SimpleImputer_mode,ClusterCentroids,Test-TN,170100.0
LogisticRegression,KNNImptuer_SimpleImputer_mode,SMOTE,Test-TN,169700.0
DecisionTree,KNNImptuer_SimpleImputer_mode,SMOTE,Test-TN,168700.0
NaiveBayes,KNNImptuer_SimpleImputer_mode,SMOTE,Test-TN,167900.0
KNN,KNNImptuer_SimpleImputer_mode,SMOTE,Test-TN,166400.0
SVM,KNNImptuer_SimpleImputer_mode,SMOTE,Test-TN,168300.0
LogisticRegression,KNNImptuer_SimpleImputer_mode,ADASYN,Test-TN,169700.0
DecisionTree,KNNImptuer_SimpleImputer_mode,ADASYN,Test-TN,168700.0
NaiveBayes,KNNImptuer_SimpleImputer_mode,ADASYN,Test-TN,167900.0
KNN,KNNImptuer_SimpleImputer_mode,ADASYN,Test-TN,166400.0
SVM,KNNImptuer_SimpleImputer_mode,ADASYN,Test-TN,168300.0
LogisticRegression,KNNImptuer_SimpleImputer_mode,OriginalData,Test-TN,169700.0
DecisionTree,KNNImptuer_SimpleImputer_mode,OriginalData,Test-TN,168900.0
NaiveBayes,KNNImptuer_SimpleImputer_mode,OriginalData,Test-TN,167900.0
KNN,KNNImptuer_SimpleImputer_mode,OriginalData,Test-TN,166400.0
SVM,KNNImptuer_SimpleImputer_mode,OriginalData,Test-TN,168300.0
LogisticRegression,KNNImptuer_SimpleImputer_mode,ClusterCentroids,Test-TN,170500.0
DecisionTree,KNNImptuer_SimpleImputer_mode,ClusterCentroids,Test-TN,170000.0
NaiveBayes,KNNImptuer_SimpleImputer_mode,ClusterCentroids,Test-TN,167600.0
KNN,KNNImptuer_SimpleImputer_mode,ClusterCentroids,Test-TN,166500.0
SVM,KNNImptuer_SimpleImputer_mode,ClusterCentroids,Test-TN,169900.0
LogisticRegression,SimpleImputer_mean_SimpleImputer_mode,SMOTE,Test-FN,4800.0
DecisionTree,SimpleImputer_mean_SimpleImputer_mode,SMOTE,Test-FN,4000.0
NaiveBayes,SimpleImputer_mean_SimpleImputer_mode,SMOTE,Test-FN,14900.0
KNN,SimpleImputer_mean_SimpleImputer_mode,SMOTE,Test-FN,3600.0
SVM,SimpleImputer_mean_SimpleImputer_mode,SMOTE,Test-FN,2800.0
LogisticRegression,SimpleImputer_mean_SimpleImputer_mode,ADASYN,Test-FN,4800.0
DecisionTree,SimpleImputer_mean_SimpleImputer_mode,ADASYN,Test-FN,4600.0
NaiveBayes,SimpleImputer_mean_SimpleImputer_mode,ADASYN,Test-FN,14900.0
KNN,SimpleImputer_mean_SimpleImputer_mode,ADASYN,Test-FN,3600.0
SVM,SimpleImputer_mean_SimpleImputer_mode,ADASYN,Test-FN,2800.0
LogisticRegression,SimpleImputer_mean_SimpleImputer_mode,OriginalData,Test-FN,4800.0
DecisionTree,SimpleImputer_mean_SimpleImputer_mode,OriginalData,Test-FN,3800.0
NaiveBayes,SimpleImputer_mean_SimpleImputer_mode,OriginalData,Test-FN,14900.0
KNN,SimpleImputer_mean_SimpleImputer_mode,OriginalData,Test-FN,3600.0
SVM,SimpleImputer_mean_SimpleImputer_mode,OriginalData,Test-FN,2800.0
LogisticRegression,SimpleImputer_mean_SimpleImputer_mode,ClusterCentroids,Test-FN,4500.0
DecisionTree,SimpleImputer_mean_SimpleImputer_mode,ClusterCentroids,Test-FN,3700.0
NaiveBayes,SimpleImputer_mean_SimpleImputer_mode,ClusterCentroids,Test-FN,14400.0
KNN,SimpleImputer_mean_SimpleImputer_mode,ClusterCentroids,Test-FN,3700.0
SVM,SimpleImputer_mean_SimpleImputer_mode,ClusterCentroids,Test-FN,3000.0
LogisticRegression,KNNImptuer_SimpleImputer_mode,SMOTE,Test-FN,4300.0
DecisionTree,KNNImptuer_SimpleImputer_mode,SMOTE,Test-FN,3900.0
NaiveBayes,KNNImptuer_SimpleImputer_mode,SMOTE,Test-FN,16100.0
KNN,KNNImptuer_SimpleImputer_mode,SMOTE,Test-FN,2900.0
SVM,KNNImptuer_SimpleImputer_mode,SMOTE,Test-FN,2500.0
LogisticRegression,KNNImptuer_SimpleImputer_mode,ADASYN,Test-FN,4300.0
DecisionTree,KNNImptuer_SimpleImputer_mode,ADASYN,Test-FN,3800.0
NaiveBayes,KNNImptuer_SimpleImputer_mode,ADASYN,Test-FN,16100.0
KNN,KNNImptuer_SimpleImputer_mode,ADASYN,Test-FN,2900.0
SVM,KNNImptuer_SimpleImputer_mode,ADASYN,Test-FN,2500.0
LogisticRegression,KNNImptuer_SimpleImputer_mode,OriginalData,Test-FN,4300.0
DecisionTree,KNNImptuer_SimpleImputer_mode,OriginalData,Test-FN,4000.0
NaiveBayes,KNNImptuer_SimpleImputer_mode,OriginalData,Test-FN,16100.0
KNN,KNNImptuer_SimpleImputer_mode,OriginalData,Test-FN,2900.0
SVM,KNNImptuer_SimpleImputer_mode,OriginalData,Test-FN,2500.0
LogisticRegression,KNNImptuer_SimpleImputer_mode,ClusterCentroids,Test-FN,4900.0
DecisionTree,KNNImptuer_SimpleImputer_mode,ClusterCentroids,Test-FN,4700.0
NaiveBayes,KNNImptuer_SimpleImputer_mode,ClusterCentroids,Test-FN,15800.0
KNN,KNNImptuer_SimpleImputer_mode,ClusterCentroids,Test-FN,3500.0
SVM,KNNImptuer_SimpleImputer_mode,ClusterCentroids,Test-FN,3000.0
LogisticRegression,SimpleImputer_mean_SimpleImputer_mode,SMOTE,Test-Recall,97.26
DecisionTree,SimpleImputer_mean_SimpleImputer_mode,SMOTE,Test-Recall,97.72
NaiveBayes,SimpleImputer_mean_SimpleImputer_mode,SMOTE,Test-Recall,91.49
KNN,SimpleImputer_mean_SimpleImputer_mode,SMOTE,Test-Recall,97.94
SVM,SimpleImputer_mean_SimpleImputer_mode,SMOTE,Test-Recall,98.4
LogisticRegression,SimpleImputer_mean_SimpleImputer_mode,ADASYN,Test-Recall,97.26
DecisionTree,SimpleImputer_mean_SimpleImputer_mode,ADASYN,Test-Recall,97.37
NaiveBayes,SimpleImputer_mean_SimpleImputer_mode,ADASYN,Test-Recall,91.49
KNN,SimpleImputer_mean_SimpleImputer_mode,ADASYN,Test-Recall,97.94
SVM,SimpleImputer_mean_SimpleImputer_mode,ADASYN,Test-Recall,98.4
LogisticRegression,SimpleImputer_mean_SimpleImputer_mode,OriginalData,Test-Recall,97.26
DecisionTree,SimpleImputer_mean_SimpleImputer_mode,OriginalData,Test-Recall,97.83
NaiveBayes,SimpleImputer_mean_SimpleImputer_mode,OriginalData,Test-Recall,91.49
KNN,SimpleImputer_mean_SimpleImputer_mode,OriginalData,Test-Recall,97.94
SVM,SimpleImputer_mean_SimpleImputer_mode,OriginalData,Test-Recall,98.4
LogisticRegression,SimpleImputer_mean_SimpleImputer_mode,ClusterCentroids,Test-Recall,97.41
DecisionTree,SimpleImputer_mean_SimpleImputer_mode,ClusterCentroids,Test-Recall,97.87
NaiveBayes,SimpleImputer_mean_SimpleImputer_mode,ClusterCentroids,Test-Recall,91.72
KNN,SimpleImputer_mean_SimpleImputer_mode,ClusterCentroids,Test-Recall,97.87
SVM,SimpleImputer_mean_SimpleImputer_mode,ClusterCentroids,Test-Recall,98.28
LogisticRegression,KNNImptuer_SimpleImputer_mode,SMOTE,Test-Recall,97.54
DecisionTree,KNNImptuer_SimpleImputer_mode,SMOTE,Test-Recall,97.77
NaiveBayes,KNNImptuer_SimpleImputer_mode,SMOTE,Test-Recall,90.81
KNN,KNNImptuer_SimpleImputer_mode,SMOTE,Test-Recall,98.34
SVM,KNNImptuer_SimpleImputer_mode,SMOTE,Test-Recall,98.57
LogisticRegression,KNNImptuer_SimpleImputer_mode,ADASYN,Test-Recall,97.54
DecisionTree,KNNImptuer_SimpleImputer_mode,ADASYN,Test-Recall,97.83
NaiveBayes,KNNImptuer_SimpleImputer_mode,ADASYN,Test-Recall,90.81
KNN,KNNImptuer_SimpleImputer_mode,ADASYN,Test-Recall,98.34
SVM,KNNImptuer_SimpleImputer_mode,ADASYN,Test-Recall,98.57
LogisticRegression,KNNImptuer_SimpleImputer_mode,OriginalData,Test-Recall,97.54
DecisionTree,KNNImptuer_SimpleImputer_mode,OriginalData,Test-Recall,97.72
NaiveBayes,KNNImptuer_SimpleImputer_mode,OriginalData,Test-Recall,90.81
KNN,KNNImptuer_SimpleImputer_mode,OriginalData,Test-Recall,98.34
SVM,KNNImptuer_SimpleImputer_mode,OriginalData,Test-Recall,98.57
LogisticRegression,KNNImptuer_SimpleImputer_mode,ClusterCentroids,Test-Recall,97.18
DecisionTree,KNNImptuer_SimpleImputer_mode,ClusterCentroids,Test-Recall,97.3
NaiveBayes,KNNImptuer_SimpleImputer_mode,ClusterCentroids,Test-Recall,90.92
KNN,KNNImptuer_SimpleImputer_mode,ClusterCentroids,Test-Recall,97.99
SVM,KNNImptuer_SimpleImputer_mode,ClusterCentroids,Test-Recall,98.28
LogisticRegression,SimpleImputer_mean_SimpleImputer_mode,SMOTE,Test-Precision,97.65
DecisionTree,SimpleImputer_mean_SimpleImputer_mode,SMOTE,Test-Precision,97.05
NaiveBayes,SimpleImputer_mean_SimpleImputer_mode,SMOTE,Test-Precision,96.27
KNN,SimpleImputer_mean_SimpleImputer_mode,SMOTE,Test-Precision,95.86
SVM,SimpleImputer_mean_SimpleImputer_mode,SMOTE,Test-Precision,97.02
LogisticRegression,SimpleImputer_mean_SimpleImputer_mode,ADASYN,Test-Precision,97.65
DecisionTree,SimpleImputer_mean_SimpleImputer_mode,ADASYN,Test-Precision,97.1
NaiveBayes,SimpleImputer_mean_SimpleImputer_mode,ADASYN,Test-Precision,96.27
KNN,SimpleImputer_mean_SimpleImputer_mode,ADASYN,Test-Precision,95.86
SVM,SimpleImputer_mean_SimpleImputer_mode,ADASYN,Test-Precision,97.02
LogisticRegression,SimpleImputer_mean_SimpleImputer_mode,OriginalData,Test-Precision,97.65
DecisionTree,SimpleImputer_mean_SimpleImputer_mode,OriginalData,Test-Precision,96.83
NaiveBayes,SimpleImputer_mean_SimpleImputer_mode,OriginalData,Test-Precision,96.27
KNN,SimpleImputer_mean_SimpleImputer_mode,OriginalData,Test-Precision,95.86
SVM,SimpleImputer_mean_SimpleImputer_mode,OriginalData,Test-Precision,97.02
LogisticRegression,SimpleImputer_mean_SimpleImputer_mode,ClusterCentroids,Test-Precision,96.97
DecisionTree,SimpleImputer_mean_SimpleImputer_mode,ClusterCentroids,Test-Precision,97.09
NaiveBayes,SimpleImputer_mean_SimpleImputer_mode,ClusterCentroids,Test-Precision,95.45
KNN,SimpleImputer_mean_SimpleImputer_mode,ClusterCentroids,Test-Precision,95.73
SVM,SimpleImputer_mean_SimpleImputer_mode,ClusterCentroids,Test-Precision,97.1
LogisticRegression,KNNImptuer_SimpleImputer_mode,SMOTE,Test-Precision,97.49
DecisionTree,KNNImptuer_SimpleImputer_mode,SMOTE,Test-Precision,96.94
NaiveBayes,KNNImptuer_SimpleImputer_mode,SMOTE,Test-Precision,96.25
KNN,KNNImptuer_SimpleImputer_mode,SMOTE,Test-Precision,95.72
SVM,KNNImptuer_SimpleImputer_mode,SMOTE,Test-Precision,96.75
LogisticRegression,KNNImptuer_SimpleImputer_mode,ADASYN,Test-Precision,97.49
DecisionTree,KNNImptuer_SimpleImputer_mode,ADASYN,Test-Precision,96.94
NaiveBayes,KNNImptuer_SimpleImputer_mode,ADASYN,Test-Precision,96.25
KNN,KNNImptuer_SimpleImputer_mode,ADASYN,Test-Precision,95.72
SVM,KNNImptuer_SimpleImputer_mode,ADASYN,Test-Precision,96.75
LogisticRegression,KNNImptuer_SimpleImputer_mode,OriginalData,Test-Precision,97.49
DecisionTree,KNNImptuer_SimpleImputer_mode,OriginalData,Test-Precision,97.05
NaiveBayes,KNNImptuer_SimpleImputer_mode,OriginalData,Test-Precision,96.25
KNN,KNNImptuer_SimpleImputer_mode,OriginalData,Test-Precision,95.72
SVM,KNNImptuer_SimpleImputer_mode,OriginalData,Test-Precision,96.75
LogisticRegression,KNNImptuer_SimpleImputer_mode,ClusterCentroids,Test-Precision,97.3
DecisionTree,KNNImptuer_SimpleImputer_mode,ClusterCentroids,Test-Precision,97.02
NaiveBayes,KNNImptuer_SimpleImputer_mode,ClusterCentroids,Test-Precision,95.42
KNN,KNNImptuer_SimpleImputer_mode,ClusterCentroids,Test-Precision,95.15
SVM,KNNImptuer_SimpleImputer_mode,ClusterCentroids,Test-Precision,96.99
LogisticRegression,SimpleImputer_mean_SimpleImputer_mode,SMOTE,Test-FalseNegativeRate,3.0
DecisionTree,SimpleImputer_mean_SimpleImputer_mode,SMOTE,Test-FalseNegativeRate,2.0
NaiveBayes,SimpleImputer_mean_SimpleImputer_mode,SMOTE,Test-FalseNegativeRate,9.0
KNN,SimpleImputer_mean_SimpleImputer_mode,SMOTE,Test-FalseNegativeRate,2.0
SVM,SimpleImputer_mean_SimpleImputer_mode,SMOTE,Test-FalseNegativeRate,2.0
LogisticRegression,SimpleImputer_mean_SimpleImputer_mode,ADASYN,Test-FalseNegativeRate,3.0
DecisionTree,SimpleImputer_mean_SimpleImputer_mode,ADASYN,Test-FalseNegativeRate,3.0
NaiveBayes,SimpleImputer_mean_SimpleImputer_mode,ADASYN,Test-FalseNegativeRate,9.0
KNN,SimpleImputer_mean_SimpleImputer_mode,ADASYN,Test-FalseNegativeRate,2.0
SVM,SimpleImputer_mean_SimpleImputer_mode,ADASYN,Test-FalseNegativeRate,2.0
LogisticRegression,SimpleImputer_mean_SimpleImputer_mode,OriginalData,Test-FalseNegativeRate,3.0
DecisionTree,SimpleImputer_mean_SimpleImputer_mode,OriginalData,Test-FalseNegativeRate,2.0
NaiveBayes,SimpleImputer_mean_SimpleImputer_mode,OriginalData,Test-FalseNegativeRate,9.0
KNN,SimpleImputer_mean_SimpleImputer_mode,OriginalData,Test-FalseNegativeRate,2.0
SVM,SimpleImputer_mean_SimpleImputer_mode,OriginalData,Test-FalseNegativeRate,2.0
LogisticRegression,SimpleImputer_mean_SimpleImputer_mode,ClusterCentroids,Test-FalseNegativeRate,3.0
DecisionTree,SimpleImputer_mean_SimpleImputer_mode,ClusterCentroids,Test-FalseNegativeRate,2.0
NaiveBayes,SimpleImputer_mean_SimpleImputer_mode,ClusterCentroids,Test-FalseNegativeRate,8.0
KNN,SimpleImputer_mean_SimpleImputer_mode,ClusterCentroids,Test-FalseNegativeRate,2.0
SVM,SimpleImputer_mean_SimpleImputer_mode,ClusterCentroids,Test-FalseNegativeRate,2.0
LogisticRegression,KNNImptuer_SimpleImputer_mode,SMOTE,Test-FalseNegativeRate,2.0
DecisionTree,KNNImptuer_SimpleImputer_mode,SMOTE,Test-FalseNegativeRate,2.0
NaiveBayes,KNNImptuer_SimpleImputer_mode,SMOTE,Test-FalseNegativeRate,9.0
KNN,KNNImptuer_SimpleImputer_mode,SMOTE,Test-FalseNegativeRate,2.0
SVM,KNNImptuer_SimpleImputer_mode,SMOTE,Test-FalseNegativeRate,1.0
LogisticRegression,KNNImptuer_SimpleImputer_mode,ADASYN,Test-FalseNegativeRate,2.0
DecisionTree,KNNImptuer_SimpleImputer_mode,ADASYN,Test-FalseNegativeRate,2.0
NaiveBayes,KNNImptuer_SimpleImputer_mode,ADASYN,Test-FalseNegativeRate,9.0
KNN,KNNImptuer_SimpleImputer_mode,ADASYN,Test-FalseNegativeRate,2.0
SVM,KNNImptuer_SimpleImputer_mode,ADASYN,Test-FalseNegativeRate,1.0
LogisticRegression,KNNImptuer_SimpleImputer_mode,OriginalData,Test-FalseNegativeRate,2.0
DecisionTree,KNNImptuer_SimpleImputer_mode,OriginalData,Test-FalseNegativeRate,2.0
NaiveBayes,KNNImptuer_SimpleImputer_mode,OriginalData,Test-FalseNegativeRate,9.0
KNN,KNNImptuer_SimpleImputer_mode,OriginalData,Test-FalseNegativeRate,2.0
SVM,KNNImptuer_SimpleImputer_mode,OriginalData,Test-FalseNegativeRate,1.0
LogisticRegression,KNNImptuer_SimpleImputer_mode,ClusterCentroids,Test-FalseNegativeRate,3.0
DecisionTree,KNNImptuer_SimpleImputer_mode,ClusterCentroids,Test-FalseNegativeRate,3.0
NaiveBayes,KNNImptuer_SimpleImputer_mode,ClusterCentroids,Test-FalseNegativeRate,9.0
KNN,KNNImptuer_SimpleImputer_mode,ClusterCentroids,Test-FalseNegativeRate,2.0
SVM,KNNImptuer_SimpleImputer_mode,ClusterCentroids,Test-FalseNegativeRate,2.0
LogisticRegression,SimpleImputer_mean_SimpleImputer_mode,SMOTE,Test-FalsePositiveRate,2.0
DecisionTree,SimpleImputer_mean_SimpleImputer_mode,SMOTE,Test-FalsePositiveRate,3.0
NaiveBayes,SimpleImputer_mean_SimpleImputer_mode,SMOTE,Test-FalsePositiveRate,4.0
KNN,SimpleImputer_mean_SimpleImputer_mode,SMOTE,Test-FalsePositiveRate,4.0
SVM,SimpleImputer_mean_SimpleImputer_mode,SMOTE,Test-FalsePositiveRate,3.0
LogisticRegression,SimpleImputer_mean_SimpleImputer_mode,ADASYN,Test-FalsePositiveRate,2.0
DecisionTree,SimpleImputer_mean_SimpleImputer_mode,ADASYN,Test-FalsePositiveRate,3.0
NaiveBayes,SimpleImputer_mean_SimpleImputer_mode,ADASYN,Test-FalsePositiveRate,4.0
KNN,SimpleImputer_mean_SimpleImputer_mode,ADASYN,Test-FalsePositiveRate,4.0
SVM,SimpleImputer_mean_SimpleImputer_mode,ADASYN,Test-FalsePositiveRate,3.0
LogisticRegression,SimpleImputer_mean_SimpleImputer_mode,OriginalData,Test-FalsePositiveRate,2.0
DecisionTree,SimpleImputer_mean_SimpleImputer_mode,OriginalData,Test-FalsePositiveRate,3.0
NaiveBayes,SimpleImputer_mean_SimpleImputer_mode,OriginalData,Test-FalsePositiveRate,4.0
KNN,SimpleImputer_mean_SimpleImputer_mode,OriginalData,Test-FalsePositiveRate,4.0
SVM,SimpleImputer_mean_SimpleImputer_mode,OriginalData,Test-FalsePositiveRate,3.0
LogisticRegression,SimpleImputer_mean_SimpleImputer_mode,ClusterCentroids,Test-FalsePositiveRate,3.0
DecisionTree,SimpleImputer_mean_SimpleImputer_mode,ClusterCentroids,Test-FalsePositiveRate,3.0
NaiveBayes,SimpleImputer_mean_SimpleImputer_mode,ClusterCentroids,Test-FalsePositiveRate,4.0
KNN,SimpleImputer_mean_SimpleImputer_mode,ClusterCentroids,Test-FalsePositiveRate,4.0
SVM,SimpleImputer_mean_SimpleImputer_mode,ClusterCentroids,Test-FalsePositiveRate,3.0
LogisticRegression,KNNImptuer_SimpleImputer_mode,SMOTE,Test-FalsePositiveRate,3.0
DecisionTree,KNNImptuer_SimpleImputer_mode,SMOTE,Test-FalsePositiveRate,3.0
NaiveBayes,KNNImptuer_SimpleImputer_mode,SMOTE,Test-FalsePositiveRate,4.0
KNN,KNNImptuer_SimpleImputer_mode,SMOTE,Test-FalsePositiveRate,4.0
SVM,KNNImptuer_SimpleImputer_mode,SMOTE,Test-FalsePositiveRate,3.0
LogisticRegression,KNNImptuer_SimpleImputer_mode,ADASYN,Test-FalsePositiveRate,3.0
DecisionTree,KNNImptuer_SimpleImputer_mode,ADASYN,Test-FalsePositiveRate,3.0
NaiveBayes,KNNImptuer_SimpleImputer_mode,ADASYN,Test-FalsePositiveRate,4.0
KNN,KNNImptuer_SimpleImputer_mode,ADASYN,Test-FalsePositiveRate,4.0
SVM,KNNImptuer_SimpleImputer_mode,ADASYN,Test-FalsePositiveRate,3.0
LogisticRegression,KNNImptuer_SimpleImputer_mode,OriginalData,Test-FalsePositiveRate,3.0
DecisionTree,KNNImptuer_SimpleImputer_mode,OriginalData,Test-FalsePositiveRate,3.0
NaiveBayes,KNNImptuer_SimpleImputer_mode,OriginalData,Test-FalsePositiveRate,4.0
KNN,KNNImptuer_SimpleImputer_mode,OriginalData,Test-FalsePositiveRate,4.0
SVM,KNNImptuer_SimpleImputer_mode,OriginalData,Test-FalsePositiveRate,3.0
LogisticRegression,KNNImptuer_SimpleImputer_mode,ClusterCentroids,Test-FalsePositiveRate,3.0
DecisionTree,KNNImptuer_SimpleImputer_mode,ClusterCentroids,Test-FalsePositiveRate,3.0
NaiveBayes,KNNImptuer_SimpleImputer_mode,ClusterCentroids,Test-FalsePositiveRate,4.0
KNN,KNNImptuer_SimpleImputer_mode,ClusterCentroids,Test-FalsePositiveRate,5.0
SVM,KNNImptuer_SimpleImputer_mode,ClusterCentroids,Test-FalsePositiveRate,3.0
