Algorithm,Imputer,Imbalance,Metric,Score
SVM,KNNImptuer_SimpleImputer_mode,ADASYN,Train-Recall,98.93
LogisticRegression,KNNImptuer_SimpleImputer_mode,OriginalData,Train-Recall,97.28
DecisionTree,KNNImptuer_SimpleImputer_mode,OriginalData,Train-Recall,100.0
NaiveBayes,KNNImptuer_SimpleImputer_mode,OriginalData,Train-Recall,90.68
KNN,KNNImptuer_SimpleImputer_mode,OriginalData,Train-Recall,99.05
SVM,KNNImptuer_SimpleImputer_mode,OriginalData,Train-Recall,98.93
LogisticRegression,KNNImptuer_SimpleImputer_mode,ClusterCentroids,Train-Recall,97.08
DecisionTree,KNNImptuer_SimpleImputer_mode,ClusterCentroids,Train-Recall,100.0
NaiveBayes,KNNImptuer_SimpleImputer_mode,ClusterCentroids,Train-Recall,91.03
KNN,KNNImptuer_SimpleImputer_mode,ClusterCentroids,Train-Recall,98.97
SVM,KNNImptuer_SimpleImputer_mode,ClusterCentroids,Train-Recall,98.48
LogisticRegression,SimpleImputer_mean_SimpleImputer_mode,SMOTE,Train-Precision,97.88
DecisionTree,SimpleImputer_mean_SimpleImputer_mode,SMOTE,Train-Precision,100.0
NaiveBayes,SimpleImputer_mean_SimpleImputer_mode,SMOTE,Train-Precision,96.25
KNN,SimpleImputer_mean_SimpleImputer_mode,SMOTE,Train-Precision,97.49
SVM,SimpleImputer_mean_SimpleImputer_mode,SMOTE,Train-Precision,98.06
LogisticRegression,SimpleImputer_mean_SimpleImputer_mode,ADASYN,Train-Precision,97.88
DecisionTree,SimpleImputer_mean_SimpleImputer_mode,ADASYN,Train-Precision,100.0
NaiveBayes,SimpleImputer_mean_SimpleImputer_mode,ADASYN,Train-Precision,96.25
KNN,SimpleImputer_mean_SimpleImputer_mode,ADASYN,Train-Precision,97.49
SVM,SimpleImputer_mean_SimpleImputer_mode,ADASYN,Train-Precision,98.06
LogisticRegression,SimpleImputer_mean_SimpleImputer_mode,OriginalData,Train-Precision,97.88
DecisionTree,SimpleImputer_mean_SimpleImputer_mode,OriginalData,Train-Precision,100.0
NaiveBayes,SimpleImputer_mean_SimpleImputer_mode,OriginalData,Train-Precision,96.25
KNN,SimpleImputer_mean_SimpleImputer_mode,OriginalData,Train-Precision,97.49
SVM,SimpleImputer_mean_SimpleImputer_mode,OriginalData,Train-Precision,98.06
LogisticRegression,SimpleImputer_mean_SimpleImputer_mode,ClusterCentroids,Train-Precision,98.05
DecisionTree,SimpleImputer_mean_SimpleImputer_mode,ClusterCentroids,Train-Precision,100.0
NaiveBayes,SimpleImputer_mean_SimpleImputer_mode,ClusterCentroids,Train-Precision,96.4
KNN,SimpleImputer_mean_SimpleImputer_mode,ClusterCentroids,Train-Precision,97.49
SVM,SimpleImputer_mean_SimpleImputer_mode,ClusterCentroids,Train-Precision,98.16
LogisticRegression,KNNImptuer_SimpleImputer_mode,SMOTE,Train-Precision,97.88
DecisionTree,KNNImptuer_SimpleImputer_mode,SMOTE,Train-Precision,100.0
NaiveBayes,KNNImptuer_SimpleImputer_mode,SMOTE,Train-Precision,96.24
KNN,KNNImptuer_SimpleImputer_mode,SMOTE,Train-Precision,97.49
SVM,KNNImptuer_SimpleImputer_mode,SMOTE,Train-Precision,97.9
LogisticRegression,KNNImptuer_SimpleImputer_mode,ADASYN,Train-Precision,97.88
DecisionTree,KNNImptuer_SimpleImputer_mode,ADASYN,Train-Precision,100.0
NaiveBayes,KNNImptuer_SimpleImputer_mode,ADASYN,Train-Precision,96.24
KNN,KNNImptuer_SimpleImputer_mode,ADASYN,Train-Precision,97.49
SVM,KNNImptuer_SimpleImputer_mode,ADASYN,Train-Precision,97.9
LogisticRegression,KNNImptuer_SimpleImputer_mode,OriginalData,Train-Precision,97.88
DecisionTree,KNNImptuer_SimpleImputer_mode,OriginalData,Train-Precision,100.0
NaiveBayes,KNNImptuer_SimpleImputer_mode,OriginalData,Train-Precision,96.24
KNN,KNNImptuer_SimpleImputer_mode,OriginalData,Train-Precision,97.49
SVM,KNNImptuer_SimpleImputer_mode,OriginalData,Train-Precision,97.9
LogisticRegression,KNNImptuer_SimpleImputer_mode,ClusterCentroids,Train-Precision,98.18
DecisionTree,KNNImptuer_SimpleImputer_mode,ClusterCentroids,Train-Precision,100.0
NaiveBayes,KNNImptuer_SimpleImputer_mode,ClusterCentroids,Train-Precision,96.35
KNN,KNNImptuer_SimpleImputer_mode,ClusterCentroids,Train-Precision,97.41
SVM,KNNImptuer_SimpleImputer_mode,ClusterCentroids,Train-Precision,98.16
LogisticRegression,SimpleImputer_mean_SimpleImputer_mode,SMOTE,Train-FalseNegativeRate,3.0
DecisionTree,SimpleImputer_mean_SimpleImputer_mode,SMOTE,Train-FalseNegativeRate,0.0
NaiveBayes,SimpleImputer_mean_SimpleImputer_mode,SMOTE,Train-FalseNegativeRate,9.0
KNN,SimpleImputer_mean_SimpleImputer_mode,SMOTE,Train-FalseNegativeRate,1.0
SVM,SimpleImputer_mean_SimpleImputer_mode,SMOTE,Train-FalseNegativeRate,1.0
LogisticRegression,SimpleImputer_mean_SimpleImputer_mode,ADASYN,Train-FalseNegativeRate,3.0
DecisionTree,SimpleImputer_mean_SimpleImputer_mode,ADASYN,Train-FalseNegativeRate,0.0
NaiveBayes,SimpleImputer_mean_SimpleImputer_mode,ADASYN,Train-FalseNegativeRate,9.0
KNN,SimpleImputer_mean_SimpleImputer_mode,ADASYN,Train-FalseNegativeRate,1.0
SVM,SimpleImputer_mean_SimpleImputer_mode,ADASYN,Train-FalseNegativeRate,1.0
LogisticRegression,SimpleImputer_mean_SimpleImputer_mode,OriginalData,Train-FalseNegativeRate,3.0
DecisionTree,SimpleImputer_mean_SimpleImputer_mode,OriginalData,Train-FalseNegativeRate,0.0
NaiveBayes,SimpleImputer_mean_SimpleImputer_mode,OriginalData,Train-FalseNegativeRate,9.0
KNN,SimpleImputer_mean_SimpleImputer_mode,OriginalData,Train-FalseNegativeRate,1.0
SVM,SimpleImputer_mean_SimpleImputer_mode,OriginalData,Train-FalseNegativeRate,1.0
LogisticRegression,SimpleImputer_mean_SimpleImputer_mode,ClusterCentroids,Train-FalseNegativeRate,3.0
DecisionTree,SimpleImputer_mean_SimpleImputer_mode,ClusterCentroids,Train-FalseNegativeRate,0.0
NaiveBayes,SimpleImputer_mean_SimpleImputer_mode,ClusterCentroids,Train-FalseNegativeRate,9.0
KNN,SimpleImputer_mean_SimpleImputer_mode,ClusterCentroids,Train-FalseNegativeRate,1.0
SVM,SimpleImputer_mean_SimpleImputer_mode,ClusterCentroids,Train-FalseNegativeRate,1.0
LogisticRegression,KNNImptuer_SimpleImputer_mode,SMOTE,Train-FalseNegativeRate,3.0
DecisionTree,KNNImptuer_SimpleImputer_mode,SMOTE,Train-FalseNegativeRate,0.0
NaiveBayes,KNNImptuer_SimpleImputer_mode,SMOTE,Train-FalseNegativeRate,9.0
KNN,KNNImptuer_SimpleImputer_mode,SMOTE,Train-FalseNegativeRate,1.0
SVM,KNNImptuer_SimpleImputer_mode,SMOTE,Train-FalseNegativeRate,1.0
LogisticRegression,KNNImptuer_SimpleImputer_mode,ADASYN,Train-FalseNegativeRate,3.0
DecisionTree,KNNImptuer_SimpleImputer_mode,ADASYN,Train-FalseNegativeRate,0.0
NaiveBayes,KNNImptuer_SimpleImputer_mode,ADASYN,Train-FalseNegativeRate,9.0
KNN,KNNImptuer_SimpleImputer_mode,ADASYN,Train-FalseNegativeRate,1.0
SVM,KNNImptuer_SimpleImputer_mode,ADASYN,Train-FalseNegativeRate,1.0
LogisticRegression,KNNImptuer_SimpleImputer_mode,OriginalData,Train-FalseNegativeRate,3.0
DecisionTree,KNNImptuer_SimpleImputer_mode,OriginalData,Train-FalseNegativeRate,0.0
NaiveBayes,KNNImptuer_SimpleImputer_mode,OriginalData,Train-FalseNegativeRate,9.0
KNN,KNNImptuer_SimpleImputer_mode,OriginalData,Train-FalseNegativeRate,1.0
SVM,KNNImptuer_SimpleImputer_mode,OriginalData,Train-FalseNegativeRate,1.0
LogisticRegression,KNNImptuer_SimpleImputer_mode,ClusterCentroids,Train-FalseNegativeRate,3.0
DecisionTree,KNNImptuer_SimpleImputer_mode,ClusterCentroids,Train-FalseNegativeRate,0.0
NaiveBayes,KNNImptuer_SimpleImputer_mode,ClusterCentroids,Train-FalseNegativeRate,9.0
KNN,KNNImptuer_SimpleImputer_mode,ClusterCentroids,Train-FalseNegativeRate,1.0
SVM,KNNImptuer_SimpleImputer_mode,ClusterCentroids,Train-FalseNegativeRate,2.0
LogisticRegression,SimpleImputer_mean_SimpleImputer_mode,SMOTE,Train-FalsePositiveRate,2.0
DecisionTree,SimpleImputer_mean_SimpleImputer_mode,SMOTE,Train-FalsePositiveRate,0.0
NaiveBayes,SimpleImputer_mean_SimpleImputer_mode,SMOTE,Train-FalsePositiveRate,4.0
KNN,SimpleImputer_mean_SimpleImputer_mode,SMOTE,Train-FalsePositiveRate,3.0
SVM,SimpleImputer_mean_SimpleImputer_mode,SMOTE,Train-FalsePositiveRate,2.0
LogisticRegression,SimpleImputer_mean_SimpleImputer_mode,ADASYN,Train-FalsePositiveRate,2.0
DecisionTree,SimpleImputer_mean_SimpleImputer_mode,ADASYN,Train-FalsePositiveRate,0.0
NaiveBayes,SimpleImputer_mean_SimpleImputer_mode,ADASYN,Train-FalsePositiveRate,4.0
KNN,SimpleImputer_mean_SimpleImputer_mode,ADASYN,Train-FalsePositiveRate,3.0
SVM,SimpleImputer_mean_SimpleImputer_mode,ADASYN,Train-FalsePositiveRate,2.0
LogisticRegression,SimpleImputer_mean_SimpleImputer_mode,OriginalData,Train-FalsePositiveRate,2.0
DecisionTree,SimpleImputer_mean_SimpleImputer_mode,OriginalData,Train-FalsePositiveRate,0.0
NaiveBayes,SimpleImputer_mean_SimpleImputer_mode,OriginalData,Train-FalsePositiveRate,4.0
KNN,SimpleImputer_mean_SimpleImputer_mode,OriginalData,Train-FalsePositiveRate,3.0
SVM,SimpleImputer_mean_SimpleImputer_mode,OriginalData,Train-FalsePositiveRate,2.0
LogisticRegression,SimpleImputer_mean_SimpleImputer_mode,ClusterCentroids,Train-FalsePositiveRate,2.0
DecisionTree,SimpleImputer_mean_SimpleImputer_mode,ClusterCentroids,Train-FalsePositiveRate,0.0
NaiveBayes,SimpleImputer_mean_SimpleImputer_mode,ClusterCentroids,Train-FalsePositiveRate,3.0
KNN,SimpleImputer_mean_SimpleImputer_mode,ClusterCentroids,Train-FalsePositiveRate,3.0
SVM,SimpleImputer_mean_SimpleImputer_mode,ClusterCentroids,Train-FalsePositiveRate,2.0
LogisticRegression,KNNImptuer_SimpleImputer_mode,SMOTE,Train-FalsePositiveRate,2.0
DecisionTree,KNNImptuer_SimpleImputer_mode,SMOTE,Train-FalsePositiveRate,0.0
NaiveBayes,KNNImptuer_SimpleImputer_mode,SMOTE,Train-FalsePositiveRate,4.0
KNN,KNNImptuer_SimpleImputer_mode,SMOTE,Train-FalsePositiveRate,3.0
SVM,KNNImptuer_SimpleImputer_mode,SMOTE,Train-FalsePositiveRate,2.0
LogisticRegression,KNNImptuer_SimpleImputer_mode,ADASYN,Train-FalsePositiveRate,2.0
DecisionTree,KNNImptuer_SimpleImputer_mode,ADASYN,Train-FalsePositiveRate,0.0
NaiveBayes,KNNImptuer_SimpleImputer_mode,ADASYN,Train-FalsePositiveRate,4.0
KNN,KNNImptuer_SimpleImputer_mode,ADASYN,Train-FalsePositiveRate,3.0
SVM,KNNImptuer_SimpleImputer_mode,ADASYN,Train-FalsePositiveRate,2.0
LogisticRegression,KNNImptuer_SimpleImputer_mode,OriginalData,Train-FalsePositiveRate,2.0
DecisionTree,KNNImptuer_SimpleImputer_mode,OriginalData,Train-FalsePositiveRate,0.0
NaiveBayes,KNNImptuer_SimpleImputer_mode,OriginalData,Train-FalsePositiveRate,4.0
KNN,KNNImptuer_SimpleImputer_mode,OriginalData,Train-FalsePositiveRate,3.0
SVM,KNNImptuer_SimpleImputer_mode,OriginalData,Train-FalsePositiveRate,2.0
LogisticRegression,KNNImptuer_SimpleImputer_mode,ClusterCentroids,Train-FalsePositiveRate,2.0
DecisionTree,KNNImptuer_SimpleImputer_mode,ClusterCentroids,Train-FalsePositiveRate,0.0
NaiveBayes,KNNImptuer_SimpleImputer_mode,ClusterCentroids,Train-FalsePositiveRate,3.0
KNN,KNNImptuer_SimpleImputer_mode,ClusterCentroids,Train-FalsePositiveRate,3.0
SVM,KNNImptuer_SimpleImputer_mode,ClusterCentroids,Train-FalsePositiveRate,2.0
LogisticRegression,SimpleImputer_mean_SimpleImputer_mode,SMOTE,Test-F-1,97.45
DecisionTree,SimpleImputer_mean_SimpleImputer_mode,SMOTE,Test-F-1,97.38
NaiveBayes,SimpleImputer_mean_SimpleImputer_mode,SMOTE,Test-F-1,93.82
KNN,SimpleImputer_mean_SimpleImputer_mode,SMOTE,Test-F-1,96.89
SVM,SimpleImputer_mean_SimpleImputer_mode,SMOTE,Test-F-1,97.7
LogisticRegression,SimpleImputer_mean_SimpleImputer_mode,ADASYN,Test-F-1,97.45
DecisionTree,SimpleImputer_mean_SimpleImputer_mode,ADASYN,Test-F-1,97.23
NaiveBayes,SimpleImputer_mean_SimpleImputer_mode,ADASYN,Test-F-1,93.82
KNN,SimpleImputer_mean_SimpleImputer_mode,ADASYN,Test-F-1,96.89
SVM,SimpleImputer_mean_SimpleImputer_mode,ADASYN,Test-F-1,97.7
LogisticRegression,SimpleImputer_mean_SimpleImputer_mode,OriginalData,Test-F-1,97.45
DecisionTree,SimpleImputer_mean_SimpleImputer_mode,OriginalData,Test-F-1,97.33
NaiveBayes,SimpleImputer_mean_SimpleImputer_mode,OriginalData,Test-F-1,93.82
KNN,SimpleImputer_mean_SimpleImputer_mode,OriginalData,Test-F-1,96.89
SVM,SimpleImputer_mean_SimpleImputer_mode,OriginalData,Test-F-1,97.7
LogisticRegression,SimpleImputer_mean_SimpleImputer_mode,ClusterCentroids,Test-F-1,97.19
DecisionTree,SimpleImputer_mean_SimpleImputer_mode,ClusterCentroids,Test-F-1,97.48
NaiveBayes,SimpleImputer_mean_SimpleImputer_mode,ClusterCentroids,Test-F-1,93.55
KNN,SimpleImputer_mean_SimpleImputer_mode,ClusterCentroids,Test-F-1,96.79
SVM,SimpleImputer_mean_SimpleImputer_mode,ClusterCentroids,Test-F-1,97.69
LogisticRegression,KNNImptuer_SimpleImputer_mode,SMOTE,Test-F-1,97.52
DecisionTree,KNNImptuer_SimpleImputer_mode,SMOTE,Test-F-1,97.36
NaiveBayes,KNNImptuer_SimpleImputer_mode,SMOTE,Test-F-1,93.45
KNN,KNNImptuer_SimpleImputer_mode,SMOTE,Test-F-1,97.01
SVM,KNNImptuer_SimpleImputer_mode,SMOTE,Test-F-1,97.65
LogisticRegression,KNNImptuer_SimpleImputer_mode,ADASYN,Test-F-1,97.52
DecisionTree,KNNImptuer_SimpleImputer_mode,ADASYN,Test-F-1,97.38
NaiveBayes,KNNImptuer_SimpleImputer_mode,ADASYN,Test-F-1,93.45
KNN,KNNImptuer_SimpleImputer_mode,ADASYN,Test-F-1,97.01
SVM,KNNImptuer_SimpleImputer_mode,ADASYN,Test-F-1,97.65
LogisticRegression,KNNImptuer_SimpleImputer_mode,OriginalData,Test-F-1,97.52
DecisionTree,KNNImptuer_SimpleImputer_mode,OriginalData,Test-F-1,97.38
NaiveBayes,KNNImptuer_SimpleImputer_mode,OriginalData,Test-F-1,93.45
KNN,KNNImptuer_SimpleImputer_mode,OriginalData,Test-F-1,97.01
SVM,KNNImptuer_SimpleImputer_mode,OriginalData,Test-F-1,97.65
LogisticRegression,KNNImptuer_SimpleImputer_mode,ClusterCentroids,Test-F-1,97.24
DecisionTree,KNNImptuer_SimpleImputer_mode,ClusterCentroids,Test-F-1,97.16
NaiveBayes,KNNImptuer_SimpleImputer_mode,ClusterCentroids,Test-F-1,93.11
KNN,KNNImptuer_SimpleImputer_mode,ClusterCentroids,Test-F-1,96.55
SVM,KNNImptuer_SimpleImputer_mode,ClusterCentroids,Test-F-1,97.63
LogisticRegression,SimpleImputer_mean_SimpleImputer_mode,SMOTE,Test-Accuracy,97.45
DecisionTree,SimpleImputer_mean_SimpleImputer_mode,SMOTE,Test-Accuracy,97.37
NaiveBayes,SimpleImputer_mean_SimpleImputer_mode,SMOTE,Test-Accuracy,93.96
KNN,SimpleImputer_mean_SimpleImputer_mode,SMOTE,Test-Accuracy,96.85
SVM,SimpleImputer_mean_SimpleImputer_mode,SMOTE,Test-Accuracy,97.68
LogisticRegression,SimpleImputer_mean_SimpleImputer_mode,ADASYN,Test-Accuracy,97.45
DecisionTree,SimpleImputer_mean_SimpleImputer_mode,ADASYN,Test-Accuracy,97.22
NaiveBayes,SimpleImputer_mean_SimpleImputer_mode,ADASYN,Test-Accuracy,93.96
KNN,SimpleImputer_mean_SimpleImputer_mode,ADASYN,Test-Accuracy,96.85
SVM,SimpleImputer_mean_SimpleImputer_mode,ADASYN,Test-Accuracy,97.68
LogisticRegression,SimpleImputer_mean_SimpleImputer_mode,OriginalData,Test-Accuracy,97.45
DecisionTree,SimpleImputer_mean_SimpleImputer_mode,OriginalData,Test-Accuracy,97.31
NaiveBayes,SimpleImputer_mean_SimpleImputer_mode,OriginalData,Test-Accuracy,93.96
KNN,SimpleImputer_mean_SimpleImputer_mode,OriginalData,Test-Accuracy,96.85
SVM,SimpleImputer_mean_SimpleImputer_mode,OriginalData,Test-Accuracy,97.68
LogisticRegression,SimpleImputer_mean_SimpleImputer_mode,ClusterCentroids,Test-Accuracy,97.19
DecisionTree,SimpleImputer_mean_SimpleImputer_mode,ClusterCentroids,Test-Accuracy,97.48
NaiveBayes,SimpleImputer_mean_SimpleImputer_mode,ClusterCentroids,Test-Accuracy,93.7
KNN,SimpleImputer_mean_SimpleImputer_mode,ClusterCentroids,Test-Accuracy,96.76
SVM,SimpleImputer_mean_SimpleImputer_mode,ClusterCentroids,Test-Accuracy,97.68
LogisticRegression,KNNImptuer_SimpleImputer_mode,SMOTE,Test-Accuracy,97.51
DecisionTree,KNNImptuer_SimpleImputer_mode,SMOTE,Test-Accuracy,97.34
NaiveBayes,KNNImptuer_SimpleImputer_mode,SMOTE,Test-Accuracy,93.61
KNN,KNNImptuer_SimpleImputer_mode,SMOTE,Test-Accuracy,96.96
SVM,KNNImptuer_SimpleImputer_mode,SMOTE,Test-Accuracy,97.62
LogisticRegression,KNNImptuer_SimpleImputer_mode,ADASYN,Test-Accuracy,97.51
DecisionTree,KNNImptuer_SimpleImputer_mode,ADASYN,Test-Accuracy,97.37
NaiveBayes,KNNImptuer_SimpleImputer_mode,ADASYN,Test-Accuracy,93.61
KNN,KNNImptuer_SimpleImputer_mode,ADASYN,Test-Accuracy,96.96
SVM,KNNImptuer_SimpleImputer_mode,ADASYN,Test-Accuracy,97.62
LogisticRegression,KNNImptuer_SimpleImputer_mode,OriginalData,Test-Accuracy,97.51
DecisionTree,KNNImptuer_SimpleImputer_mode,OriginalData,Test-Accuracy,97.37
NaiveBayes,KNNImptuer_SimpleImputer_mode,OriginalData,Test-Accuracy,93.61
KNN,KNNImptuer_SimpleImputer_mode,OriginalData,Test-Accuracy,96.96
SVM,KNNImptuer_SimpleImputer_mode,OriginalData,Test-Accuracy,97.62
LogisticRegression,KNNImptuer_SimpleImputer_mode,ClusterCentroids,Test-Accuracy,97.25
DecisionTree,KNNImptuer_SimpleImputer_mode,ClusterCentroids,Test-Accuracy,97.16
NaiveBayes,KNNImptuer_SimpleImputer_mode,ClusterCentroids,Test-Accuracy,93.3
KNN,KNNImptuer_SimpleImputer_mode,ClusterCentroids,Test-Accuracy,96.51
SVM,KNNImptuer_SimpleImputer_mode,ClusterCentroids,Test-Accuracy,97.62
LogisticRegression,SimpleImputer_mean_SimpleImputer_mode,SMOTE,Test-Kappa,94.9
DecisionTree,SimpleImputer_mean_SimpleImputer_mode,SMOTE,Test-Kappa,94.73
NaiveBayes,SimpleImputer_mean_SimpleImputer_mode,SMOTE,Test-Kappa,87.92
KNN,SimpleImputer_mean_SimpleImputer_mode,SMOTE,Test-Kappa,93.7
SVM,SimpleImputer_mean_SimpleImputer_mode,SMOTE,Test-Kappa,95.36
LogisticRegression,SimpleImputer_mean_SimpleImputer_mode,ADASYN,Test-Kappa,94.9
DecisionTree,SimpleImputer_mean_SimpleImputer_mode,ADASYN,Test-Kappa,94.44
NaiveBayes,SimpleImputer_mean_SimpleImputer_mode,ADASYN,Test-Kappa,87.92
KNN,SimpleImputer_mean_SimpleImputer_mode,ADASYN,Test-Kappa,93.7
SVM,SimpleImputer_mean_SimpleImputer_mode,ADASYN,Test-Kappa,95.36
LogisticRegression,SimpleImputer_mean_SimpleImputer_mode,OriginalData,Test-Kappa,94.9
DecisionTree,SimpleImputer_mean_SimpleImputer_mode,OriginalData,Test-Kappa,94.62
NaiveBayes,SimpleImputer_mean_SimpleImputer_mode,OriginalData,Test-Kappa,87.92
KNN,SimpleImputer_mean_SimpleImputer_mode,OriginalData,Test-Kappa,93.7
SVM,SimpleImputer_mean_SimpleImputer_mode,OriginalData,Test-Kappa,95.36
LogisticRegression,SimpleImputer_mean_SimpleImputer_mode,ClusterCentroids,Test-Kappa,94.39
DecisionTree,SimpleImputer_mean_SimpleImputer_mode,ClusterCentroids,Test-Kappa,94.96
NaiveBayes,SimpleImputer_mean_SimpleImputer_mode,ClusterCentroids,Test-Kappa,87.4
KNN,SimpleImputer_mean_SimpleImputer_mode,ClusterCentroids,Test-Kappa,93.53
SVM,SimpleImputer_mean_SimpleImputer_mode,ClusterCentroids,Test-Kappa,95.36
LogisticRegression,KNNImptuer_SimpleImputer_mode,SMOTE,Test-Kappa,95.02
DecisionTree,KNNImptuer_SimpleImputer_mode,SMOTE,Test-Kappa,94.67
NaiveBayes,KNNImptuer_SimpleImputer_mode,SMOTE,Test-Kappa,87.23
KNN,KNNImptuer_SimpleImputer_mode,SMOTE,Test-Kappa,93.93
SVM,KNNImptuer_SimpleImputer_mode,SMOTE,Test-Kappa,95.25
LogisticRegression,KNNImptuer_SimpleImputer_mode,ADASYN,Test-Kappa,95.02
DecisionTree,KNNImptuer_SimpleImputer_mode,ADASYN,Test-Kappa,94.73
NaiveBayes,KNNImptuer_SimpleImputer_mode,ADASYN,Test-Kappa,87.23
KNN,KNNImptuer_SimpleImputer_mode,ADASYN,Test-Kappa,93.93
SVM,KNNImptuer_SimpleImputer_mode,ADASYN,Test-Kappa,95.25
LogisticRegression,KNNImptuer_SimpleImputer_mode,OriginalData,Test-Kappa,95.02
DecisionTree,KNNImptuer_SimpleImputer_mode,OriginalData,Test-Kappa,94.73
NaiveBayes,KNNImptuer_SimpleImputer_mode,OriginalData,Test-Kappa,87.23
KNN,KNNImptuer_SimpleImputer_mode,OriginalData,Test-Kappa,93.93
SVM,KNNImptuer_SimpleImputer_mode,OriginalData,Test-Kappa,95.25
LogisticRegression,KNNImptuer_SimpleImputer_mode,ClusterCentroids,Test-Kappa,94.5
DecisionTree,KNNImptuer_SimpleImputer_mode,ClusterCentroids,Test-Kappa,94.33
NaiveBayes,KNNImptuer_SimpleImputer_mode,ClusterCentroids,Test-Kappa,86.6
KNN,KNNImptuer_SimpleImputer_mode,ClusterCentroids,Test-Kappa,93.01
SVM,KNNImptuer_SimpleImputer_mode,ClusterCentroids,Test-Kappa,95.25
LogisticRegression,SimpleImputer_mean_SimpleImputer_mode,SMOTE,Test-TP,170300.0
DecisionTree,SimpleImputer_mean_SimpleImputer_mode,SMOTE,Test-TP,171100.0
NaiveBayes,SimpleImputer_mean_SimpleImputer_mode,SMOTE,Test-TP,160200.0
KNN,SimpleImputer_mean_SimpleImputer_mode,SMOTE,Test-TP,171500.0
SVM,SimpleImputer_mean_SimpleImputer_mode,SMOTE,Test-TP,172300.0
LogisticRegression,SimpleImputer_mean_SimpleImputer_mode,ADASYN,Test-TP,170300.0
DecisionTree,SimpleImputer_mean_SimpleImputer_mode,ADASYN,Test-TP,170500.0
NaiveBayes,SimpleImputer_mean_SimpleImputer_mode,ADASYN,Test-TP,160200.0
KNN,SimpleImputer_mean_SimpleImputer_mode,ADASYN,Test-TP,171500.0
SVM,SimpleImputer_mean_SimpleImputer_mode,ADASYN,Test-TP,172300.0
LogisticRegression,SimpleImputer_mean_SimpleImputer_mode,OriginalData,Test-TP,170300.0
DecisionTree,SimpleImputer_mean_SimpleImputer_mode,OriginalData,Test-TP,171300.0
NaiveBayes,SimpleImputer_mean_SimpleImputer_mode,OriginalData,Test-TP,160200.0
KNN,SimpleImputer_mean_SimpleImputer_mode,OriginalData,Test-TP,171500.0
SVM,SimpleImputer_mean_SimpleImputer_mode,OriginalData,Test-TP,172300.0
LogisticRegression,SimpleImputer_mean_SimpleImputer_mode,ClusterCentroids,Test-TP,169500.0
DecisionTree,SimpleImputer_mean_SimpleImputer_mode,ClusterCentroids,Test-TP,170300.0
NaiveBayes,SimpleImputer_mean_SimpleImputer_mode,ClusterCentroids,Test-TP,159600.0
KNN,SimpleImputer_mean_SimpleImputer_mode,ClusterCentroids,Test-TP,170300.0
SVM,SimpleImputer_mean_SimpleImputer_mode,ClusterCentroids,Test-TP,171000.0
LogisticRegression,KNNImptuer_SimpleImputer_mode,SMOTE,Test-TP,170800.0
DecisionTree,KNNImptuer_SimpleImputer_mode,SMOTE,Test-TP,171200.0
NaiveBayes,KNNImptuer_SimpleImputer_mode,SMOTE,Test-TP,159000.0
KNN,KNNImptuer_SimpleImputer_mode,SMOTE,Test-TP,172200.0
SVM,KNNImptuer_SimpleImputer_mode,SMOTE,Test-TP,172600.0
LogisticRegression,KNNImptuer_SimpleImputer_mode,ADASYN,Test-TP,170800.0
DecisionTree,KNNImptuer_SimpleImputer_mode,ADASYN,Test-TP,171300.0
NaiveBayes,KNNImptuer_SimpleImputer_mode,ADASYN,Test-TP,159000.0
KNN,KNNImptuer_SimpleImputer_mode,ADASYN,Test-TP,172200.0
SVM,KNNImptuer_SimpleImputer_mode,ADASYN,Test-TP,172600.0
LogisticRegression,KNNImptuer_SimpleImputer_mode,OriginalData,Test-TP,170800.0
DecisionTree,KNNImptuer_SimpleImputer_mode,OriginalData,Test-TP,171100.0
NaiveBayes,KNNImptuer_SimpleImputer_mode,OriginalData,Test-TP,159000.0
KNN,KNNImptuer_SimpleImputer_mode,OriginalData,Test-TP,172200.0
SVM,KNNImptuer_SimpleImputer_mode,OriginalData,Test-TP,172600.0
LogisticRegression,KNNImptuer_SimpleImputer_mode,ClusterCentroids,Test-TP,169100.0
DecisionTree,KNNImptuer_SimpleImputer_mode,ClusterCentroids,Test-TP,169300.0
NaiveBayes,KNNImptuer_SimpleImputer_mode,ClusterCentroids,Test-TP,158200.0
KNN,KNNImptuer_SimpleImputer_mode,ClusterCentroids,Test-TP,170500.0
SVM,KNNImptuer_SimpleImputer_mode,ClusterCentroids,Test-TP,171000.0
LogisticRegression,SimpleImputer_mean_SimpleImputer_mode,SMOTE,Test-FP,4100.0
DecisionTree,SimpleImputer_mean_SimpleImputer_mode,SMOTE,Test-FP,5200.0
NaiveBayes,SimpleImputer_mean_SimpleImputer_mode,SMOTE,Test-FP,6200.0
KNN,SimpleImputer_mean_SimpleImputer_mode,SMOTE,Test-FP,7400.0
SVM,SimpleImputer_mean_SimpleImputer_mode,SMOTE,Test-FP,5300.0
LogisticRegression,SimpleImputer_mean_SimpleImputer_mode,ADASYN,Test-FP,4100.0
DecisionTree,SimpleImputer_mean_SimpleImputer_mode,ADASYN,Test-FP,5100.0
NaiveBayes,SimpleImputer_mean_SimpleImputer_mode,ADASYN,Test-FP,6200.0
KNN,SimpleImputer_mean_SimpleImputer_mode,ADASYN,Test-FP,7400.0
SVM,SimpleImputer_mean_SimpleImputer_mode,ADASYN,Test-FP,5300.0
