Algorithm,Imputer,Imbalance,Metric,Score
DecisionTree,KNNImptuer__SimpleImputer_mode,ClusterCentroids,Train-TP,2339.0
NaiveBayes,KNNImptuer__SimpleImputer_mode,ClusterCentroids,Train-TP,2066.0
KNN,KNNImptuer__SimpleImputer_mode,ClusterCentroids,Train-TP,2287.0
SVM,KNNImptuer__SimpleImputer_mode,ClusterCentroids,Train-TP,2336.0
RandomForest,KNNImptuer__SimpleImputer_mode,ClusterCentroids,Train-TP,2339.0
GradientBoosting,KNNImptuer__SimpleImputer_mode,ClusterCentroids,Train-TP,2334.0
Bagging,KNNImptuer__SimpleImputer_mode,ClusterCentroids,Train-TP,2338.0
LogisticRegression,KNNImptuer__SimpleImputer_mode,MWMOTE,Train-TP,6780.0
DecisionTree,KNNImptuer__SimpleImputer_mode,MWMOTE,Train-TP,6977.0
NaiveBayes,KNNImptuer__SimpleImputer_mode,MWMOTE,Train-TP,6322.0
KNN,KNNImptuer__SimpleImputer_mode,MWMOTE,Train-TP,6905.0
SVM,KNNImptuer__SimpleImputer_mode,MWMOTE,Train-TP,6883.0
RandomForest,KNNImptuer__SimpleImputer_mode,MWMOTE,Train-TP,6977.0
GradientBoosting,KNNImptuer__SimpleImputer_mode,MWMOTE,Train-TP,6797.0
Bagging,KNNImptuer__SimpleImputer_mode,MWMOTE,Train-TP,6955.0
LogisticRegression,SimpleImputer_mean__SimpleImputer_mode,SMOTE,Train-FP,156.0
DecisionTree,SimpleImputer_mean__SimpleImputer_mode,SMOTE,Train-FP,0.0
NaiveBayes,SimpleImputer_mean__SimpleImputer_mode,SMOTE,Train-FP,247.0
KNN,SimpleImputer_mean__SimpleImputer_mode,SMOTE,Train-FP,187.0
SVM,SimpleImputer_mean__SimpleImputer_mode,SMOTE,Train-FP,151.0
RandomForest,SimpleImputer_mean__SimpleImputer_mode,SMOTE,Train-FP,0.0
GradientBoosting,SimpleImputer_mean__SimpleImputer_mode,SMOTE,Train-FP,101.0
Bagging,SimpleImputer_mean__SimpleImputer_mode,SMOTE,Train-FP,6.0
LogisticRegression,SimpleImputer_mean__SimpleImputer_mode,ADASYN,Train-FP,149.0
DecisionTree,SimpleImputer_mean__SimpleImputer_mode,ADASYN,Train-FP,0.0
NaiveBayes,SimpleImputer_mean__SimpleImputer_mode,ADASYN,Train-FP,240.0
KNN,SimpleImputer_mean__SimpleImputer_mode,ADASYN,Train-FP,188.0
SVM,SimpleImputer_mean__SimpleImputer_mode,ADASYN,Train-FP,130.0
RandomForest,SimpleImputer_mean__SimpleImputer_mode,ADASYN,Train-FP,0.0
GradientBoosting,SimpleImputer_mean__SimpleImputer_mode,ADASYN,Train-FP,91.0
Bagging,SimpleImputer_mean__SimpleImputer_mode,ADASYN,Train-FP,5.0
LogisticRegression,SimpleImputer_mean__SimpleImputer_mode,OriginalData,Train-FP,111.0
DecisionTree,SimpleImputer_mean__SimpleImputer_mode,OriginalData,Train-FP,0.0
NaiveBayes,SimpleImputer_mean__SimpleImputer_mode,OriginalData,Train-FP,257.0
KNN,SimpleImputer_mean__SimpleImputer_mode,OriginalData,Train-FP,83.0
SVM,SimpleImputer_mean__SimpleImputer_mode,OriginalData,Train-FP,95.0
RandomForest,SimpleImputer_mean__SimpleImputer_mode,OriginalData,Train-FP,0.0
GradientBoosting,SimpleImputer_mean__SimpleImputer_mode,OriginalData,Train-FP,107.0
Bagging,SimpleImputer_mean__SimpleImputer_mode,OriginalData,Train-FP,2.0
LogisticRegression,SimpleImputer_mean__SimpleImputer_mode,ClusterCentroids,Train-FP,56.0
DecisionTree,SimpleImputer_mean__SimpleImputer_mode,ClusterCentroids,Train-FP,0.0
NaiveBayes,SimpleImputer_mean__SimpleImputer_mode,ClusterCentroids,Train-FP,65.0
KNN,SimpleImputer_mean__SimpleImputer_mode,ClusterCentroids,Train-FP,48.0
SVM,SimpleImputer_mean__SimpleImputer_mode,ClusterCentroids,Train-FP,51.0
RandomForest,SimpleImputer_mean__SimpleImputer_mode,ClusterCentroids,Train-FP,0.0
GradientBoosting,SimpleImputer_mean__SimpleImputer_mode,ClusterCentroids,Train-FP,40.0
Bagging,SimpleImputer_mean__SimpleImputer_mode,ClusterCentroids,Train-FP,2.0
LogisticRegression,SimpleImputer_mean__SimpleImputer_mode,MWMOTE,Train-FP,142.0
DecisionTree,SimpleImputer_mean__SimpleImputer_mode,MWMOTE,Train-FP,0.0
NaiveBayes,SimpleImputer_mean__SimpleImputer_mode,MWMOTE,Train-FP,226.0
KNN,SimpleImputer_mean__SimpleImputer_mode,MWMOTE,Train-FP,164.0
SVM,SimpleImputer_mean__SimpleImputer_mode,MWMOTE,Train-FP,129.0
RandomForest,SimpleImputer_mean__SimpleImputer_mode,MWMOTE,Train-FP,0.0
GradientBoosting,SimpleImputer_mean__SimpleImputer_mode,MWMOTE,Train-FP,101.0
Bagging,SimpleImputer_mean__SimpleImputer_mode,MWMOTE,Train-FP,11.0
LogisticRegression,KNNImptuer__SimpleImputer_mode,SMOTE,Train-FP,149.0
DecisionTree,KNNImptuer__SimpleImputer_mode,SMOTE,Train-FP,0.0
NaiveBayes,KNNImptuer__SimpleImputer_mode,SMOTE,Train-FP,247.0
KNN,KNNImptuer__SimpleImputer_mode,SMOTE,Train-FP,183.0
SVM,KNNImptuer__SimpleImputer_mode,SMOTE,Train-FP,137.0
RandomForest,KNNImptuer__SimpleImputer_mode,SMOTE,Train-FP,0.0
GradientBoosting,KNNImptuer__SimpleImputer_mode,SMOTE,Train-FP,100.0
Bagging,KNNImptuer__SimpleImputer_mode,SMOTE,Train-FP,8.0
LogisticRegression,KNNImptuer__SimpleImputer_mode,ADASYN,Train-FP,165.0
DecisionTree,KNNImptuer__SimpleImputer_mode,ADASYN,Train-FP,0.0
NaiveBayes,KNNImptuer__SimpleImputer_mode,ADASYN,Train-FP,242.0
KNN,KNNImptuer__SimpleImputer_mode,ADASYN,Train-FP,192.0
SVM,KNNImptuer__SimpleImputer_mode,ADASYN,Train-FP,163.0
RandomForest,KNNImptuer__SimpleImputer_mode,ADASYN,Train-FP,0.0
GradientBoosting,KNNImptuer__SimpleImputer_mode,ADASYN,Train-FP,97.0
Bagging,KNNImptuer__SimpleImputer_mode,ADASYN,Train-FP,6.0
LogisticRegression,KNNImptuer__SimpleImputer_mode,OriginalData,Train-FP,110.0
DecisionTree,KNNImptuer__SimpleImputer_mode,OriginalData,Train-FP,0.0
NaiveBayes,KNNImptuer__SimpleImputer_mode,OriginalData,Train-FP,256.0
KNN,KNNImptuer__SimpleImputer_mode,OriginalData,Train-FP,88.0
SVM,KNNImptuer__SimpleImputer_mode,OriginalData,Train-FP,96.0
RandomForest,KNNImptuer__SimpleImputer_mode,OriginalData,Train-FP,0.0
GradientBoosting,KNNImptuer__SimpleImputer_mode,OriginalData,Train-FP,104.0
Bagging,KNNImptuer__SimpleImputer_mode,OriginalData,Train-FP,6.0
LogisticRegression,KNNImptuer__SimpleImputer_mode,ClusterCentroids,Train-FP,54.0
DecisionTree,KNNImptuer__SimpleImputer_mode,ClusterCentroids,Train-FP,0.0
NaiveBayes,KNNImptuer__SimpleImputer_mode,ClusterCentroids,Train-FP,70.0
KNN,KNNImptuer__SimpleImputer_mode,ClusterCentroids,Train-FP,52.0
SVM,KNNImptuer__SimpleImputer_mode,ClusterCentroids,Train-FP,53.0
RandomForest,KNNImptuer__SimpleImputer_mode,ClusterCentroids,Train-FP,0.0
GradientBoosting,KNNImptuer__SimpleImputer_mode,ClusterCentroids,Train-FP,40.0
Bagging,KNNImptuer__SimpleImputer_mode,ClusterCentroids,Train-FP,3.0
LogisticRegression,KNNImptuer__SimpleImputer_mode,MWMOTE,Train-FP,136.0
DecisionTree,KNNImptuer__SimpleImputer_mode,MWMOTE,Train-FP,0.0
NaiveBayes,KNNImptuer__SimpleImputer_mode,MWMOTE,Train-FP,232.0
KNN,KNNImptuer__SimpleImputer_mode,MWMOTE,Train-FP,174.0
SVM,KNNImptuer__SimpleImputer_mode,MWMOTE,Train-FP,132.0
RandomForest,KNNImptuer__SimpleImputer_mode,MWMOTE,Train-FP,0.0
GradientBoosting,KNNImptuer__SimpleImputer_mode,MWMOTE,Train-FP,101.0
Bagging,KNNImptuer__SimpleImputer_mode,MWMOTE,Train-FP,5.0
LogisticRegression,SimpleImputer_mean__SimpleImputer_mode,SMOTE,Train-TN,6831.0
DecisionTree,SimpleImputer_mean__SimpleImputer_mode,SMOTE,Train-TN,6987.0
NaiveBayes,SimpleImputer_mean__SimpleImputer_mode,SMOTE,Train-TN,6740.0
KNN,SimpleImputer_mean__SimpleImputer_mode,SMOTE,Train-TN,6800.0
SVM,SimpleImputer_mean__SimpleImputer_mode,SMOTE,Train-TN,6836.0
RandomForest,SimpleImputer_mean__SimpleImputer_mode,SMOTE,Train-TN,6987.0
GradientBoosting,SimpleImputer_mean__SimpleImputer_mode,SMOTE,Train-TN,6886.0
Bagging,SimpleImputer_mean__SimpleImputer_mode,SMOTE,Train-TN,6981.0
LogisticRegression,SimpleImputer_mean__SimpleImputer_mode,ADASYN,Train-TN,6820.0
DecisionTree,SimpleImputer_mean__SimpleImputer_mode,ADASYN,Train-TN,6969.0
NaiveBayes,SimpleImputer_mean__SimpleImputer_mode,ADASYN,Train-TN,6729.0
KNN,SimpleImputer_mean__SimpleImputer_mode,ADASYN,Train-TN,6781.0
SVM,SimpleImputer_mean__SimpleImputer_mode,ADASYN,Train-TN,6839.0
RandomForest,SimpleImputer_mean__SimpleImputer_mode,ADASYN,Train-TN,6969.0
GradientBoosting,SimpleImputer_mean__SimpleImputer_mode,ADASYN,Train-TN,6878.0
Bagging,SimpleImputer_mean__SimpleImputer_mode,ADASYN,Train-TN,6964.0
LogisticRegression,SimpleImputer_mean__SimpleImputer_mode,OriginalData,Train-TN,6899.0
DecisionTree,SimpleImputer_mean__SimpleImputer_mode,OriginalData,Train-TN,7010.0
NaiveBayes,SimpleImputer_mean__SimpleImputer_mode,OriginalData,Train-TN,6753.0
KNN,SimpleImputer_mean__SimpleImputer_mode,OriginalData,Train-TN,6927.0
SVM,SimpleImputer_mean__SimpleImputer_mode,OriginalData,Train-TN,6915.0
RandomForest,SimpleImputer_mean__SimpleImputer_mode,OriginalData,Train-TN,7010.0
GradientBoosting,SimpleImputer_mean__SimpleImputer_mode,OriginalData,Train-TN,6903.0
Bagging,SimpleImputer_mean__SimpleImputer_mode,OriginalData,Train-TN,7008.0
LogisticRegression,SimpleImputer_mean__SimpleImputer_mode,ClusterCentroids,Train-TN,2243.0
DecisionTree,SimpleImputer_mean__SimpleImputer_mode,ClusterCentroids,Train-TN,2299.0
NaiveBayes,SimpleImputer_mean__SimpleImputer_mode,ClusterCentroids,Train-TN,2234.0
KNN,SimpleImputer_mean__SimpleImputer_mode,ClusterCentroids,Train-TN,2251.0
SVM,SimpleImputer_mean__SimpleImputer_mode,ClusterCentroids,Train-TN,2248.0
RandomForest,SimpleImputer_mean__SimpleImputer_mode,ClusterCentroids,Train-TN,2299.0
GradientBoosting,SimpleImputer_mean__SimpleImputer_mode,ClusterCentroids,Train-TN,2259.0
Bagging,SimpleImputer_mean__SimpleImputer_mode,ClusterCentroids,Train-TN,2297.0
LogisticRegression,SimpleImputer_mean__SimpleImputer_mode,MWMOTE,Train-TN,6845.0
DecisionTree,SimpleImputer_mean__SimpleImputer_mode,MWMOTE,Train-TN,6987.0
NaiveBayes,SimpleImputer_mean__SimpleImputer_mode,MWMOTE,Train-TN,6761.0
KNN,SimpleImputer_mean__SimpleImputer_mode,MWMOTE,Train-TN,6823.0
SVM,SimpleImputer_mean__SimpleImputer_mode,MWMOTE,Train-TN,6858.0
RandomForest,SimpleImputer_mean__SimpleImputer_mode,MWMOTE,Train-TN,6987.0
GradientBoosting,SimpleImputer_mean__SimpleImputer_mode,MWMOTE,Train-TN,6886.0
Bagging,SimpleImputer_mean__SimpleImputer_mode,MWMOTE,Train-TN,6976.0
LogisticRegression,KNNImptuer__SimpleImputer_mode,SMOTE,Train-TN,6838.0
DecisionTree,KNNImptuer__SimpleImputer_mode,SMOTE,Train-TN,6987.0
NaiveBayes,KNNImptuer__SimpleImputer_mode,SMOTE,Train-TN,6740.0
KNN,KNNImptuer__SimpleImputer_mode,SMOTE,Train-TN,6804.0
SVM,KNNImptuer__SimpleImputer_mode,SMOTE,Train-TN,6850.0
RandomForest,KNNImptuer__SimpleImputer_mode,SMOTE,Train-TN,6987.0
GradientBoosting,KNNImptuer__SimpleImputer_mode,SMOTE,Train-TN,6887.0
Bagging,KNNImptuer__SimpleImputer_mode,SMOTE,Train-TN,6979.0
LogisticRegression,KNNImptuer__SimpleImputer_mode,ADASYN,Train-TN,6777.0
DecisionTree,KNNImptuer__SimpleImputer_mode,ADASYN,Train-TN,6942.0
NaiveBayes,KNNImptuer__SimpleImputer_mode,ADASYN,Train-TN,6700.0
KNN,KNNImptuer__SimpleImputer_mode,ADASYN,Train-TN,6750.0
SVM,KNNImptuer__SimpleImputer_mode,ADASYN,Train-TN,6779.0
RandomForest,KNNImptuer__SimpleImputer_mode,ADASYN,Train-TN,6942.0
GradientBoosting,KNNImptuer__SimpleImputer_mode,ADASYN,Train-TN,6845.0
Bagging,KNNImptuer__SimpleImputer_mode,ADASYN,Train-TN,6936.0
LogisticRegression,KNNImptuer__SimpleImputer_mode,OriginalData,Train-TN,6900.0
DecisionTree,KNNImptuer__SimpleImputer_mode,OriginalData,Train-TN,7010.0
NaiveBayes,KNNImptuer__SimpleImputer_mode,OriginalData,Train-TN,6754.0
KNN,KNNImptuer__SimpleImputer_mode,OriginalData,Train-TN,6922.0
SVM,KNNImptuer__SimpleImputer_mode,OriginalData,Train-TN,6914.0
RandomForest,KNNImptuer__SimpleImputer_mode,OriginalData,Train-TN,7010.0
GradientBoosting,KNNImptuer__SimpleImputer_mode,OriginalData,Train-TN,6906.0
Bagging,KNNImptuer__SimpleImputer_mode,OriginalData,Train-TN,7004.0
LogisticRegression,KNNImptuer__SimpleImputer_mode,ClusterCentroids,Train-TN,2245.0
DecisionTree,KNNImptuer__SimpleImputer_mode,ClusterCentroids,Train-TN,2299.0
NaiveBayes,KNNImptuer__SimpleImputer_mode,ClusterCentroids,Train-TN,2229.0
KNN,KNNImptuer__SimpleImputer_mode,ClusterCentroids,Train-TN,2247.0
SVM,KNNImptuer__SimpleImputer_mode,ClusterCentroids,Train-TN,2246.0
RandomForest,KNNImptuer__SimpleImputer_mode,ClusterCentroids,Train-TN,2299.0
GradientBoosting,KNNImptuer__SimpleImputer_mode,ClusterCentroids,Train-TN,2259.0
Bagging,KNNImptuer__SimpleImputer_mode,ClusterCentroids,Train-TN,2296.0
LogisticRegression,KNNImptuer__SimpleImputer_mode,MWMOTE,Train-TN,6851.0
DecisionTree,KNNImptuer__SimpleImputer_mode,MWMOTE,Train-TN,6987.0
NaiveBayes,KNNImptuer__SimpleImputer_mode,MWMOTE,Train-TN,6755.0
KNN,KNNImptuer__SimpleImputer_mode,MWMOTE,Train-TN,6813.0
SVM,KNNImptuer__SimpleImputer_mode,MWMOTE,Train-TN,6855.0
RandomForest,KNNImptuer__SimpleImputer_mode,MWMOTE,Train-TN,6987.0
GradientBoosting,KNNImptuer__SimpleImputer_mode,MWMOTE,Train-TN,6886.0
Bagging,KNNImptuer__SimpleImputer_mode,MWMOTE,Train-TN,6982.0
LogisticRegression,SimpleImputer_mean__SimpleImputer_mode,SMOTE,Train-FN,188.0
DecisionTree,SimpleImputer_mean__SimpleImputer_mode,SMOTE,Train-FN,0.0
NaiveBayes,SimpleImputer_mean__SimpleImputer_mode,SMOTE,Train-FN,669.0
KNN,SimpleImputer_mean__SimpleImputer_mode,SMOTE,Train-FN,56.0
SVM,SimpleImputer_mean__SimpleImputer_mode,SMOTE,Train-FN,88.0
RandomForest,SimpleImputer_mean__SimpleImputer_mode,SMOTE,Train-FN,0.0
GradientBoosting,SimpleImputer_mean__SimpleImputer_mode,SMOTE,Train-FN,182.0
Bagging,SimpleImputer_mean__SimpleImputer_mode,SMOTE,Train-FN,15.0
LogisticRegression,SimpleImputer_mean__SimpleImputer_mode,ADASYN,Train-FN,213.0
DecisionTree,SimpleImputer_mean__SimpleImputer_mode,ADASYN,Train-FN,0.0
NaiveBayes,SimpleImputer_mean__SimpleImputer_mode,ADASYN,Train-FN,649.0
KNN,SimpleImputer_mean__SimpleImputer_mode,ADASYN,Train-FN,69.0
SVM,SimpleImputer_mean__SimpleImputer_mode,ADASYN,Train-FN,118.0
RandomForest,SimpleImputer_mean__SimpleImputer_mode,ADASYN,Train-FN,0.0
GradientBoosting,SimpleImputer_mean__SimpleImputer_mode,ADASYN,Train-FN,169.0
Bagging,SimpleImputer_mean__SimpleImputer_mode,ADASYN,Train-FN,11.0
LogisticRegression,SimpleImputer_mean__SimpleImputer_mode,OriginalData,Train-FN,154.0
DecisionTree,SimpleImputer_mean__SimpleImputer_mode,OriginalData,Train-FN,0.0
NaiveBayes,SimpleImputer_mean__SimpleImputer_mode,OriginalData,Train-FN,274.0
KNN,SimpleImputer_mean__SimpleImputer_mode,OriginalData,Train-FN,171.0
SVM,SimpleImputer_mean__SimpleImputer_mode,OriginalData,Train-FN,151.0
RandomForest,SimpleImputer_mean__SimpleImputer_mode,OriginalData,Train-FN,0.0
GradientBoosting,SimpleImputer_mean__SimpleImputer_mode,OriginalData,Train-FN,148.0
Bagging,SimpleImputer_mean__SimpleImputer_mode,OriginalData,Train-FN,14.0
LogisticRegression,SimpleImputer_mean__SimpleImputer_mode,ClusterCentroids,Train-FN,21.0
DecisionTree,SimpleImputer_mean__SimpleImputer_mode,ClusterCentroids,Train-FN,0.0
NaiveBayes,SimpleImputer_mean__SimpleImputer_mode,ClusterCentroids,Train-FN,273.0
KNN,SimpleImputer_mean__SimpleImputer_mode,ClusterCentroids,Train-FN,62.0
SVM,SimpleImputer_mean__SimpleImputer_mode,ClusterCentroids,Train-FN,2.0
RandomForest,SimpleImputer_mean__SimpleImputer_mode,ClusterCentroids,Train-FN,0.0
GradientBoosting,SimpleImputer_mean__SimpleImputer_mode,ClusterCentroids,Train-FN,6.0
Bagging,SimpleImputer_mean__SimpleImputer_mode,ClusterCentroids,Train-FN,0.0
LogisticRegression,SimpleImputer_mean__SimpleImputer_mode,MWMOTE,Train-FN,190.0
DecisionTree,SimpleImputer_mean__SimpleImputer_mode,MWMOTE,Train-FN,0.0
NaiveBayes,SimpleImputer_mean__SimpleImputer_mode,MWMOTE,Train-FN,659.0
KNN,SimpleImputer_mean__SimpleImputer_mode,MWMOTE,Train-FN,82.0
SVM,SimpleImputer_mean__SimpleImputer_mode,MWMOTE,Train-FN,101.0
RandomForest,SimpleImputer_mean__SimpleImputer_mode,MWMOTE,Train-FN,0.0
GradientBoosting,SimpleImputer_mean__SimpleImputer_mode,MWMOTE,Train-FN,175.0
Bagging,SimpleImputer_mean__SimpleImputer_mode,MWMOTE,Train-FN,19.0
LogisticRegression,KNNImptuer__SimpleImputer_mode,SMOTE,Train-FN,196.0
DecisionTree,KNNImptuer__SimpleImputer_mode,SMOTE,Train-FN,0.0
NaiveBayes,KNNImptuer__SimpleImputer_mode,SMOTE,Train-FN,651.0
KNN,KNNImptuer__SimpleImputer_mode,SMOTE,Train-FN,59.0
SVM,KNNImptuer__SimpleImputer_mode,SMOTE,Train-FN,88.0
RandomForest,KNNImptuer__SimpleImputer_mode,SMOTE,Train-FN,0.0
GradientBoosting,KNNImptuer__SimpleImputer_mode,SMOTE,Train-FN,173.0
Bagging,KNNImptuer__SimpleImputer_mode,SMOTE,Train-FN,15.0
LogisticRegression,KNNImptuer__SimpleImputer_mode,ADASYN,Train-FN,201.0
DecisionTree,KNNImptuer__SimpleImputer_mode,ADASYN,Train-FN,0.0
NaiveBayes,KNNImptuer__SimpleImputer_mode,ADASYN,Train-FN,669.0
KNN,KNNImptuer__SimpleImputer_mode,ADASYN,Train-FN,57.0
SVM,KNNImptuer__SimpleImputer_mode,ADASYN,Train-FN,90.0
RandomForest,KNNImptuer__SimpleImputer_mode,ADASYN,Train-FN,0.0
GradientBoosting,KNNImptuer__SimpleImputer_mode,ADASYN,Train-FN,185.0
Bagging,KNNImptuer__SimpleImputer_mode,ADASYN,Train-FN,14.0
LogisticRegression,KNNImptuer__SimpleImputer_mode,OriginalData,Train-FN,156.0
DecisionTree,KNNImptuer__SimpleImputer_mode,OriginalData,Train-FN,0.0
NaiveBayes,KNNImptuer__SimpleImputer_mode,OriginalData,Train-FN,273.0
KNN,KNNImptuer__SimpleImputer_mode,OriginalData,Train-FN,181.0
SVM,KNNImptuer__SimpleImputer_mode,OriginalData,Train-FN,154.0
RandomForest,KNNImptuer__SimpleImputer_mode,OriginalData,Train-FN,0.0
GradientBoosting,KNNImptuer__SimpleImputer_mode,OriginalData,Train-FN,148.0
Bagging,KNNImptuer__SimpleImputer_mode,OriginalData,Train-FN,17.0
LogisticRegression,KNNImptuer__SimpleImputer_mode,ClusterCentroids,Train-FN,22.0
DecisionTree,KNNImptuer__SimpleImputer_mode,ClusterCentroids,Train-FN,0.0
NaiveBayes,KNNImptuer__SimpleImputer_mode,ClusterCentroids,Train-FN,273.0
KNN,KNNImptuer__SimpleImputer_mode,ClusterCentroids,Train-FN,52.0
SVM,KNNImptuer__SimpleImputer_mode,ClusterCentroids,Train-FN,3.0
RandomForest,KNNImptuer__SimpleImputer_mode,ClusterCentroids,Train-FN,0.0
GradientBoosting,KNNImptuer__SimpleImputer_mode,ClusterCentroids,Train-FN,5.0
Bagging,KNNImptuer__SimpleImputer_mode,ClusterCentroids,Train-FN,1.0
LogisticRegression,KNNImptuer__SimpleImputer_mode,MWMOTE,Train-FN,197.0
DecisionTree,KNNImptuer__SimpleImputer_mode,MWMOTE,Train-FN,0.0
NaiveBayes,KNNImptuer__SimpleImputer_mode,MWMOTE,Train-FN,655.0
KNN,KNNImptuer__SimpleImputer_mode,MWMOTE,Train-FN,72.0
SVM,KNNImptuer__SimpleImputer_mode,MWMOTE,Train-FN,94.0
RandomForest,KNNImptuer__SimpleImputer_mode,MWMOTE,Train-FN,0.0
GradientBoosting,KNNImptuer__SimpleImputer_mode,MWMOTE,Train-FN,180.0
Bagging,KNNImptuer__SimpleImputer_mode,MWMOTE,Train-FN,22.0
LogisticRegression,SimpleImputer_mean__SimpleImputer_mode,SMOTE,Train-Recall,97.31
DecisionTree,SimpleImputer_mean__SimpleImputer_mode,SMOTE,Train-Recall,100.0
NaiveBayes,SimpleImputer_mean__SimpleImputer_mode,SMOTE,Train-Recall,90.41
KNN,SimpleImputer_mean__SimpleImputer_mode,SMOTE,Train-Recall,99.2
SVM,SimpleImputer_mean__SimpleImputer_mode,SMOTE,Train-Recall,98.74
RandomForest,SimpleImputer_mean__SimpleImputer_mode,SMOTE,Train-Recall,100.0
GradientBoosting,SimpleImputer_mean__SimpleImputer_mode,SMOTE,Train-Recall,97.39
Bagging,SimpleImputer_mean__SimpleImputer_mode,SMOTE,Train-Recall,99.79
LogisticRegression,SimpleImputer_mean__SimpleImputer_mode,ADASYN,Train-Recall,96.96
DecisionTree,SimpleImputer_mean__SimpleImputer_mode,ADASYN,Train-Recall,100.0
NaiveBayes,SimpleImputer_mean__SimpleImputer_mode,ADASYN,Train-Recall,90.73
KNN,SimpleImputer_mean__SimpleImputer_mode,ADASYN,Train-Recall,99.01
SVM,SimpleImputer_mean__SimpleImputer_mode,ADASYN,Train-Recall,98.32
RandomForest,SimpleImputer_mean__SimpleImputer_mode,ADASYN,Train-Recall,100.0
GradientBoosting,SimpleImputer_mean__SimpleImputer_mode,ADASYN,Train-Recall,97.59
Bagging,SimpleImputer_mean__SimpleImputer_mode,ADASYN,Train-Recall,99.84
LogisticRegression,SimpleImputer_mean__SimpleImputer_mode,OriginalData,Train-Recall,93.28
DecisionTree,SimpleImputer_mean__SimpleImputer_mode,OriginalData,Train-Recall,100.0
NaiveBayes,SimpleImputer_mean__SimpleImputer_mode,OriginalData,Train-Recall,88.04
KNN,SimpleImputer_mean__SimpleImputer_mode,OriginalData,Train-Recall,92.54
SVM,SimpleImputer_mean__SimpleImputer_mode,OriginalData,Train-Recall,93.41
RandomForest,SimpleImputer_mean__SimpleImputer_mode,OriginalData,Train-Recall,100.0
GradientBoosting,SimpleImputer_mean__SimpleImputer_mode,OriginalData,Train-Recall,93.54
Bagging,SimpleImputer_mean__SimpleImputer_mode,OriginalData,Train-Recall,99.39
LogisticRegression,SimpleImputer_mean__SimpleImputer_mode,ClusterCentroids,Train-Recall,99.1
DecisionTree,SimpleImputer_mean__SimpleImputer_mode,ClusterCentroids,Train-Recall,100.0
NaiveBayes,SimpleImputer_mean__SimpleImputer_mode,ClusterCentroids,Train-Recall,88.33
KNN,SimpleImputer_mean__SimpleImputer_mode,ClusterCentroids,Train-Recall,97.35
SVM,SimpleImputer_mean__SimpleImputer_mode,ClusterCentroids,Train-Recall,99.91
RandomForest,SimpleImputer_mean__SimpleImputer_mode,ClusterCentroids,Train-Recall,100.0
GradientBoosting,SimpleImputer_mean__SimpleImputer_mode,ClusterCentroids,Train-Recall,99.74
Bagging,SimpleImputer_mean__SimpleImputer_mode,ClusterCentroids,Train-Recall,100.0
LogisticRegression,SimpleImputer_mean__SimpleImputer_mode,MWMOTE,Train-Recall,97.28
DecisionTree,SimpleImputer_mean__SimpleImputer_mode,MWMOTE,Train-Recall,100.0
NaiveBayes,SimpleImputer_mean__SimpleImputer_mode,MWMOTE,Train-Recall,90.55
KNN,SimpleImputer_mean__SimpleImputer_mode,MWMOTE,Train-Recall,98.82
SVM,SimpleImputer_mean__SimpleImputer_mode,MWMOTE,Train-Recall,98.55
RandomForest,SimpleImputer_mean__SimpleImputer_mode,MWMOTE,Train-Recall,100.0
GradientBoosting,SimpleImputer_mean__SimpleImputer_mode,MWMOTE,Train-Recall,97.49
Bagging,SimpleImputer_mean__SimpleImputer_mode,MWMOTE,Train-Recall,99.73
LogisticRegression,KNNImptuer__SimpleImputer_mode,SMOTE,Train-Recall,97.19
DecisionTree,KNNImptuer__SimpleImputer_mode,SMOTE,Train-Recall,100.0
NaiveBayes,KNNImptuer__SimpleImputer_mode,SMOTE,Train-Recall,90.67
KNN,KNNImptuer__SimpleImputer_mode,SMOTE,Train-Recall,99.15
SVM,KNNImptuer__SimpleImputer_mode,SMOTE,Train-Recall,98.74
RandomForest,KNNImptuer__SimpleImputer_mode,SMOTE,Train-Recall,100.0
GradientBoosting,KNNImptuer__SimpleImputer_mode,SMOTE,Train-Recall,97.52
Bagging,KNNImptuer__SimpleImputer_mode,SMOTE,Train-Recall,99.79
LogisticRegression,KNNImptuer__SimpleImputer_mode,ADASYN,Train-Recall,97.12
DecisionTree,KNNImptuer__SimpleImputer_mode,ADASYN,Train-Recall,100.0
NaiveBayes,KNNImptuer__SimpleImputer_mode,ADASYN,Train-Recall,90.4
KNN,KNNImptuer__SimpleImputer_mode,ADASYN,Train-Recall,99.18
SVM,KNNImptuer__SimpleImputer_mode,ADASYN,Train-Recall,98.71
RandomForest,KNNImptuer__SimpleImputer_mode,ADASYN,Train-Recall,100.0
GradientBoosting,KNNImptuer__SimpleImputer_mode,ADASYN,Train-Recall,97.35
Bagging,KNNImptuer__SimpleImputer_mode,ADASYN,Train-Recall,99.8
LogisticRegression,KNNImptuer__SimpleImputer_mode,OriginalData,Train-Recall,93.19
DecisionTree,KNNImptuer__SimpleImputer_mode,OriginalData,Train-Recall,100.0
NaiveBayes,KNNImptuer__SimpleImputer_mode,OriginalData,Train-Recall,88.08
KNN,KNNImptuer__SimpleImputer_mode,OriginalData,Train-Recall,92.1
SVM,KNNImptuer__SimpleImputer_mode,OriginalData,Train-Recall,93.28
RandomForest,KNNImptuer__SimpleImputer_mode,OriginalData,Train-Recall,100.0
