Algorithm,Imputer,Imbalance,Metric,Score
NaiveBayes,KNNImptuer__SimpleImputer_mode,ClusterCentroids,Train-TP,1824.0
KNN,KNNImptuer__SimpleImputer_mode,ClusterCentroids,Train-TP,1971.0
SVM,KNNImptuer__SimpleImputer_mode,ClusterCentroids,Train-TP,1986.0
RandomForest,KNNImptuer__SimpleImputer_mode,ClusterCentroids,Train-TP,1998.0
GradientBoosting,KNNImptuer__SimpleImputer_mode,ClusterCentroids,Train-TP,1971.0
Bagging,KNNImptuer__SimpleImputer_mode,ClusterCentroids,Train-TP,1989.0
LogisticRegression,KNNImptuer__SimpleImputer_mode,MWMOTE,Train-TP,1954.0
DecisionTree,KNNImptuer__SimpleImputer_mode,MWMOTE,Train-TP,1998.0
NaiveBayes,KNNImptuer__SimpleImputer_mode,MWMOTE,Train-TP,1824.0
KNN,KNNImptuer__SimpleImputer_mode,MWMOTE,Train-TP,1971.0
SVM,KNNImptuer__SimpleImputer_mode,MWMOTE,Train-TP,1986.0
RandomForest,KNNImptuer__SimpleImputer_mode,MWMOTE,Train-TP,1998.0
GradientBoosting,KNNImptuer__SimpleImputer_mode,MWMOTE,Train-TP,1971.0
Bagging,KNNImptuer__SimpleImputer_mode,MWMOTE,Train-TP,1996.0
LogisticRegression,SimpleImputer_mean__SimpleImputer_mode,SMOTE,Train-FP,44.0
DecisionTree,SimpleImputer_mean__SimpleImputer_mode,SMOTE,Train-FP,0.0
NaiveBayes,SimpleImputer_mean__SimpleImputer_mode,SMOTE,Train-FP,28.0
KNN,SimpleImputer_mean__SimpleImputer_mode,SMOTE,Train-FP,58.0
SVM,SimpleImputer_mean__SimpleImputer_mode,SMOTE,Train-FP,40.0
RandomForest,SimpleImputer_mean__SimpleImputer_mode,SMOTE,Train-FP,0.0
GradientBoosting,SimpleImputer_mean__SimpleImputer_mode,SMOTE,Train-FP,23.0
Bagging,SimpleImputer_mean__SimpleImputer_mode,SMOTE,Train-FP,4.0
LogisticRegression,SimpleImputer_mean__SimpleImputer_mode,ADASYN,Train-FP,44.0
DecisionTree,SimpleImputer_mean__SimpleImputer_mode,ADASYN,Train-FP,0.0
NaiveBayes,SimpleImputer_mean__SimpleImputer_mode,ADASYN,Train-FP,28.0
KNN,SimpleImputer_mean__SimpleImputer_mode,ADASYN,Train-FP,58.0
SVM,SimpleImputer_mean__SimpleImputer_mode,ADASYN,Train-FP,40.0
RandomForest,SimpleImputer_mean__SimpleImputer_mode,ADASYN,Train-FP,0.0
GradientBoosting,SimpleImputer_mean__SimpleImputer_mode,ADASYN,Train-FP,23.0
Bagging,SimpleImputer_mean__SimpleImputer_mode,ADASYN,Train-FP,5.0
LogisticRegression,SimpleImputer_mean__SimpleImputer_mode,OriginalData,Train-FP,44.0
DecisionTree,SimpleImputer_mean__SimpleImputer_mode,OriginalData,Train-FP,0.0
NaiveBayes,SimpleImputer_mean__SimpleImputer_mode,OriginalData,Train-FP,28.0
KNN,SimpleImputer_mean__SimpleImputer_mode,OriginalData,Train-FP,58.0
SVM,SimpleImputer_mean__SimpleImputer_mode,OriginalData,Train-FP,40.0
RandomForest,SimpleImputer_mean__SimpleImputer_mode,OriginalData,Train-FP,0.0
GradientBoosting,SimpleImputer_mean__SimpleImputer_mode,OriginalData,Train-FP,23.0
Bagging,SimpleImputer_mean__SimpleImputer_mode,OriginalData,Train-FP,4.0
LogisticRegression,SimpleImputer_mean__SimpleImputer_mode,ClusterCentroids,Train-FP,53.0
DecisionTree,SimpleImputer_mean__SimpleImputer_mode,ClusterCentroids,Train-FP,0.0
NaiveBayes,SimpleImputer_mean__SimpleImputer_mode,ClusterCentroids,Train-FP,30.0
KNN,SimpleImputer_mean__SimpleImputer_mode,ClusterCentroids,Train-FP,53.0
SVM,SimpleImputer_mean__SimpleImputer_mode,ClusterCentroids,Train-FP,44.0
RandomForest,SimpleImputer_mean__SimpleImputer_mode,ClusterCentroids,Train-FP,0.0
GradientBoosting,SimpleImputer_mean__SimpleImputer_mode,ClusterCentroids,Train-FP,23.0
Bagging,SimpleImputer_mean__SimpleImputer_mode,ClusterCentroids,Train-FP,2.0
LogisticRegression,SimpleImputer_mean__SimpleImputer_mode,MWMOTE,Train-FP,53.0
DecisionTree,SimpleImputer_mean__SimpleImputer_mode,MWMOTE,Train-FP,0.0
NaiveBayes,SimpleImputer_mean__SimpleImputer_mode,MWMOTE,Train-FP,30.0
KNN,SimpleImputer_mean__SimpleImputer_mode,MWMOTE,Train-FP,53.0
SVM,SimpleImputer_mean__SimpleImputer_mode,MWMOTE,Train-FP,44.0
RandomForest,SimpleImputer_mean__SimpleImputer_mode,MWMOTE,Train-FP,0.0
GradientBoosting,SimpleImputer_mean__SimpleImputer_mode,MWMOTE,Train-FP,23.0
Bagging,SimpleImputer_mean__SimpleImputer_mode,MWMOTE,Train-FP,1.0
LogisticRegression,KNNImptuer__SimpleImputer_mode,SMOTE,Train-FP,48.0
DecisionTree,KNNImptuer__SimpleImputer_mode,SMOTE,Train-FP,0.0
NaiveBayes,KNNImptuer__SimpleImputer_mode,SMOTE,Train-FP,28.0
KNN,KNNImptuer__SimpleImputer_mode,SMOTE,Train-FP,68.0
SVM,KNNImptuer__SimpleImputer_mode,SMOTE,Train-FP,39.0
RandomForest,KNNImptuer__SimpleImputer_mode,SMOTE,Train-FP,0.0
GradientBoosting,KNNImptuer__SimpleImputer_mode,SMOTE,Train-FP,23.0
Bagging,KNNImptuer__SimpleImputer_mode,SMOTE,Train-FP,0.0
LogisticRegression,KNNImptuer__SimpleImputer_mode,ADASYN,Train-FP,48.0
DecisionTree,KNNImptuer__SimpleImputer_mode,ADASYN,Train-FP,0.0
NaiveBayes,KNNImptuer__SimpleImputer_mode,ADASYN,Train-FP,28.0
KNN,KNNImptuer__SimpleImputer_mode,ADASYN,Train-FP,68.0
SVM,KNNImptuer__SimpleImputer_mode,ADASYN,Train-FP,39.0
RandomForest,KNNImptuer__SimpleImputer_mode,ADASYN,Train-FP,0.0
GradientBoosting,KNNImptuer__SimpleImputer_mode,ADASYN,Train-FP,23.0
Bagging,KNNImptuer__SimpleImputer_mode,ADASYN,Train-FP,3.0
LogisticRegression,KNNImptuer__SimpleImputer_mode,OriginalData,Train-FP,48.0
DecisionTree,KNNImptuer__SimpleImputer_mode,OriginalData,Train-FP,0.0
NaiveBayes,KNNImptuer__SimpleImputer_mode,OriginalData,Train-FP,28.0
KNN,KNNImptuer__SimpleImputer_mode,OriginalData,Train-FP,68.0
SVM,KNNImptuer__SimpleImputer_mode,OriginalData,Train-FP,39.0
RandomForest,KNNImptuer__SimpleImputer_mode,OriginalData,Train-FP,0.0
GradientBoosting,KNNImptuer__SimpleImputer_mode,OriginalData,Train-FP,23.0
Bagging,KNNImptuer__SimpleImputer_mode,OriginalData,Train-FP,1.0
LogisticRegression,KNNImptuer__SimpleImputer_mode,ClusterCentroids,Train-FP,54.0
DecisionTree,KNNImptuer__SimpleImputer_mode,ClusterCentroids,Train-FP,0.0
NaiveBayes,KNNImptuer__SimpleImputer_mode,ClusterCentroids,Train-FP,30.0
KNN,KNNImptuer__SimpleImputer_mode,ClusterCentroids,Train-FP,63.0
SVM,KNNImptuer__SimpleImputer_mode,ClusterCentroids,Train-FP,48.0
RandomForest,KNNImptuer__SimpleImputer_mode,ClusterCentroids,Train-FP,0.0
GradientBoosting,KNNImptuer__SimpleImputer_mode,ClusterCentroids,Train-FP,23.0
Bagging,KNNImptuer__SimpleImputer_mode,ClusterCentroids,Train-FP,1.0
LogisticRegression,KNNImptuer__SimpleImputer_mode,MWMOTE,Train-FP,54.0
DecisionTree,KNNImptuer__SimpleImputer_mode,MWMOTE,Train-FP,0.0
NaiveBayes,KNNImptuer__SimpleImputer_mode,MWMOTE,Train-FP,30.0
KNN,KNNImptuer__SimpleImputer_mode,MWMOTE,Train-FP,63.0
SVM,KNNImptuer__SimpleImputer_mode,MWMOTE,Train-FP,48.0
RandomForest,KNNImptuer__SimpleImputer_mode,MWMOTE,Train-FP,0.0
GradientBoosting,KNNImptuer__SimpleImputer_mode,MWMOTE,Train-FP,23.0
Bagging,KNNImptuer__SimpleImputer_mode,MWMOTE,Train-FP,2.0
LogisticRegression,SimpleImputer_mean__SimpleImputer_mode,SMOTE,Train-TN,1947.0
DecisionTree,SimpleImputer_mean__SimpleImputer_mode,SMOTE,Train-TN,1991.0
NaiveBayes,SimpleImputer_mean__SimpleImputer_mode,SMOTE,Train-TN,1963.0
KNN,SimpleImputer_mean__SimpleImputer_mode,SMOTE,Train-TN,1933.0
SVM,SimpleImputer_mean__SimpleImputer_mode,SMOTE,Train-TN,1951.0
RandomForest,SimpleImputer_mean__SimpleImputer_mode,SMOTE,Train-TN,1991.0
GradientBoosting,SimpleImputer_mean__SimpleImputer_mode,SMOTE,Train-TN,1968.0
Bagging,SimpleImputer_mean__SimpleImputer_mode,SMOTE,Train-TN,1987.0
LogisticRegression,SimpleImputer_mean__SimpleImputer_mode,ADASYN,Train-TN,1947.0
DecisionTree,SimpleImputer_mean__SimpleImputer_mode,ADASYN,Train-TN,1991.0
NaiveBayes,SimpleImputer_mean__SimpleImputer_mode,ADASYN,Train-TN,1963.0
KNN,SimpleImputer_mean__SimpleImputer_mode,ADASYN,Train-TN,1933.0
SVM,SimpleImputer_mean__SimpleImputer_mode,ADASYN,Train-TN,1951.0
RandomForest,SimpleImputer_mean__SimpleImputer_mode,ADASYN,Train-TN,1991.0
GradientBoosting,SimpleImputer_mean__SimpleImputer_mode,ADASYN,Train-TN,1968.0
Bagging,SimpleImputer_mean__SimpleImputer_mode,ADASYN,Train-TN,1986.0
LogisticRegression,SimpleImputer_mean__SimpleImputer_mode,OriginalData,Train-TN,1947.0
DecisionTree,SimpleImputer_mean__SimpleImputer_mode,OriginalData,Train-TN,1991.0
NaiveBayes,SimpleImputer_mean__SimpleImputer_mode,OriginalData,Train-TN,1963.0
KNN,SimpleImputer_mean__SimpleImputer_mode,OriginalData,Train-TN,1933.0
SVM,SimpleImputer_mean__SimpleImputer_mode,OriginalData,Train-TN,1951.0
RandomForest,SimpleImputer_mean__SimpleImputer_mode,OriginalData,Train-TN,1991.0
GradientBoosting,SimpleImputer_mean__SimpleImputer_mode,OriginalData,Train-TN,1968.0
Bagging,SimpleImputer_mean__SimpleImputer_mode,OriginalData,Train-TN,1987.0
LogisticRegression,SimpleImputer_mean__SimpleImputer_mode,ClusterCentroids,Train-TN,1945.0
DecisionTree,SimpleImputer_mean__SimpleImputer_mode,ClusterCentroids,Train-TN,1998.0
NaiveBayes,SimpleImputer_mean__SimpleImputer_mode,ClusterCentroids,Train-TN,1968.0
KNN,SimpleImputer_mean__SimpleImputer_mode,ClusterCentroids,Train-TN,1945.0
SVM,SimpleImputer_mean__SimpleImputer_mode,ClusterCentroids,Train-TN,1954.0
RandomForest,SimpleImputer_mean__SimpleImputer_mode,ClusterCentroids,Train-TN,1998.0
GradientBoosting,SimpleImputer_mean__SimpleImputer_mode,ClusterCentroids,Train-TN,1975.0
Bagging,SimpleImputer_mean__SimpleImputer_mode,ClusterCentroids,Train-TN,1996.0
LogisticRegression,SimpleImputer_mean__SimpleImputer_mode,MWMOTE,Train-TN,1945.0
DecisionTree,SimpleImputer_mean__SimpleImputer_mode,MWMOTE,Train-TN,1998.0
NaiveBayes,SimpleImputer_mean__SimpleImputer_mode,MWMOTE,Train-TN,1968.0
KNN,SimpleImputer_mean__SimpleImputer_mode,MWMOTE,Train-TN,1945.0
SVM,SimpleImputer_mean__SimpleImputer_mode,MWMOTE,Train-TN,1954.0
RandomForest,SimpleImputer_mean__SimpleImputer_mode,MWMOTE,Train-TN,1998.0
GradientBoosting,SimpleImputer_mean__SimpleImputer_mode,MWMOTE,Train-TN,1975.0
Bagging,SimpleImputer_mean__SimpleImputer_mode,MWMOTE,Train-TN,1997.0
LogisticRegression,KNNImptuer__SimpleImputer_mode,SMOTE,Train-TN,1943.0
DecisionTree,KNNImptuer__SimpleImputer_mode,SMOTE,Train-TN,1991.0
NaiveBayes,KNNImptuer__SimpleImputer_mode,SMOTE,Train-TN,1963.0
KNN,KNNImptuer__SimpleImputer_mode,SMOTE,Train-TN,1923.0
SVM,KNNImptuer__SimpleImputer_mode,SMOTE,Train-TN,1952.0
RandomForest,KNNImptuer__SimpleImputer_mode,SMOTE,Train-TN,1991.0
GradientBoosting,KNNImptuer__SimpleImputer_mode,SMOTE,Train-TN,1968.0
Bagging,KNNImptuer__SimpleImputer_mode,SMOTE,Train-TN,1991.0
LogisticRegression,KNNImptuer__SimpleImputer_mode,ADASYN,Train-TN,1943.0
DecisionTree,KNNImptuer__SimpleImputer_mode,ADASYN,Train-TN,1991.0
NaiveBayes,KNNImptuer__SimpleImputer_mode,ADASYN,Train-TN,1963.0
KNN,KNNImptuer__SimpleImputer_mode,ADASYN,Train-TN,1923.0
SVM,KNNImptuer__SimpleImputer_mode,ADASYN,Train-TN,1952.0
RandomForest,KNNImptuer__SimpleImputer_mode,ADASYN,Train-TN,1991.0
GradientBoosting,KNNImptuer__SimpleImputer_mode,ADASYN,Train-TN,1968.0
Bagging,KNNImptuer__SimpleImputer_mode,ADASYN,Train-TN,1988.0
LogisticRegression,KNNImptuer__SimpleImputer_mode,OriginalData,Train-TN,1943.0
DecisionTree,KNNImptuer__SimpleImputer_mode,OriginalData,Train-TN,1991.0
NaiveBayes,KNNImptuer__SimpleImputer_mode,OriginalData,Train-TN,1963.0
KNN,KNNImptuer__SimpleImputer_mode,OriginalData,Train-TN,1923.0
SVM,KNNImptuer__SimpleImputer_mode,OriginalData,Train-TN,1952.0
RandomForest,KNNImptuer__SimpleImputer_mode,OriginalData,Train-TN,1991.0
GradientBoosting,KNNImptuer__SimpleImputer_mode,OriginalData,Train-TN,1968.0
Bagging,KNNImptuer__SimpleImputer_mode,OriginalData,Train-TN,1990.0
LogisticRegression,KNNImptuer__SimpleImputer_mode,ClusterCentroids,Train-TN,1944.0
DecisionTree,KNNImptuer__SimpleImputer_mode,ClusterCentroids,Train-TN,1998.0
NaiveBayes,KNNImptuer__SimpleImputer_mode,ClusterCentroids,Train-TN,1968.0
KNN,KNNImptuer__SimpleImputer_mode,ClusterCentroids,Train-TN,1935.0
SVM,KNNImptuer__SimpleImputer_mode,ClusterCentroids,Train-TN,1950.0
RandomForest,KNNImptuer__SimpleImputer_mode,ClusterCentroids,Train-TN,1998.0
GradientBoosting,KNNImptuer__SimpleImputer_mode,ClusterCentroids,Train-TN,1975.0
Bagging,KNNImptuer__SimpleImputer_mode,ClusterCentroids,Train-TN,1997.0
LogisticRegression,KNNImptuer__SimpleImputer_mode,MWMOTE,Train-TN,1944.0
DecisionTree,KNNImptuer__SimpleImputer_mode,MWMOTE,Train-TN,1998.0
NaiveBayes,KNNImptuer__SimpleImputer_mode,MWMOTE,Train-TN,1968.0
KNN,KNNImptuer__SimpleImputer_mode,MWMOTE,Train-TN,1935.0
SVM,KNNImptuer__SimpleImputer_mode,MWMOTE,Train-TN,1950.0
RandomForest,KNNImptuer__SimpleImputer_mode,MWMOTE,Train-TN,1998.0
GradientBoosting,KNNImptuer__SimpleImputer_mode,MWMOTE,Train-TN,1975.0
Bagging,KNNImptuer__SimpleImputer_mode,MWMOTE,Train-TN,1996.0
LogisticRegression,SimpleImputer_mean__SimpleImputer_mode,SMOTE,Train-FN,44.0
DecisionTree,SimpleImputer_mean__SimpleImputer_mode,SMOTE,Train-FN,0.0
NaiveBayes,SimpleImputer_mean__SimpleImputer_mode,SMOTE,Train-FN,187.0
KNN,SimpleImputer_mean__SimpleImputer_mode,SMOTE,Train-FN,26.0
SVM,SimpleImputer_mean__SimpleImputer_mode,SMOTE,Train-FN,12.0
RandomForest,SimpleImputer_mean__SimpleImputer_mode,SMOTE,Train-FN,0.0
GradientBoosting,SimpleImputer_mean__SimpleImputer_mode,SMOTE,Train-FN,30.0
Bagging,SimpleImputer_mean__SimpleImputer_mode,SMOTE,Train-FN,3.0
LogisticRegression,SimpleImputer_mean__SimpleImputer_mode,ADASYN,Train-FN,44.0
DecisionTree,SimpleImputer_mean__SimpleImputer_mode,ADASYN,Train-FN,0.0
NaiveBayes,SimpleImputer_mean__SimpleImputer_mode,ADASYN,Train-FN,187.0
KNN,SimpleImputer_mean__SimpleImputer_mode,ADASYN,Train-FN,26.0
SVM,SimpleImputer_mean__SimpleImputer_mode,ADASYN,Train-FN,12.0
RandomForest,SimpleImputer_mean__SimpleImputer_mode,ADASYN,Train-FN,0.0
GradientBoosting,SimpleImputer_mean__SimpleImputer_mode,ADASYN,Train-FN,30.0
Bagging,SimpleImputer_mean__SimpleImputer_mode,ADASYN,Train-FN,1.0
LogisticRegression,SimpleImputer_mean__SimpleImputer_mode,OriginalData,Train-FN,44.0
DecisionTree,SimpleImputer_mean__SimpleImputer_mode,OriginalData,Train-FN,0.0
NaiveBayes,SimpleImputer_mean__SimpleImputer_mode,OriginalData,Train-FN,187.0
KNN,SimpleImputer_mean__SimpleImputer_mode,OriginalData,Train-FN,26.0
SVM,SimpleImputer_mean__SimpleImputer_mode,OriginalData,Train-FN,12.0
RandomForest,SimpleImputer_mean__SimpleImputer_mode,OriginalData,Train-FN,0.0
GradientBoosting,SimpleImputer_mean__SimpleImputer_mode,OriginalData,Train-FN,30.0
Bagging,SimpleImputer_mean__SimpleImputer_mode,OriginalData,Train-FN,2.0
LogisticRegression,SimpleImputer_mean__SimpleImputer_mode,ClusterCentroids,Train-FN,39.0
DecisionTree,SimpleImputer_mean__SimpleImputer_mode,ClusterCentroids,Train-FN,0.0
NaiveBayes,SimpleImputer_mean__SimpleImputer_mode,ClusterCentroids,Train-FN,182.0
KNN,SimpleImputer_mean__SimpleImputer_mode,ClusterCentroids,Train-FN,24.0
SVM,SimpleImputer_mean__SimpleImputer_mode,ClusterCentroids,Train-FN,13.0
RandomForest,SimpleImputer_mean__SimpleImputer_mode,ClusterCentroids,Train-FN,0.0
GradientBoosting,SimpleImputer_mean__SimpleImputer_mode,ClusterCentroids,Train-FN,29.0
Bagging,SimpleImputer_mean__SimpleImputer_mode,ClusterCentroids,Train-FN,5.0
LogisticRegression,SimpleImputer_mean__SimpleImputer_mode,MWMOTE,Train-FN,39.0
DecisionTree,SimpleImputer_mean__SimpleImputer_mode,MWMOTE,Train-FN,0.0
NaiveBayes,SimpleImputer_mean__SimpleImputer_mode,MWMOTE,Train-FN,182.0
KNN,SimpleImputer_mean__SimpleImputer_mode,MWMOTE,Train-FN,24.0
SVM,SimpleImputer_mean__SimpleImputer_mode,MWMOTE,Train-FN,13.0
RandomForest,SimpleImputer_mean__SimpleImputer_mode,MWMOTE,Train-FN,0.0
GradientBoosting,SimpleImputer_mean__SimpleImputer_mode,MWMOTE,Train-FN,29.0
Bagging,SimpleImputer_mean__SimpleImputer_mode,MWMOTE,Train-FN,5.0
LogisticRegression,KNNImptuer__SimpleImputer_mode,SMOTE,Train-FN,44.0
DecisionTree,KNNImptuer__SimpleImputer_mode,SMOTE,Train-FN,0.0
NaiveBayes,KNNImptuer__SimpleImputer_mode,SMOTE,Train-FN,160.0
KNN,KNNImptuer__SimpleImputer_mode,SMOTE,Train-FN,19.0
SVM,KNNImptuer__SimpleImputer_mode,SMOTE,Train-FN,15.0
RandomForest,KNNImptuer__SimpleImputer_mode,SMOTE,Train-FN,0.0
GradientBoosting,KNNImptuer__SimpleImputer_mode,SMOTE,Train-FN,30.0
Bagging,KNNImptuer__SimpleImputer_mode,SMOTE,Train-FN,8.0
LogisticRegression,KNNImptuer__SimpleImputer_mode,ADASYN,Train-FN,44.0
DecisionTree,KNNImptuer__SimpleImputer_mode,ADASYN,Train-FN,0.0
NaiveBayes,KNNImptuer__SimpleImputer_mode,ADASYN,Train-FN,160.0
KNN,KNNImptuer__SimpleImputer_mode,ADASYN,Train-FN,19.0
SVM,KNNImptuer__SimpleImputer_mode,ADASYN,Train-FN,15.0
RandomForest,KNNImptuer__SimpleImputer_mode,ADASYN,Train-FN,0.0
GradientBoosting,KNNImptuer__SimpleImputer_mode,ADASYN,Train-FN,30.0
Bagging,KNNImptuer__SimpleImputer_mode,ADASYN,Train-FN,3.0
LogisticRegression,KNNImptuer__SimpleImputer_mode,OriginalData,Train-FN,44.0
DecisionTree,KNNImptuer__SimpleImputer_mode,OriginalData,Train-FN,0.0
NaiveBayes,KNNImptuer__SimpleImputer_mode,OriginalData,Train-FN,160.0
KNN,KNNImptuer__SimpleImputer_mode,OriginalData,Train-FN,19.0
SVM,KNNImptuer__SimpleImputer_mode,OriginalData,Train-FN,15.0
RandomForest,KNNImptuer__SimpleImputer_mode,OriginalData,Train-FN,0.0
GradientBoosting,KNNImptuer__SimpleImputer_mode,OriginalData,Train-FN,30.0
Bagging,KNNImptuer__SimpleImputer_mode,OriginalData,Train-FN,13.0
LogisticRegression,KNNImptuer__SimpleImputer_mode,ClusterCentroids,Train-FN,44.0
DecisionTree,KNNImptuer__SimpleImputer_mode,ClusterCentroids,Train-FN,0.0
NaiveBayes,KNNImptuer__SimpleImputer_mode,ClusterCentroids,Train-FN,174.0
KNN,KNNImptuer__SimpleImputer_mode,ClusterCentroids,Train-FN,27.0
SVM,KNNImptuer__SimpleImputer_mode,ClusterCentroids,Train-FN,12.0
RandomForest,KNNImptuer__SimpleImputer_mode,ClusterCentroids,Train-FN,0.0
GradientBoosting,KNNImptuer__SimpleImputer_mode,ClusterCentroids,Train-FN,27.0
Bagging,KNNImptuer__SimpleImputer_mode,ClusterCentroids,Train-FN,9.0
LogisticRegression,KNNImptuer__SimpleImputer_mode,MWMOTE,Train-FN,44.0
DecisionTree,KNNImptuer__SimpleImputer_mode,MWMOTE,Train-FN,0.0
NaiveBayes,KNNImptuer__SimpleImputer_mode,MWMOTE,Train-FN,174.0
KNN,KNNImptuer__SimpleImputer_mode,MWMOTE,Train-FN,27.0
SVM,KNNImptuer__SimpleImputer_mode,MWMOTE,Train-FN,12.0
RandomForest,KNNImptuer__SimpleImputer_mode,MWMOTE,Train-FN,0.0
GradientBoosting,KNNImptuer__SimpleImputer_mode,MWMOTE,Train-FN,27.0
Bagging,KNNImptuer__SimpleImputer_mode,MWMOTE,Train-FN,2.0
LogisticRegression,SimpleImputer_mean__SimpleImputer_mode,SMOTE,Train-Recall,97.81
DecisionTree,SimpleImputer_mean__SimpleImputer_mode,SMOTE,Train-Recall,100.0
NaiveBayes,SimpleImputer_mean__SimpleImputer_mode,SMOTE,Train-Recall,90.67
KNN,SimpleImputer_mean__SimpleImputer_mode,SMOTE,Train-Recall,98.7
SVM,SimpleImputer_mean__SimpleImputer_mode,SMOTE,Train-Recall,99.4
RandomForest,SimpleImputer_mean__SimpleImputer_mode,SMOTE,Train-Recall,100.0
GradientBoosting,SimpleImputer_mean__SimpleImputer_mode,SMOTE,Train-Recall,98.5
Bagging,SimpleImputer_mean__SimpleImputer_mode,SMOTE,Train-Recall,99.85
LogisticRegression,SimpleImputer_mean__SimpleImputer_mode,ADASYN,Train-Recall,97.81
DecisionTree,SimpleImputer_mean__SimpleImputer_mode,ADASYN,Train-Recall,100.0
NaiveBayes,SimpleImputer_mean__SimpleImputer_mode,ADASYN,Train-Recall,90.67
KNN,SimpleImputer_mean__SimpleImputer_mode,ADASYN,Train-Recall,98.7
SVM,SimpleImputer_mean__SimpleImputer_mode,ADASYN,Train-Recall,99.4
RandomForest,SimpleImputer_mean__SimpleImputer_mode,ADASYN,Train-Recall,100.0
GradientBoosting,SimpleImputer_mean__SimpleImputer_mode,ADASYN,Train-Recall,98.5
Bagging,SimpleImputer_mean__SimpleImputer_mode,ADASYN,Train-Recall,99.95
LogisticRegression,SimpleImputer_mean__SimpleImputer_mode,OriginalData,Train-Recall,97.81
DecisionTree,SimpleImputer_mean__SimpleImputer_mode,OriginalData,Train-Recall,100.0
NaiveBayes,SimpleImputer_mean__SimpleImputer_mode,OriginalData,Train-Recall,90.67
KNN,SimpleImputer_mean__SimpleImputer_mode,OriginalData,Train-Recall,98.7
SVM,SimpleImputer_mean__SimpleImputer_mode,OriginalData,Train-Recall,99.4
RandomForest,SimpleImputer_mean__SimpleImputer_mode,OriginalData,Train-Recall,100.0
GradientBoosting,SimpleImputer_mean__SimpleImputer_mode,OriginalData,Train-Recall,98.5
Bagging,SimpleImputer_mean__SimpleImputer_mode,OriginalData,Train-Recall,99.9
LogisticRegression,SimpleImputer_mean__SimpleImputer_mode,ClusterCentroids,Train-Recall,98.05
DecisionTree,SimpleImputer_mean__SimpleImputer_mode,ClusterCentroids,Train-Recall,100.0
NaiveBayes,SimpleImputer_mean__SimpleImputer_mode,ClusterCentroids,Train-Recall,90.89
KNN,SimpleImputer_mean__SimpleImputer_mode,ClusterCentroids,Train-Recall,98.8
SVM,SimpleImputer_mean__SimpleImputer_mode,ClusterCentroids,Train-Recall,99.35
RandomForest,SimpleImputer_mean__SimpleImputer_mode,ClusterCentroids,Train-Recall,100.0
GradientBoosting,SimpleImputer_mean__SimpleImputer_mode,ClusterCentroids,Train-Recall,98.55
Bagging,SimpleImputer_mean__SimpleImputer_mode,ClusterCentroids,Train-Recall,99.75
LogisticRegression,SimpleImputer_mean__SimpleImputer_mode,MWMOTE,Train-Recall,98.05
DecisionTree,SimpleImputer_mean__SimpleImputer_mode,MWMOTE,Train-Recall,100.0
NaiveBayes,SimpleImputer_mean__SimpleImputer_mode,MWMOTE,Train-Recall,90.89
KNN,SimpleImputer_mean__SimpleImputer_mode,MWMOTE,Train-Recall,98.8
SVM,SimpleImputer_mean__SimpleImputer_mode,MWMOTE,Train-Recall,99.35
RandomForest,SimpleImputer_mean__SimpleImputer_mode,MWMOTE,Train-Recall,100.0
GradientBoosting,SimpleImputer_mean__SimpleImputer_mode,MWMOTE,Train-Recall,98.55
Bagging,SimpleImputer_mean__SimpleImputer_mode,MWMOTE,Train-Recall,99.75
LogisticRegression,KNNImptuer__SimpleImputer_mode,SMOTE,Train-Recall,97.81
DecisionTree,KNNImptuer__SimpleImputer_mode,SMOTE,Train-Recall,100.0
NaiveBayes,KNNImptuer__SimpleImputer_mode,SMOTE,Train-Recall,92.02
KNN,KNNImptuer__SimpleImputer_mode,SMOTE,Train-Recall,99.05
SVM,KNNImptuer__SimpleImputer_mode,SMOTE,Train-Recall,99.25
RandomForest,KNNImptuer__SimpleImputer_mode,SMOTE,Train-Recall,100.0
GradientBoosting,KNNImptuer__SimpleImputer_mode,SMOTE,Train-Recall,98.5
Bagging,KNNImptuer__SimpleImputer_mode,SMOTE,Train-Recall,99.6
LogisticRegression,KNNImptuer__SimpleImputer_mode,ADASYN,Train-Recall,97.81
DecisionTree,KNNImptuer__SimpleImputer_mode,ADASYN,Train-Recall,100.0
NaiveBayes,KNNImptuer__SimpleImputer_mode,ADASYN,Train-Recall,92.02
KNN,KNNImptuer__SimpleImputer_mode,ADASYN,Train-Recall,99.05
SVM,KNNImptuer__SimpleImputer_mode,ADASYN,Train-Recall,99.25
RandomForest,KNNImptuer__SimpleImputer_mode,ADASYN,Train-Recall,100.0
GradientBoosting,KNNImptuer__SimpleImputer_mode,ADASYN,Train-Recall,98.5
Bagging,KNNImptuer__SimpleImputer_mode,ADASYN,Train-Recall,99.85
LogisticRegression,KNNImptuer__SimpleImputer_mode,OriginalData,Train-Recall,97.81
DecisionTree,KNNImptuer__SimpleImputer_mode,OriginalData,Train-Recall,100.0
NaiveBayes,KNNImptuer__SimpleImputer_mode,OriginalData,Train-Recall,92.02
KNN,KNNImptuer__SimpleImputer_mode,OriginalData,Train-Recall,99.05
SVM,KNNImptuer__SimpleImputer_mode,OriginalData,Train-Recall,99.25
RandomForest,KNNImptuer__SimpleImputer_mode,OriginalData,Train-Recall,100.0
GradientBoosting,KNNImptuer__SimpleImputer_mode,OriginalData,Train-Recall,98.5
