Algorithm,Imputer,Imbalance,Metric,Score
LogisticRegression,KNNImptuer__SimpleImputer_mode,OriginalData,Train-Recall,97.21
DecisionTree,KNNImptuer__SimpleImputer_mode,OriginalData,Train-Recall,100.0
NaiveBayes,KNNImptuer__SimpleImputer_mode,OriginalData,Train-Recall,90.97
KNN,KNNImptuer__SimpleImputer_mode,OriginalData,Train-Recall,99.03
SVM,KNNImptuer__SimpleImputer_mode,OriginalData,Train-Recall,98.7
LogisticRegression,KNNImptuer__SimpleImputer_mode,ClusterCentroids,Train-Recall,97.11
DecisionTree,KNNImptuer__SimpleImputer_mode,ClusterCentroids,Train-Recall,100.0
NaiveBayes,KNNImptuer__SimpleImputer_mode,ClusterCentroids,Train-Recall,91.41
KNN,KNNImptuer__SimpleImputer_mode,ClusterCentroids,Train-Recall,99.17
SVM,KNNImptuer__SimpleImputer_mode,ClusterCentroids,Train-Recall,98.48
LogisticRegression,SimpleImputer_mean__SimpleImputer_mode,SMOTE,Train-Precision,97.88
DecisionTree,SimpleImputer_mean__SimpleImputer_mode,SMOTE,Train-Precision,100.0
NaiveBayes,SimpleImputer_mean__SimpleImputer_mode,SMOTE,Train-Precision,96.24
KNN,SimpleImputer_mean__SimpleImputer_mode,SMOTE,Train-Precision,97.35
SVM,SimpleImputer_mean__SimpleImputer_mode,SMOTE,Train-Precision,97.96
LogisticRegression,SimpleImputer_mean__SimpleImputer_mode,ADASYN,Train-Precision,97.88
DecisionTree,SimpleImputer_mean__SimpleImputer_mode,ADASYN,Train-Precision,100.0
NaiveBayes,SimpleImputer_mean__SimpleImputer_mode,ADASYN,Train-Precision,96.24
KNN,SimpleImputer_mean__SimpleImputer_mode,ADASYN,Train-Precision,97.35
SVM,SimpleImputer_mean__SimpleImputer_mode,ADASYN,Train-Precision,97.96
LogisticRegression,SimpleImputer_mean__SimpleImputer_mode,OriginalData,Train-Precision,97.88
DecisionTree,SimpleImputer_mean__SimpleImputer_mode,OriginalData,Train-Precision,100.0
NaiveBayes,SimpleImputer_mean__SimpleImputer_mode,OriginalData,Train-Precision,96.24
KNN,SimpleImputer_mean__SimpleImputer_mode,OriginalData,Train-Precision,97.35
SVM,SimpleImputer_mean__SimpleImputer_mode,OriginalData,Train-Precision,97.96
LogisticRegression,SimpleImputer_mean__SimpleImputer_mode,ClusterCentroids,Train-Precision,98.19
DecisionTree,SimpleImputer_mean__SimpleImputer_mode,ClusterCentroids,Train-Precision,100.0
NaiveBayes,SimpleImputer_mean__SimpleImputer_mode,ClusterCentroids,Train-Precision,96.38
KNN,SimpleImputer_mean__SimpleImputer_mode,ClusterCentroids,Train-Precision,97.29
SVM,SimpleImputer_mean__SimpleImputer_mode,ClusterCentroids,Train-Precision,98.14
LogisticRegression,KNNImptuer__SimpleImputer_mode,SMOTE,Train-Precision,97.82
DecisionTree,KNNImptuer__SimpleImputer_mode,SMOTE,Train-Precision,100.0
NaiveBayes,KNNImptuer__SimpleImputer_mode,SMOTE,Train-Precision,96.27
KNN,KNNImptuer__SimpleImputer_mode,SMOTE,Train-Precision,97.42
SVM,KNNImptuer__SimpleImputer_mode,SMOTE,Train-Precision,97.94
LogisticRegression,KNNImptuer__SimpleImputer_mode,ADASYN,Train-Precision,97.82
DecisionTree,KNNImptuer__SimpleImputer_mode,ADASYN,Train-Precision,100.0
NaiveBayes,KNNImptuer__SimpleImputer_mode,ADASYN,Train-Precision,96.27
KNN,KNNImptuer__SimpleImputer_mode,ADASYN,Train-Precision,97.42
SVM,KNNImptuer__SimpleImputer_mode,ADASYN,Train-Precision,97.94
LogisticRegression,KNNImptuer__SimpleImputer_mode,OriginalData,Train-Precision,97.82
DecisionTree,KNNImptuer__SimpleImputer_mode,OriginalData,Train-Precision,100.0
NaiveBayes,KNNImptuer__SimpleImputer_mode,OriginalData,Train-Precision,96.27
KNN,KNNImptuer__SimpleImputer_mode,OriginalData,Train-Precision,97.42
SVM,KNNImptuer__SimpleImputer_mode,OriginalData,Train-Precision,97.94
LogisticRegression,KNNImptuer__SimpleImputer_mode,ClusterCentroids,Train-Precision,98.16
DecisionTree,KNNImptuer__SimpleImputer_mode,ClusterCentroids,Train-Precision,100.0
NaiveBayes,KNNImptuer__SimpleImputer_mode,ClusterCentroids,Train-Precision,96.38
KNN,KNNImptuer__SimpleImputer_mode,ClusterCentroids,Train-Precision,97.47
SVM,KNNImptuer__SimpleImputer_mode,ClusterCentroids,Train-Precision,98.17
LogisticRegression,SimpleImputer_mean__SimpleImputer_mode,SMOTE,Train-FalseNegativeRate,0.03
DecisionTree,SimpleImputer_mean__SimpleImputer_mode,SMOTE,Train-FalseNegativeRate,0.0
NaiveBayes,SimpleImputer_mean__SimpleImputer_mode,SMOTE,Train-FalseNegativeRate,0.09
KNN,SimpleImputer_mean__SimpleImputer_mode,SMOTE,Train-FalseNegativeRate,0.01
SVM,SimpleImputer_mean__SimpleImputer_mode,SMOTE,Train-FalseNegativeRate,0.01
LogisticRegression,SimpleImputer_mean__SimpleImputer_mode,ADASYN,Train-FalseNegativeRate,0.03
DecisionTree,SimpleImputer_mean__SimpleImputer_mode,ADASYN,Train-FalseNegativeRate,0.0
NaiveBayes,SimpleImputer_mean__SimpleImputer_mode,ADASYN,Train-FalseNegativeRate,0.09
KNN,SimpleImputer_mean__SimpleImputer_mode,ADASYN,Train-FalseNegativeRate,0.01
SVM,SimpleImputer_mean__SimpleImputer_mode,ADASYN,Train-FalseNegativeRate,0.01
LogisticRegression,SimpleImputer_mean__SimpleImputer_mode,OriginalData,Train-FalseNegativeRate,0.03
DecisionTree,SimpleImputer_mean__SimpleImputer_mode,OriginalData,Train-FalseNegativeRate,0.0
NaiveBayes,SimpleImputer_mean__SimpleImputer_mode,OriginalData,Train-FalseNegativeRate,0.09
KNN,SimpleImputer_mean__SimpleImputer_mode,OriginalData,Train-FalseNegativeRate,0.01
SVM,SimpleImputer_mean__SimpleImputer_mode,OriginalData,Train-FalseNegativeRate,0.01
LogisticRegression,SimpleImputer_mean__SimpleImputer_mode,ClusterCentroids,Train-FalseNegativeRate,0.03
DecisionTree,SimpleImputer_mean__SimpleImputer_mode,ClusterCentroids,Train-FalseNegativeRate,0.0
NaiveBayes,SimpleImputer_mean__SimpleImputer_mode,ClusterCentroids,Train-FalseNegativeRate,0.09
KNN,SimpleImputer_mean__SimpleImputer_mode,ClusterCentroids,Train-FalseNegativeRate,0.01
SVM,SimpleImputer_mean__SimpleImputer_mode,ClusterCentroids,Train-FalseNegativeRate,0.02
LogisticRegression,KNNImptuer__SimpleImputer_mode,SMOTE,Train-FalseNegativeRate,0.03
DecisionTree,KNNImptuer__SimpleImputer_mode,SMOTE,Train-FalseNegativeRate,0.0
NaiveBayes,KNNImptuer__SimpleImputer_mode,SMOTE,Train-FalseNegativeRate,0.09
KNN,KNNImptuer__SimpleImputer_mode,SMOTE,Train-FalseNegativeRate,0.01
SVM,KNNImptuer__SimpleImputer_mode,SMOTE,Train-FalseNegativeRate,0.01
LogisticRegression,KNNImptuer__SimpleImputer_mode,ADASYN,Train-FalseNegativeRate,0.03
DecisionTree,KNNImptuer__SimpleImputer_mode,ADASYN,Train-FalseNegativeRate,0.0
NaiveBayes,KNNImptuer__SimpleImputer_mode,ADASYN,Train-FalseNegativeRate,0.09
KNN,KNNImptuer__SimpleImputer_mode,ADASYN,Train-FalseNegativeRate,0.01
SVM,KNNImptuer__SimpleImputer_mode,ADASYN,Train-FalseNegativeRate,0.01
LogisticRegression,KNNImptuer__SimpleImputer_mode,OriginalData,Train-FalseNegativeRate,0.03
DecisionTree,KNNImptuer__SimpleImputer_mode,OriginalData,Train-FalseNegativeRate,0.0
NaiveBayes,KNNImptuer__SimpleImputer_mode,OriginalData,Train-FalseNegativeRate,0.09
KNN,KNNImptuer__SimpleImputer_mode,OriginalData,Train-FalseNegativeRate,0.01
SVM,KNNImptuer__SimpleImputer_mode,OriginalData,Train-FalseNegativeRate,0.01
LogisticRegression,KNNImptuer__SimpleImputer_mode,ClusterCentroids,Train-FalseNegativeRate,0.03
DecisionTree,KNNImptuer__SimpleImputer_mode,ClusterCentroids,Train-FalseNegativeRate,0.0
NaiveBayes,KNNImptuer__SimpleImputer_mode,ClusterCentroids,Train-FalseNegativeRate,0.09
KNN,KNNImptuer__SimpleImputer_mode,ClusterCentroids,Train-FalseNegativeRate,0.01
SVM,KNNImptuer__SimpleImputer_mode,ClusterCentroids,Train-FalseNegativeRate,0.02
LogisticRegression,SimpleImputer_mean__SimpleImputer_mode,SMOTE,Train-FalsePositiveRate,0.02
DecisionTree,SimpleImputer_mean__SimpleImputer_mode,SMOTE,Train-FalsePositiveRate,0.0
NaiveBayes,SimpleImputer_mean__SimpleImputer_mode,SMOTE,Train-FalsePositiveRate,0.04
KNN,SimpleImputer_mean__SimpleImputer_mode,SMOTE,Train-FalsePositiveRate,0.03
SVM,SimpleImputer_mean__SimpleImputer_mode,SMOTE,Train-FalsePositiveRate,0.02
LogisticRegression,SimpleImputer_mean__SimpleImputer_mode,ADASYN,Train-FalsePositiveRate,0.02
DecisionTree,SimpleImputer_mean__SimpleImputer_mode,ADASYN,Train-FalsePositiveRate,0.0
NaiveBayes,SimpleImputer_mean__SimpleImputer_mode,ADASYN,Train-FalsePositiveRate,0.04
KNN,SimpleImputer_mean__SimpleImputer_mode,ADASYN,Train-FalsePositiveRate,0.03
SVM,SimpleImputer_mean__SimpleImputer_mode,ADASYN,Train-FalsePositiveRate,0.02
LogisticRegression,SimpleImputer_mean__SimpleImputer_mode,OriginalData,Train-FalsePositiveRate,0.02
DecisionTree,SimpleImputer_mean__SimpleImputer_mode,OriginalData,Train-FalsePositiveRate,0.0
NaiveBayes,SimpleImputer_mean__SimpleImputer_mode,OriginalData,Train-FalsePositiveRate,0.04
KNN,SimpleImputer_mean__SimpleImputer_mode,OriginalData,Train-FalsePositiveRate,0.03
SVM,SimpleImputer_mean__SimpleImputer_mode,OriginalData,Train-FalsePositiveRate,0.02
LogisticRegression,SimpleImputer_mean__SimpleImputer_mode,ClusterCentroids,Train-FalsePositiveRate,0.02
DecisionTree,SimpleImputer_mean__SimpleImputer_mode,ClusterCentroids,Train-FalsePositiveRate,0.0
NaiveBayes,SimpleImputer_mean__SimpleImputer_mode,ClusterCentroids,Train-FalsePositiveRate,0.03
KNN,SimpleImputer_mean__SimpleImputer_mode,ClusterCentroids,Train-FalsePositiveRate,0.03
SVM,SimpleImputer_mean__SimpleImputer_mode,ClusterCentroids,Train-FalsePositiveRate,0.02
LogisticRegression,KNNImptuer__SimpleImputer_mode,SMOTE,Train-FalsePositiveRate,0.02
DecisionTree,KNNImptuer__SimpleImputer_mode,SMOTE,Train-FalsePositiveRate,0.0
NaiveBayes,KNNImptuer__SimpleImputer_mode,SMOTE,Train-FalsePositiveRate,0.04
KNN,KNNImptuer__SimpleImputer_mode,SMOTE,Train-FalsePositiveRate,0.03
SVM,KNNImptuer__SimpleImputer_mode,SMOTE,Train-FalsePositiveRate,0.02
LogisticRegression,KNNImptuer__SimpleImputer_mode,ADASYN,Train-FalsePositiveRate,0.02
DecisionTree,KNNImptuer__SimpleImputer_mode,ADASYN,Train-FalsePositiveRate,0.0
NaiveBayes,KNNImptuer__SimpleImputer_mode,ADASYN,Train-FalsePositiveRate,0.04
KNN,KNNImptuer__SimpleImputer_mode,ADASYN,Train-FalsePositiveRate,0.03
SVM,KNNImptuer__SimpleImputer_mode,ADASYN,Train-FalsePositiveRate,0.02
LogisticRegression,KNNImptuer__SimpleImputer_mode,OriginalData,Train-FalsePositiveRate,0.02
DecisionTree,KNNImptuer__SimpleImputer_mode,OriginalData,Train-FalsePositiveRate,0.0
NaiveBayes,KNNImptuer__SimpleImputer_mode,OriginalData,Train-FalsePositiveRate,0.04
KNN,KNNImptuer__SimpleImputer_mode,OriginalData,Train-FalsePositiveRate,0.03
SVM,KNNImptuer__SimpleImputer_mode,OriginalData,Train-FalsePositiveRate,0.02
LogisticRegression,KNNImptuer__SimpleImputer_mode,ClusterCentroids,Train-FalsePositiveRate,0.02
DecisionTree,KNNImptuer__SimpleImputer_mode,ClusterCentroids,Train-FalsePositiveRate,0.0
NaiveBayes,KNNImptuer__SimpleImputer_mode,ClusterCentroids,Train-FalsePositiveRate,0.03
KNN,KNNImptuer__SimpleImputer_mode,ClusterCentroids,Train-FalsePositiveRate,0.03
SVM,KNNImptuer__SimpleImputer_mode,ClusterCentroids,Train-FalsePositiveRate,0.02
LogisticRegression,SimpleImputer_mean__SimpleImputer_mode,SMOTE,Test-F-1,97.36
DecisionTree,SimpleImputer_mean__SimpleImputer_mode,SMOTE,Test-F-1,97.32
NaiveBayes,SimpleImputer_mean__SimpleImputer_mode,SMOTE,Test-F-1,93.79
KNN,SimpleImputer_mean__SimpleImputer_mode,SMOTE,Test-F-1,96.72
SVM,SimpleImputer_mean__SimpleImputer_mode,SMOTE,Test-F-1,97.19
LogisticRegression,SimpleImputer_mean__SimpleImputer_mode,ADASYN,Test-F-1,97.36
DecisionTree,SimpleImputer_mean__SimpleImputer_mode,ADASYN,Test-F-1,97.52
NaiveBayes,SimpleImputer_mean__SimpleImputer_mode,ADASYN,Test-F-1,93.79
KNN,SimpleImputer_mean__SimpleImputer_mode,ADASYN,Test-F-1,96.72
SVM,SimpleImputer_mean__SimpleImputer_mode,ADASYN,Test-F-1,97.19
LogisticRegression,SimpleImputer_mean__SimpleImputer_mode,OriginalData,Test-F-1,97.36
DecisionTree,SimpleImputer_mean__SimpleImputer_mode,OriginalData,Test-F-1,97.24
NaiveBayes,SimpleImputer_mean__SimpleImputer_mode,OriginalData,Test-F-1,93.79
KNN,SimpleImputer_mean__SimpleImputer_mode,OriginalData,Test-F-1,96.72
SVM,SimpleImputer_mean__SimpleImputer_mode,OriginalData,Test-F-1,97.19
LogisticRegression,SimpleImputer_mean__SimpleImputer_mode,ClusterCentroids,Test-F-1,96.86
DecisionTree,SimpleImputer_mean__SimpleImputer_mode,ClusterCentroids,Test-F-1,96.93
NaiveBayes,SimpleImputer_mean__SimpleImputer_mode,ClusterCentroids,Test-F-1,93.4
KNN,SimpleImputer_mean__SimpleImputer_mode,ClusterCentroids,Test-F-1,96.39
SVM,SimpleImputer_mean__SimpleImputer_mode,ClusterCentroids,Test-F-1,97.34
LogisticRegression,KNNImptuer__SimpleImputer_mode,SMOTE,Test-F-1,97.72
DecisionTree,KNNImptuer__SimpleImputer_mode,SMOTE,Test-F-1,96.88
NaiveBayes,KNNImptuer__SimpleImputer_mode,SMOTE,Test-F-1,93.85
KNN,KNNImptuer__SimpleImputer_mode,SMOTE,Test-F-1,97.24
SVM,KNNImptuer__SimpleImputer_mode,SMOTE,Test-F-1,97.82
LogisticRegression,KNNImptuer__SimpleImputer_mode,ADASYN,Test-F-1,97.72
DecisionTree,KNNImptuer__SimpleImputer_mode,ADASYN,Test-F-1,97.25
NaiveBayes,KNNImptuer__SimpleImputer_mode,ADASYN,Test-F-1,93.85
KNN,KNNImptuer__SimpleImputer_mode,ADASYN,Test-F-1,97.24
SVM,KNNImptuer__SimpleImputer_mode,ADASYN,Test-F-1,97.82
LogisticRegression,KNNImptuer__SimpleImputer_mode,OriginalData,Test-F-1,97.72
DecisionTree,KNNImptuer__SimpleImputer_mode,OriginalData,Test-F-1,97.02
NaiveBayes,KNNImptuer__SimpleImputer_mode,OriginalData,Test-F-1,93.85
KNN,KNNImptuer__SimpleImputer_mode,OriginalData,Test-F-1,97.24
SVM,KNNImptuer__SimpleImputer_mode,OriginalData,Test-F-1,97.82
LogisticRegression,KNNImptuer__SimpleImputer_mode,ClusterCentroids,Test-F-1,97.27
DecisionTree,KNNImptuer__SimpleImputer_mode,ClusterCentroids,Test-F-1,97.07
NaiveBayes,KNNImptuer__SimpleImputer_mode,ClusterCentroids,Test-F-1,93.18
KNN,KNNImptuer__SimpleImputer_mode,ClusterCentroids,Test-F-1,96.74
SVM,KNNImptuer__SimpleImputer_mode,ClusterCentroids,Test-F-1,97.69
LogisticRegression,SimpleImputer_mean__SimpleImputer_mode,SMOTE,Test-Accuracy,97.37
DecisionTree,SimpleImputer_mean__SimpleImputer_mode,SMOTE,Test-Accuracy,97.31
NaiveBayes,SimpleImputer_mean__SimpleImputer_mode,SMOTE,Test-Accuracy,93.93
KNN,SimpleImputer_mean__SimpleImputer_mode,SMOTE,Test-Accuracy,96.68
SVM,SimpleImputer_mean__SimpleImputer_mode,SMOTE,Test-Accuracy,97.16
LogisticRegression,SimpleImputer_mean__SimpleImputer_mode,ADASYN,Test-Accuracy,97.37
DecisionTree,SimpleImputer_mean__SimpleImputer_mode,ADASYN,Test-Accuracy,97.51
NaiveBayes,SimpleImputer_mean__SimpleImputer_mode,ADASYN,Test-Accuracy,93.93
KNN,SimpleImputer_mean__SimpleImputer_mode,ADASYN,Test-Accuracy,96.68
SVM,SimpleImputer_mean__SimpleImputer_mode,ADASYN,Test-Accuracy,97.16
LogisticRegression,SimpleImputer_mean__SimpleImputer_mode,OriginalData,Test-Accuracy,97.37
DecisionTree,SimpleImputer_mean__SimpleImputer_mode,OriginalData,Test-Accuracy,97.22
NaiveBayes,SimpleImputer_mean__SimpleImputer_mode,OriginalData,Test-Accuracy,93.93
KNN,SimpleImputer_mean__SimpleImputer_mode,OriginalData,Test-Accuracy,96.68
SVM,SimpleImputer_mean__SimpleImputer_mode,OriginalData,Test-Accuracy,97.16
LogisticRegression,SimpleImputer_mean__SimpleImputer_mode,ClusterCentroids,Test-Accuracy,96.88
DecisionTree,SimpleImputer_mean__SimpleImputer_mode,ClusterCentroids,Test-Accuracy,96.94
NaiveBayes,SimpleImputer_mean__SimpleImputer_mode,ClusterCentroids,Test-Accuracy,93.56
KNN,SimpleImputer_mean__SimpleImputer_mode,ClusterCentroids,Test-Accuracy,96.36
SVM,SimpleImputer_mean__SimpleImputer_mode,ClusterCentroids,Test-Accuracy,97.34
LogisticRegression,KNNImptuer__SimpleImputer_mode,SMOTE,Test-Accuracy,97.71
DecisionTree,KNNImptuer__SimpleImputer_mode,SMOTE,Test-Accuracy,96.85
NaiveBayes,KNNImptuer__SimpleImputer_mode,SMOTE,Test-Accuracy,93.99
KNN,KNNImptuer__SimpleImputer_mode,SMOTE,Test-Accuracy,97.19
SVM,KNNImptuer__SimpleImputer_mode,SMOTE,Test-Accuracy,97.79
LogisticRegression,KNNImptuer__SimpleImputer_mode,ADASYN,Test-Accuracy,97.71
DecisionTree,KNNImptuer__SimpleImputer_mode,ADASYN,Test-Accuracy,97.22
NaiveBayes,KNNImptuer__SimpleImputer_mode,ADASYN,Test-Accuracy,93.99
KNN,KNNImptuer__SimpleImputer_mode,ADASYN,Test-Accuracy,97.19
SVM,KNNImptuer__SimpleImputer_mode,ADASYN,Test-Accuracy,97.79
LogisticRegression,KNNImptuer__SimpleImputer_mode,OriginalData,Test-Accuracy,97.71
DecisionTree,KNNImptuer__SimpleImputer_mode,OriginalData,Test-Accuracy,96.99
NaiveBayes,KNNImptuer__SimpleImputer_mode,OriginalData,Test-Accuracy,93.99
KNN,KNNImptuer__SimpleImputer_mode,OriginalData,Test-Accuracy,97.19
SVM,KNNImptuer__SimpleImputer_mode,OriginalData,Test-Accuracy,97.79
LogisticRegression,KNNImptuer__SimpleImputer_mode,ClusterCentroids,Test-Accuracy,97.28
DecisionTree,KNNImptuer__SimpleImputer_mode,ClusterCentroids,Test-Accuracy,97.08
NaiveBayes,KNNImptuer__SimpleImputer_mode,ClusterCentroids,Test-Accuracy,93.36
KNN,KNNImptuer__SimpleImputer_mode,ClusterCentroids,Test-Accuracy,96.71
SVM,KNNImptuer__SimpleImputer_mode,ClusterCentroids,Test-Accuracy,97.68
LogisticRegression,SimpleImputer_mean__SimpleImputer_mode,SMOTE,Test-Kappa,94.73
DecisionTree,SimpleImputer_mean__SimpleImputer_mode,SMOTE,Test-Kappa,94.62
NaiveBayes,SimpleImputer_mean__SimpleImputer_mode,SMOTE,Test-Kappa,87.86
KNN,SimpleImputer_mean__SimpleImputer_mode,SMOTE,Test-Kappa,93.36
SVM,SimpleImputer_mean__SimpleImputer_mode,SMOTE,Test-Kappa,94.33
LogisticRegression,SimpleImputer_mean__SimpleImputer_mode,ADASYN,Test-Kappa,94.73
DecisionTree,SimpleImputer_mean__SimpleImputer_mode,ADASYN,Test-Kappa,95.02
NaiveBayes,SimpleImputer_mean__SimpleImputer_mode,ADASYN,Test-Kappa,87.86
KNN,SimpleImputer_mean__SimpleImputer_mode,ADASYN,Test-Kappa,93.36
SVM,SimpleImputer_mean__SimpleImputer_mode,ADASYN,Test-Kappa,94.33
LogisticRegression,SimpleImputer_mean__SimpleImputer_mode,OriginalData,Test-Kappa,94.73
DecisionTree,SimpleImputer_mean__SimpleImputer_mode,OriginalData,Test-Kappa,94.44
NaiveBayes,SimpleImputer_mean__SimpleImputer_mode,OriginalData,Test-Kappa,87.86
KNN,SimpleImputer_mean__SimpleImputer_mode,OriginalData,Test-Kappa,93.36
SVM,SimpleImputer_mean__SimpleImputer_mode,OriginalData,Test-Kappa,94.33
LogisticRegression,SimpleImputer_mean__SimpleImputer_mode,ClusterCentroids,Test-Kappa,93.76
DecisionTree,SimpleImputer_mean__SimpleImputer_mode,ClusterCentroids,Test-Kappa,93.87
NaiveBayes,SimpleImputer_mean__SimpleImputer_mode,ClusterCentroids,Test-Kappa,87.11
KNN,SimpleImputer_mean__SimpleImputer_mode,ClusterCentroids,Test-Kappa,92.73
SVM,SimpleImputer_mean__SimpleImputer_mode,ClusterCentroids,Test-Kappa,94.67
LogisticRegression,KNNImptuer__SimpleImputer_mode,SMOTE,Test-Kappa,95.42
DecisionTree,KNNImptuer__SimpleImputer_mode,SMOTE,Test-Kappa,93.7
NaiveBayes,KNNImptuer__SimpleImputer_mode,SMOTE,Test-Kappa,87.97
KNN,KNNImptuer__SimpleImputer_mode,SMOTE,Test-Kappa,94.39
SVM,KNNImptuer__SimpleImputer_mode,SMOTE,Test-Kappa,95.59
LogisticRegression,KNNImptuer__SimpleImputer_mode,ADASYN,Test-Kappa,95.42
DecisionTree,KNNImptuer__SimpleImputer_mode,ADASYN,Test-Kappa,94.44
NaiveBayes,KNNImptuer__SimpleImputer_mode,ADASYN,Test-Kappa,87.97
KNN,KNNImptuer__SimpleImputer_mode,ADASYN,Test-Kappa,94.39
SVM,KNNImptuer__SimpleImputer_mode,ADASYN,Test-Kappa,95.59
LogisticRegression,KNNImptuer__SimpleImputer_mode,OriginalData,Test-Kappa,95.42
DecisionTree,KNNImptuer__SimpleImputer_mode,OriginalData,Test-Kappa,93.99
NaiveBayes,KNNImptuer__SimpleImputer_mode,OriginalData,Test-Kappa,87.97
KNN,KNNImptuer__SimpleImputer_mode,OriginalData,Test-Kappa,94.39
SVM,KNNImptuer__SimpleImputer_mode,OriginalData,Test-Kappa,95.59
LogisticRegression,KNNImptuer__SimpleImputer_mode,ClusterCentroids,Test-Kappa,94.56
DecisionTree,KNNImptuer__SimpleImputer_mode,ClusterCentroids,Test-Kappa,94.16
NaiveBayes,KNNImptuer__SimpleImputer_mode,ClusterCentroids,Test-Kappa,86.71
KNN,KNNImptuer__SimpleImputer_mode,ClusterCentroids,Test-Kappa,93.41
SVM,KNNImptuer__SimpleImputer_mode,ClusterCentroids,Test-Kappa,95.36
LogisticRegression,SimpleImputer_mean__SimpleImputer_mode,SMOTE,Test-TP,1699.0
DecisionTree,SimpleImputer_mean__SimpleImputer_mode,SMOTE,Test-TP,1707.0
NaiveBayes,SimpleImputer_mean__SimpleImputer_mode,SMOTE,Test-TP,1601.0
KNN,SimpleImputer_mean__SimpleImputer_mode,SMOTE,Test-TP,1710.0
SVM,SimpleImputer_mean__SimpleImputer_mode,SMOTE,Test-TP,1715.0
LogisticRegression,SimpleImputer_mean__SimpleImputer_mode,ADASYN,Test-TP,1699.0
DecisionTree,SimpleImputer_mean__SimpleImputer_mode,ADASYN,Test-TP,1711.0
NaiveBayes,SimpleImputer_mean__SimpleImputer_mode,ADASYN,Test-TP,1601.0
KNN,SimpleImputer_mean__SimpleImputer_mode,ADASYN,Test-TP,1710.0
SVM,SimpleImputer_mean__SimpleImputer_mode,ADASYN,Test-TP,1715.0
LogisticRegression,SimpleImputer_mean__SimpleImputer_mode,OriginalData,Test-TP,1699.0
DecisionTree,SimpleImputer_mean__SimpleImputer_mode,OriginalData,Test-TP,1707.0
NaiveBayes,SimpleImputer_mean__SimpleImputer_mode,OriginalData,Test-TP,1601.0
KNN,SimpleImputer_mean__SimpleImputer_mode,OriginalData,Test-TP,1710.0
SVM,SimpleImputer_mean__SimpleImputer_mode,OriginalData,Test-TP,1715.0
LogisticRegression,SimpleImputer_mean__SimpleImputer_mode,ClusterCentroids,Test-TP,1680.0
DecisionTree,SimpleImputer_mean__SimpleImputer_mode,ClusterCentroids,Test-TP,1689.0
NaiveBayes,SimpleImputer_mean__SimpleImputer_mode,ClusterCentroids,Test-TP,1591.0
KNN,SimpleImputer_mean__SimpleImputer_mode,ClusterCentroids,Test-TP,1695.0
SVM,SimpleImputer_mean__SimpleImputer_mode,ClusterCentroids,Test-TP,1701.0
LogisticRegression,KNNImptuer__SimpleImputer_mode,SMOTE,Test-TP,1712.0
DecisionTree,KNNImptuer__SimpleImputer_mode,SMOTE,Test-TP,1706.0
NaiveBayes,KNNImptuer__SimpleImputer_mode,SMOTE,Test-TP,1603.0
KNN,KNNImptuer__SimpleImputer_mode,SMOTE,Test-TP,1724.0
SVM,KNNImptuer__SimpleImputer_mode,SMOTE,Test-TP,1730.0
LogisticRegression,KNNImptuer__SimpleImputer_mode,ADASYN,Test-TP,1712.0
DecisionTree,KNNImptuer__SimpleImputer_mode,ADASYN,Test-TP,1713.0
NaiveBayes,KNNImptuer__SimpleImputer_mode,ADASYN,Test-TP,1603.0
KNN,KNNImptuer__SimpleImputer_mode,ADASYN,Test-TP,1724.0
SVM,KNNImptuer__SimpleImputer_mode,ADASYN,Test-TP,1730.0
LogisticRegression,KNNImptuer__SimpleImputer_mode,OriginalData,Test-TP,1712.0
DecisionTree,KNNImptuer__SimpleImputer_mode,OriginalData,Test-TP,1708.0
NaiveBayes,KNNImptuer__SimpleImputer_mode,OriginalData,Test-TP,1603.0
KNN,KNNImptuer__SimpleImputer_mode,OriginalData,Test-TP,1724.0
SVM,KNNImptuer__SimpleImputer_mode,OriginalData,Test-TP,1730.0
LogisticRegression,KNNImptuer__SimpleImputer_mode,ClusterCentroids,Test-TP,1691.0
DecisionTree,KNNImptuer__SimpleImputer_mode,ClusterCentroids,Test-TP,1690.0
NaiveBayes,KNNImptuer__SimpleImputer_mode,ClusterCentroids,Test-TP,1585.0
KNN,KNNImptuer__SimpleImputer_mode,ClusterCentroids,Test-TP,1705.0
SVM,KNNImptuer__SimpleImputer_mode,ClusterCentroids,Test-TP,1709.0
LogisticRegression,SimpleImputer_mean__SimpleImputer_mode,SMOTE,Test-FP,40.0
DecisionTree,SimpleImputer_mean__SimpleImputer_mode,SMOTE,Test-FP,50.0
NaiveBayes,SimpleImputer_mean__SimpleImputer_mode,SMOTE,Test-FP,62.0
KNN,SimpleImputer_mean__SimpleImputer_mode,SMOTE,Test-FP,75.0
SVM,SimpleImputer_mean__SimpleImputer_mode,SMOTE,Test-FP,63.0
LogisticRegression,SimpleImputer_mean__SimpleImputer_mode,ADASYN,Test-FP,40.0
DecisionTree,SimpleImputer_mean__SimpleImputer_mode,ADASYN,Test-FP,47.0
NaiveBayes,SimpleImputer_mean__SimpleImputer_mode,ADASYN,Test-FP,62.0
KNN,SimpleImputer_mean__SimpleImputer_mode,ADASYN,Test-FP,75.0
SVM,SimpleImputer_mean__SimpleImputer_mode,ADASYN,Test-FP,63.0
LogisticRegression,SimpleImputer_mean__SimpleImputer_mode,OriginalData,Test-FP,40.0
