Algorithm,Imputer,Imbalance,Metric,Score
DecisionTree,SimpleImputer_mean__SimpleImputer_mode,CondensedNearestNeighbour,Train-F-1,100.0
NaiveBayes,SimpleImputer_mean__SimpleImputer_mode,CondensedNearestNeighbour,Train-F-1,93.81
KNN,SimpleImputer_mean__SimpleImputer_mode,CondensedNearestNeighbour,Train-F-1,98.32
SVM,SimpleImputer_mean__SimpleImputer_mode,CondensedNearestNeighbour,Train-F-1,98.7
LogisticRegression,SimpleImputer_mean__SimpleImputer_mode,EditedNearestNeighbours,Train-F-1,97.49
DecisionTree,SimpleImputer_mean__SimpleImputer_mode,EditedNearestNeighbours,Train-F-1,100.0
NaiveBayes,SimpleImputer_mean__SimpleImputer_mode,EditedNearestNeighbours,Train-F-1,93.3
KNN,SimpleImputer_mean__SimpleImputer_mode,EditedNearestNeighbours,Train-F-1,97.76
SVM,SimpleImputer_mean__SimpleImputer_mode,EditedNearestNeighbours,Train-F-1,98.3
LogisticRegression,SimpleImputer_mean__SimpleImputer_mode,InstanceHardnessThreshold,Train-F-1,99.9
DecisionTree,SimpleImputer_mean__SimpleImputer_mode,InstanceHardnessThreshold,Train-F-1,100.0
NaiveBayes,SimpleImputer_mean__SimpleImputer_mode,InstanceHardnessThreshold,Train-F-1,99.87
KNN,SimpleImputer_mean__SimpleImputer_mode,InstanceHardnessThreshold,Train-F-1,99.55
SVM,SimpleImputer_mean__SimpleImputer_mode,InstanceHardnessThreshold,Train-F-1,99.92
LogisticRegression,SimpleImputer_mean__SimpleImputer_mode,RandomUnderSampler,Train-F-1,99.93
DecisionTree,SimpleImputer_mean__SimpleImputer_mode,RandomUnderSampler,Train-F-1,100.0
NaiveBayes,SimpleImputer_mean__SimpleImputer_mode,RandomUnderSampler,Train-F-1,99.87
KNN,SimpleImputer_mean__SimpleImputer_mode,RandomUnderSampler,Train-F-1,99.56
SVM,SimpleImputer_mean__SimpleImputer_mode,RandomUnderSampler,Train-F-1,99.92
LogisticRegression,KNNImptuer__SimpleImputer_mode,MWMOTE,Train-F-1,97.66
DecisionTree,KNNImptuer__SimpleImputer_mode,MWMOTE,Train-F-1,100.0
NaiveBayes,KNNImptuer__SimpleImputer_mode,MWMOTE,Train-F-1,93.51
KNN,KNNImptuer__SimpleImputer_mode,MWMOTE,Train-F-1,98.24
SVM,KNNImptuer__SimpleImputer_mode,MWMOTE,Train-F-1,98.42
LogisticRegression,KNNImptuer__SimpleImputer_mode,SMOTE,Train-F-1,97.66
DecisionTree,KNNImptuer__SimpleImputer_mode,SMOTE,Train-F-1,100.0
NaiveBayes,KNNImptuer__SimpleImputer_mode,SMOTE,Train-F-1,93.51
KNN,KNNImptuer__SimpleImputer_mode,SMOTE,Train-F-1,98.24
SVM,KNNImptuer__SimpleImputer_mode,SMOTE,Train-F-1,98.42
LogisticRegression,KNNImptuer__SimpleImputer_mode,ADASYN,Train-F-1,97.66
DecisionTree,KNNImptuer__SimpleImputer_mode,ADASYN,Train-F-1,100.0
NaiveBayes,KNNImptuer__SimpleImputer_mode,ADASYN,Train-F-1,93.51
KNN,KNNImptuer__SimpleImputer_mode,ADASYN,Train-F-1,98.24
SVM,KNNImptuer__SimpleImputer_mode,ADASYN,Train-F-1,98.42
LogisticRegression,KNNImptuer__SimpleImputer_mode,BorderlineSMOTE,Train-F-1,97.66
DecisionTree,KNNImptuer__SimpleImputer_mode,BorderlineSMOTE,Train-F-1,100.0
NaiveBayes,KNNImptuer__SimpleImputer_mode,BorderlineSMOTE,Train-F-1,93.51
KNN,KNNImptuer__SimpleImputer_mode,BorderlineSMOTE,Train-F-1,98.24
SVM,KNNImptuer__SimpleImputer_mode,BorderlineSMOTE,Train-F-1,98.42
LogisticRegression,KNNImptuer__SimpleImputer_mode,KMeansSMOTE,Train-F-1,97.66
DecisionTree,KNNImptuer__SimpleImputer_mode,KMeansSMOTE,Train-F-1,100.0
NaiveBayes,KNNImptuer__SimpleImputer_mode,KMeansSMOTE,Train-F-1,93.51
KNN,KNNImptuer__SimpleImputer_mode,KMeansSMOTE,Train-F-1,98.24
SVM,KNNImptuer__SimpleImputer_mode,KMeansSMOTE,Train-F-1,98.42
LogisticRegression,KNNImptuer__SimpleImputer_mode,RandomOverSampler,Train-F-1,97.66
DecisionTree,KNNImptuer__SimpleImputer_mode,RandomOverSampler,Train-F-1,100.0
NaiveBayes,KNNImptuer__SimpleImputer_mode,RandomOverSampler,Train-F-1,93.51
KNN,KNNImptuer__SimpleImputer_mode,RandomOverSampler,Train-F-1,98.24
SVM,KNNImptuer__SimpleImputer_mode,RandomOverSampler,Train-F-1,98.42
LogisticRegression,KNNImptuer__SimpleImputer_mode,SVMSMOTE,Train-F-1,97.66
DecisionTree,KNNImptuer__SimpleImputer_mode,SVMSMOTE,Train-F-1,100.0
NaiveBayes,KNNImptuer__SimpleImputer_mode,SVMSMOTE,Train-F-1,93.51
KNN,KNNImptuer__SimpleImputer_mode,SVMSMOTE,Train-F-1,98.24
SVM,KNNImptuer__SimpleImputer_mode,SVMSMOTE,Train-F-1,98.42
LogisticRegression,KNNImptuer__SimpleImputer_mode,ClusterCentroids,Train-F-1,97.8
DecisionTree,KNNImptuer__SimpleImputer_mode,ClusterCentroids,Train-F-1,100.0
NaiveBayes,KNNImptuer__SimpleImputer_mode,ClusterCentroids,Train-F-1,93.69
KNN,KNNImptuer__SimpleImputer_mode,ClusterCentroids,Train-F-1,98.31
SVM,KNNImptuer__SimpleImputer_mode,ClusterCentroids,Train-F-1,98.36
LogisticRegression,KNNImptuer__SimpleImputer_mode,OriginalData,Train-F-1,97.8
DecisionTree,KNNImptuer__SimpleImputer_mode,OriginalData,Train-F-1,100.0
NaiveBayes,KNNImptuer__SimpleImputer_mode,OriginalData,Train-F-1,93.69
KNN,KNNImptuer__SimpleImputer_mode,OriginalData,Train-F-1,98.31
SVM,KNNImptuer__SimpleImputer_mode,OriginalData,Train-F-1,98.36
LogisticRegression,KNNImptuer__SimpleImputer_mode,AllKNN,Train-F-1,97.65
DecisionTree,KNNImptuer__SimpleImputer_mode,AllKNN,Train-F-1,100.0
NaiveBayes,KNNImptuer__SimpleImputer_mode,AllKNN,Train-F-1,93.4
KNN,KNNImptuer__SimpleImputer_mode,AllKNN,Train-F-1,98.12
SVM,KNNImptuer__SimpleImputer_mode,AllKNN,Train-F-1,98.21
LogisticRegression,KNNImptuer__SimpleImputer_mode,CondensedNearestNeighbour,Train-F-1,98.27
DecisionTree,KNNImptuer__SimpleImputer_mode,CondensedNearestNeighbour,Train-F-1,100.0
NaiveBayes,KNNImptuer__SimpleImputer_mode,CondensedNearestNeighbour,Train-F-1,94.24
KNN,KNNImptuer__SimpleImputer_mode,CondensedNearestNeighbour,Train-F-1,98.45
SVM,KNNImptuer__SimpleImputer_mode,CondensedNearestNeighbour,Train-F-1,98.69
LogisticRegression,KNNImptuer__SimpleImputer_mode,EditedNearestNeighbours,Train-F-1,97.9
DecisionTree,KNNImptuer__SimpleImputer_mode,EditedNearestNeighbours,Train-F-1,100.0
NaiveBayes,KNNImptuer__SimpleImputer_mode,EditedNearestNeighbours,Train-F-1,94.58
KNN,KNNImptuer__SimpleImputer_mode,EditedNearestNeighbours,Train-F-1,98.07
SVM,KNNImptuer__SimpleImputer_mode,EditedNearestNeighbours,Train-F-1,98.48
LogisticRegression,KNNImptuer__SimpleImputer_mode,InstanceHardnessThreshold,Train-F-1,99.7
DecisionTree,KNNImptuer__SimpleImputer_mode,InstanceHardnessThreshold,Train-F-1,100.0
NaiveBayes,KNNImptuer__SimpleImputer_mode,InstanceHardnessThreshold,Train-F-1,98.12
KNN,KNNImptuer__SimpleImputer_mode,InstanceHardnessThreshold,Train-F-1,99.35
SVM,KNNImptuer__SimpleImputer_mode,InstanceHardnessThreshold,Train-F-1,99.66
LogisticRegression,KNNImptuer__SimpleImputer_mode,RandomUnderSampler,Train-F-1,99.61
DecisionTree,KNNImptuer__SimpleImputer_mode,RandomUnderSampler,Train-F-1,100.0
NaiveBayes,KNNImptuer__SimpleImputer_mode,RandomUnderSampler,Train-F-1,98.51
KNN,KNNImptuer__SimpleImputer_mode,RandomUnderSampler,Train-F-1,99.27
SVM,KNNImptuer__SimpleImputer_mode,RandomUnderSampler,Train-F-1,99.72
LogisticRegression,SimpleImputer_mean__SimpleImputer_mode,MWMOTE,Train-Accuracy,97.6
DecisionTree,SimpleImputer_mean__SimpleImputer_mode,MWMOTE,Train-Accuracy,100.0
NaiveBayes,SimpleImputer_mean__SimpleImputer_mode,MWMOTE,Train-Accuracy,93.53
KNN,SimpleImputer_mean__SimpleImputer_mode,MWMOTE,Train-Accuracy,98.32
SVM,SimpleImputer_mean__SimpleImputer_mode,MWMOTE,Train-Accuracy,98.45
LogisticRegression,SimpleImputer_mean__SimpleImputer_mode,SMOTE,Train-Accuracy,97.6
DecisionTree,SimpleImputer_mean__SimpleImputer_mode,SMOTE,Train-Accuracy,100.0
NaiveBayes,SimpleImputer_mean__SimpleImputer_mode,SMOTE,Train-Accuracy,93.53
KNN,SimpleImputer_mean__SimpleImputer_mode,SMOTE,Train-Accuracy,98.32
SVM,SimpleImputer_mean__SimpleImputer_mode,SMOTE,Train-Accuracy,98.45
LogisticRegression,SimpleImputer_mean__SimpleImputer_mode,ADASYN,Train-Accuracy,97.6
DecisionTree,SimpleImputer_mean__SimpleImputer_mode,ADASYN,Train-Accuracy,100.0
NaiveBayes,SimpleImputer_mean__SimpleImputer_mode,ADASYN,Train-Accuracy,93.53
KNN,SimpleImputer_mean__SimpleImputer_mode,ADASYN,Train-Accuracy,98.32
SVM,SimpleImputer_mean__SimpleImputer_mode,ADASYN,Train-Accuracy,98.45
LogisticRegression,SimpleImputer_mean__SimpleImputer_mode,BorderlineSMOTE,Train-Accuracy,97.6
DecisionTree,SimpleImputer_mean__SimpleImputer_mode,BorderlineSMOTE,Train-Accuracy,100.0
NaiveBayes,SimpleImputer_mean__SimpleImputer_mode,BorderlineSMOTE,Train-Accuracy,93.53
KNN,SimpleImputer_mean__SimpleImputer_mode,BorderlineSMOTE,Train-Accuracy,98.32
SVM,SimpleImputer_mean__SimpleImputer_mode,BorderlineSMOTE,Train-Accuracy,98.45
LogisticRegression,SimpleImputer_mean__SimpleImputer_mode,KMeansSMOTE,Train-Accuracy,97.6
DecisionTree,SimpleImputer_mean__SimpleImputer_mode,KMeansSMOTE,Train-Accuracy,100.0
NaiveBayes,SimpleImputer_mean__SimpleImputer_mode,KMeansSMOTE,Train-Accuracy,93.53
KNN,SimpleImputer_mean__SimpleImputer_mode,KMeansSMOTE,Train-Accuracy,98.32
SVM,SimpleImputer_mean__SimpleImputer_mode,KMeansSMOTE,Train-Accuracy,98.45
LogisticRegression,SimpleImputer_mean__SimpleImputer_mode,RandomOverSampler,Train-Accuracy,97.6
DecisionTree,SimpleImputer_mean__SimpleImputer_mode,RandomOverSampler,Train-Accuracy,100.0
NaiveBayes,SimpleImputer_mean__SimpleImputer_mode,RandomOverSampler,Train-Accuracy,93.53
KNN,SimpleImputer_mean__SimpleImputer_mode,RandomOverSampler,Train-Accuracy,98.32
SVM,SimpleImputer_mean__SimpleImputer_mode,RandomOverSampler,Train-Accuracy,98.45
LogisticRegression,SimpleImputer_mean__SimpleImputer_mode,SVMSMOTE,Train-Accuracy,97.6
DecisionTree,SimpleImputer_mean__SimpleImputer_mode,SVMSMOTE,Train-Accuracy,100.0
NaiveBayes,SimpleImputer_mean__SimpleImputer_mode,SVMSMOTE,Train-Accuracy,93.53
KNN,SimpleImputer_mean__SimpleImputer_mode,SVMSMOTE,Train-Accuracy,98.32
SVM,SimpleImputer_mean__SimpleImputer_mode,SVMSMOTE,Train-Accuracy,98.45
LogisticRegression,SimpleImputer_mean__SimpleImputer_mode,ClusterCentroids,Train-Accuracy,97.74
DecisionTree,SimpleImputer_mean__SimpleImputer_mode,ClusterCentroids,Train-Accuracy,100.0
NaiveBayes,SimpleImputer_mean__SimpleImputer_mode,ClusterCentroids,Train-Accuracy,93.63
KNN,SimpleImputer_mean__SimpleImputer_mode,ClusterCentroids,Train-Accuracy,98.06
SVM,SimpleImputer_mean__SimpleImputer_mode,ClusterCentroids,Train-Accuracy,98.47
LogisticRegression,SimpleImputer_mean__SimpleImputer_mode,OriginalData,Train-Accuracy,97.74
DecisionTree,SimpleImputer_mean__SimpleImputer_mode,OriginalData,Train-Accuracy,100.0
NaiveBayes,SimpleImputer_mean__SimpleImputer_mode,OriginalData,Train-Accuracy,93.63
KNN,SimpleImputer_mean__SimpleImputer_mode,OriginalData,Train-Accuracy,98.06
SVM,SimpleImputer_mean__SimpleImputer_mode,OriginalData,Train-Accuracy,98.47
LogisticRegression,SimpleImputer_mean__SimpleImputer_mode,AllKNN,Train-Accuracy,97.66
DecisionTree,SimpleImputer_mean__SimpleImputer_mode,AllKNN,Train-Accuracy,100.0
NaiveBayes,SimpleImputer_mean__SimpleImputer_mode,AllKNN,Train-Accuracy,93.76
KNN,SimpleImputer_mean__SimpleImputer_mode,AllKNN,Train-Accuracy,98.24
SVM,SimpleImputer_mean__SimpleImputer_mode,AllKNN,Train-Accuracy,98.48
LogisticRegression,SimpleImputer_mean__SimpleImputer_mode,CondensedNearestNeighbour,Train-Accuracy,97.68
DecisionTree,SimpleImputer_mean__SimpleImputer_mode,CondensedNearestNeighbour,Train-Accuracy,100.0
NaiveBayes,SimpleImputer_mean__SimpleImputer_mode,CondensedNearestNeighbour,Train-Accuracy,92.74
KNN,SimpleImputer_mean__SimpleImputer_mode,CondensedNearestNeighbour,Train-Accuracy,97.93
SVM,SimpleImputer_mean__SimpleImputer_mode,CondensedNearestNeighbour,Train-Accuracy,98.39
LogisticRegression,SimpleImputer_mean__SimpleImputer_mode,EditedNearestNeighbours,Train-Accuracy,97.73
DecisionTree,SimpleImputer_mean__SimpleImputer_mode,EditedNearestNeighbours,Train-Accuracy,100.0
NaiveBayes,SimpleImputer_mean__SimpleImputer_mode,EditedNearestNeighbours,Train-Accuracy,94.14
KNN,SimpleImputer_mean__SimpleImputer_mode,EditedNearestNeighbours,Train-Accuracy,97.95
SVM,SimpleImputer_mean__SimpleImputer_mode,EditedNearestNeighbours,Train-Accuracy,98.46
LogisticRegression,SimpleImputer_mean__SimpleImputer_mode,InstanceHardnessThreshold,Train-Accuracy,99.9
DecisionTree,SimpleImputer_mean__SimpleImputer_mode,InstanceHardnessThreshold,Train-Accuracy,100.0
NaiveBayes,SimpleImputer_mean__SimpleImputer_mode,InstanceHardnessThreshold,Train-Accuracy,99.87
KNN,SimpleImputer_mean__SimpleImputer_mode,InstanceHardnessThreshold,Train-Accuracy,99.56
SVM,SimpleImputer_mean__SimpleImputer_mode,InstanceHardnessThreshold,Train-Accuracy,99.92
LogisticRegression,SimpleImputer_mean__SimpleImputer_mode,RandomUnderSampler,Train-Accuracy,99.93
DecisionTree,SimpleImputer_mean__SimpleImputer_mode,RandomUnderSampler,Train-Accuracy,100.0
NaiveBayes,SimpleImputer_mean__SimpleImputer_mode,RandomUnderSampler,Train-Accuracy,99.87
KNN,SimpleImputer_mean__SimpleImputer_mode,RandomUnderSampler,Train-Accuracy,99.56
SVM,SimpleImputer_mean__SimpleImputer_mode,RandomUnderSampler,Train-Accuracy,99.92
LogisticRegression,KNNImptuer__SimpleImputer_mode,MWMOTE,Train-Accuracy,97.67
DecisionTree,KNNImptuer__SimpleImputer_mode,MWMOTE,Train-Accuracy,100.0
NaiveBayes,KNNImptuer__SimpleImputer_mode,MWMOTE,Train-Accuracy,93.71
KNN,KNNImptuer__SimpleImputer_mode,MWMOTE,Train-Accuracy,98.23
SVM,KNNImptuer__SimpleImputer_mode,MWMOTE,Train-Accuracy,98.42
LogisticRegression,KNNImptuer__SimpleImputer_mode,SMOTE,Train-Accuracy,97.67
DecisionTree,KNNImptuer__SimpleImputer_mode,SMOTE,Train-Accuracy,100.0
NaiveBayes,KNNImptuer__SimpleImputer_mode,SMOTE,Train-Accuracy,93.71
KNN,KNNImptuer__SimpleImputer_mode,SMOTE,Train-Accuracy,98.23
SVM,KNNImptuer__SimpleImputer_mode,SMOTE,Train-Accuracy,98.42
LogisticRegression,KNNImptuer__SimpleImputer_mode,ADASYN,Train-Accuracy,97.67
DecisionTree,KNNImptuer__SimpleImputer_mode,ADASYN,Train-Accuracy,100.0
NaiveBayes,KNNImptuer__SimpleImputer_mode,ADASYN,Train-Accuracy,93.71
KNN,KNNImptuer__SimpleImputer_mode,ADASYN,Train-Accuracy,98.23
SVM,KNNImptuer__SimpleImputer_mode,ADASYN,Train-Accuracy,98.42
LogisticRegression,KNNImptuer__SimpleImputer_mode,BorderlineSMOTE,Train-Accuracy,97.67
DecisionTree,KNNImptuer__SimpleImputer_mode,BorderlineSMOTE,Train-Accuracy,100.0
NaiveBayes,KNNImptuer__SimpleImputer_mode,BorderlineSMOTE,Train-Accuracy,93.71
KNN,KNNImptuer__SimpleImputer_mode,BorderlineSMOTE,Train-Accuracy,98.23
SVM,KNNImptuer__SimpleImputer_mode,BorderlineSMOTE,Train-Accuracy,98.42
LogisticRegression,KNNImptuer__SimpleImputer_mode,KMeansSMOTE,Train-Accuracy,97.67
DecisionTree,KNNImptuer__SimpleImputer_mode,KMeansSMOTE,Train-Accuracy,100.0
NaiveBayes,KNNImptuer__SimpleImputer_mode,KMeansSMOTE,Train-Accuracy,93.71
KNN,KNNImptuer__SimpleImputer_mode,KMeansSMOTE,Train-Accuracy,98.23
SVM,KNNImptuer__SimpleImputer_mode,KMeansSMOTE,Train-Accuracy,98.42
LogisticRegression,KNNImptuer__SimpleImputer_mode,RandomOverSampler,Train-Accuracy,97.67
DecisionTree,KNNImptuer__SimpleImputer_mode,RandomOverSampler,Train-Accuracy,100.0
NaiveBayes,KNNImptuer__SimpleImputer_mode,RandomOverSampler,Train-Accuracy,93.71
KNN,KNNImptuer__SimpleImputer_mode,RandomOverSampler,Train-Accuracy,98.23
SVM,KNNImptuer__SimpleImputer_mode,RandomOverSampler,Train-Accuracy,98.42
LogisticRegression,KNNImptuer__SimpleImputer_mode,SVMSMOTE,Train-Accuracy,97.67
DecisionTree,KNNImptuer__SimpleImputer_mode,SVMSMOTE,Train-Accuracy,100.0
NaiveBayes,KNNImptuer__SimpleImputer_mode,SVMSMOTE,Train-Accuracy,93.71
KNN,KNNImptuer__SimpleImputer_mode,SVMSMOTE,Train-Accuracy,98.23
SVM,KNNImptuer__SimpleImputer_mode,SVMSMOTE,Train-Accuracy,98.42
LogisticRegression,KNNImptuer__SimpleImputer_mode,ClusterCentroids,Train-Accuracy,97.81
DecisionTree,KNNImptuer__SimpleImputer_mode,ClusterCentroids,Train-Accuracy,100.0
NaiveBayes,KNNImptuer__SimpleImputer_mode,ClusterCentroids,Train-Accuracy,93.86
KNN,KNNImptuer__SimpleImputer_mode,ClusterCentroids,Train-Accuracy,98.3
SVM,KNNImptuer__SimpleImputer_mode,ClusterCentroids,Train-Accuracy,98.36
LogisticRegression,KNNImptuer__SimpleImputer_mode,OriginalData,Train-Accuracy,97.81
DecisionTree,KNNImptuer__SimpleImputer_mode,OriginalData,Train-Accuracy,100.0
NaiveBayes,KNNImptuer__SimpleImputer_mode,OriginalData,Train-Accuracy,93.86
KNN,KNNImptuer__SimpleImputer_mode,OriginalData,Train-Accuracy,98.3
SVM,KNNImptuer__SimpleImputer_mode,OriginalData,Train-Accuracy,98.36
LogisticRegression,KNNImptuer__SimpleImputer_mode,AllKNN,Train-Accuracy,97.87
DecisionTree,KNNImptuer__SimpleImputer_mode,AllKNN,Train-Accuracy,100.0
NaiveBayes,KNNImptuer__SimpleImputer_mode,AllKNN,Train-Accuracy,94.15
KNN,KNNImptuer__SimpleImputer_mode,AllKNN,Train-Accuracy,98.28
SVM,KNNImptuer__SimpleImputer_mode,AllKNN,Train-Accuracy,98.37
LogisticRegression,KNNImptuer__SimpleImputer_mode,CondensedNearestNeighbour,Train-Accuracy,97.89
DecisionTree,KNNImptuer__SimpleImputer_mode,CondensedNearestNeighbour,Train-Accuracy,100.0
NaiveBayes,KNNImptuer__SimpleImputer_mode,CondensedNearestNeighbour,Train-Accuracy,93.25
KNN,KNNImptuer__SimpleImputer_mode,CondensedNearestNeighbour,Train-Accuracy,98.09
SVM,KNNImptuer__SimpleImputer_mode,CondensedNearestNeighbour,Train-Accuracy,98.39
LogisticRegression,KNNImptuer__SimpleImputer_mode,EditedNearestNeighbours,Train-Accuracy,98.0
DecisionTree,KNNImptuer__SimpleImputer_mode,EditedNearestNeighbours,Train-Accuracy,100.0
NaiveBayes,KNNImptuer__SimpleImputer_mode,EditedNearestNeighbours,Train-Accuracy,95.03
KNN,KNNImptuer__SimpleImputer_mode,EditedNearestNeighbours,Train-Accuracy,98.15
SVM,KNNImptuer__SimpleImputer_mode,EditedNearestNeighbours,Train-Accuracy,98.55
LogisticRegression,KNNImptuer__SimpleImputer_mode,InstanceHardnessThreshold,Train-Accuracy,99.7
DecisionTree,KNNImptuer__SimpleImputer_mode,InstanceHardnessThreshold,Train-Accuracy,100.0
NaiveBayes,KNNImptuer__SimpleImputer_mode,InstanceHardnessThreshold,Train-Accuracy,98.15
KNN,KNNImptuer__SimpleImputer_mode,InstanceHardnessThreshold,Train-Accuracy,99.35
SVM,KNNImptuer__SimpleImputer_mode,InstanceHardnessThreshold,Train-Accuracy,99.66
LogisticRegression,KNNImptuer__SimpleImputer_mode,RandomUnderSampler,Train-Accuracy,99.61
DecisionTree,KNNImptuer__SimpleImputer_mode,RandomUnderSampler,Train-Accuracy,100.0
NaiveBayes,KNNImptuer__SimpleImputer_mode,RandomUnderSampler,Train-Accuracy,98.52
KNN,KNNImptuer__SimpleImputer_mode,RandomUnderSampler,Train-Accuracy,99.27
SVM,KNNImptuer__SimpleImputer_mode,RandomUnderSampler,Train-Accuracy,99.72
LogisticRegression,SimpleImputer_mean__SimpleImputer_mode,MWMOTE,Train-Kappa,95.2
DecisionTree,SimpleImputer_mean__SimpleImputer_mode,MWMOTE,Train-Kappa,100.0
NaiveBayes,SimpleImputer_mean__SimpleImputer_mode,MWMOTE,Train-Kappa,87.05
KNN,SimpleImputer_mean__SimpleImputer_mode,MWMOTE,Train-Kappa,96.63
SVM,SimpleImputer_mean__SimpleImputer_mode,MWMOTE,Train-Kappa,96.91
LogisticRegression,SimpleImputer_mean__SimpleImputer_mode,SMOTE,Train-Kappa,95.2
DecisionTree,SimpleImputer_mean__SimpleImputer_mode,SMOTE,Train-Kappa,100.0
NaiveBayes,SimpleImputer_mean__SimpleImputer_mode,SMOTE,Train-Kappa,87.05
KNN,SimpleImputer_mean__SimpleImputer_mode,SMOTE,Train-Kappa,96.63
SVM,SimpleImputer_mean__SimpleImputer_mode,SMOTE,Train-Kappa,96.91
LogisticRegression,SimpleImputer_mean__SimpleImputer_mode,ADASYN,Train-Kappa,95.2
DecisionTree,SimpleImputer_mean__SimpleImputer_mode,ADASYN,Train-Kappa,100.0
