Algorithm,Imputer,Imbalance,Metric,Score
DecisionTree,KNNImptuer__SimpleImputer_mode,KMeansSMOTE,Train-FP,0.0
NaiveBayes,KNNImptuer__SimpleImputer_mode,KMeansSMOTE,Train-FP,225.0
KNN,KNNImptuer__SimpleImputer_mode,KMeansSMOTE,Train-FP,174.0
SVM,KNNImptuer__SimpleImputer_mode,KMeansSMOTE,Train-FP,132.0
LogisticRegression,KNNImptuer__SimpleImputer_mode,RandomOverSampler,Train-FP,137.0
DecisionTree,KNNImptuer__SimpleImputer_mode,RandomOverSampler,Train-FP,0.0
NaiveBayes,KNNImptuer__SimpleImputer_mode,RandomOverSampler,Train-FP,225.0
KNN,KNNImptuer__SimpleImputer_mode,RandomOverSampler,Train-FP,174.0
SVM,KNNImptuer__SimpleImputer_mode,RandomOverSampler,Train-FP,132.0
LogisticRegression,KNNImptuer__SimpleImputer_mode,SVMSMOTE,Train-FP,137.0
DecisionTree,KNNImptuer__SimpleImputer_mode,SVMSMOTE,Train-FP,0.0
NaiveBayes,KNNImptuer__SimpleImputer_mode,SVMSMOTE,Train-FP,225.0
KNN,KNNImptuer__SimpleImputer_mode,SVMSMOTE,Train-FP,174.0
SVM,KNNImptuer__SimpleImputer_mode,SVMSMOTE,Train-FP,132.0
LogisticRegression,KNNImptuer__SimpleImputer_mode,ClusterCentroids,Train-FP,120.0
DecisionTree,KNNImptuer__SimpleImputer_mode,ClusterCentroids,Train-FP,0.0
NaiveBayes,KNNImptuer__SimpleImputer_mode,ClusterCentroids,Train-FP,231.0
KNN,KNNImptuer__SimpleImputer_mode,ClusterCentroids,Train-FP,161.0
SVM,KNNImptuer__SimpleImputer_mode,ClusterCentroids,Train-FP,121.0
LogisticRegression,KNNImptuer__SimpleImputer_mode,OriginalData,Train-FP,120.0
DecisionTree,KNNImptuer__SimpleImputer_mode,OriginalData,Train-FP,0.0
NaiveBayes,KNNImptuer__SimpleImputer_mode,OriginalData,Train-FP,231.0
KNN,KNNImptuer__SimpleImputer_mode,OriginalData,Train-FP,161.0
SVM,KNNImptuer__SimpleImputer_mode,OriginalData,Train-FP,121.0
LogisticRegression,KNNImptuer__SimpleImputer_mode,AllKNN,Train-FP,118.0
DecisionTree,KNNImptuer__SimpleImputer_mode,AllKNN,Train-FP,0.0
NaiveBayes,KNNImptuer__SimpleImputer_mode,AllKNN,Train-FP,225.0
KNN,KNNImptuer__SimpleImputer_mode,AllKNN,Train-FP,145.0
SVM,KNNImptuer__SimpleImputer_mode,AllKNN,Train-FP,95.0
LogisticRegression,KNNImptuer__SimpleImputer_mode,CondensedNearestNeighbour,Train-FP,108.0
DecisionTree,KNNImptuer__SimpleImputer_mode,CondensedNearestNeighbour,Train-FP,0.0
NaiveBayes,KNNImptuer__SimpleImputer_mode,CondensedNearestNeighbour,Train-FP,89.0
KNN,KNNImptuer__SimpleImputer_mode,CondensedNearestNeighbour,Train-FP,145.0
SVM,KNNImptuer__SimpleImputer_mode,CondensedNearestNeighbour,Train-FP,111.0
LogisticRegression,KNNImptuer__SimpleImputer_mode,EditedNearestNeighbours,Train-FP,69.0
DecisionTree,KNNImptuer__SimpleImputer_mode,EditedNearestNeighbours,Train-FP,0.0
NaiveBayes,KNNImptuer__SimpleImputer_mode,EditedNearestNeighbours,Train-FP,50.0
KNN,KNNImptuer__SimpleImputer_mode,EditedNearestNeighbours,Train-FP,84.0
SVM,KNNImptuer__SimpleImputer_mode,EditedNearestNeighbours,Train-FP,57.0
LogisticRegression,KNNImptuer__SimpleImputer_mode,InstanceHardnessThreshold,Train-FP,15.0
DecisionTree,KNNImptuer__SimpleImputer_mode,InstanceHardnessThreshold,Train-FP,0.0
NaiveBayes,KNNImptuer__SimpleImputer_mode,InstanceHardnessThreshold,Train-FP,25.0
KNN,KNNImptuer__SimpleImputer_mode,InstanceHardnessThreshold,Train-FP,20.0
SVM,KNNImptuer__SimpleImputer_mode,InstanceHardnessThreshold,Train-FP,23.0
LogisticRegression,KNNImptuer__SimpleImputer_mode,RandomUnderSampler,Train-FP,20.0
DecisionTree,KNNImptuer__SimpleImputer_mode,RandomUnderSampler,Train-FP,0.0
NaiveBayes,KNNImptuer__SimpleImputer_mode,RandomUnderSampler,Train-FP,36.0
KNN,KNNImptuer__SimpleImputer_mode,RandomUnderSampler,Train-FP,23.0
SVM,KNNImptuer__SimpleImputer_mode,RandomUnderSampler,Train-FP,19.0
LogisticRegression,SimpleImputer_mean__SimpleImputer_mode,MWMOTE,Train-TN,6845.0
DecisionTree,SimpleImputer_mean__SimpleImputer_mode,MWMOTE,Train-TN,6987.0
NaiveBayes,SimpleImputer_mean__SimpleImputer_mode,MWMOTE,Train-TN,6757.0
KNN,SimpleImputer_mean__SimpleImputer_mode,MWMOTE,Train-TN,6835.0
SVM,SimpleImputer_mean__SimpleImputer_mode,MWMOTE,Train-TN,6857.0
LogisticRegression,SimpleImputer_mean__SimpleImputer_mode,SMOTE,Train-TN,6845.0
DecisionTree,SimpleImputer_mean__SimpleImputer_mode,SMOTE,Train-TN,6987.0
NaiveBayes,SimpleImputer_mean__SimpleImputer_mode,SMOTE,Train-TN,6757.0
KNN,SimpleImputer_mean__SimpleImputer_mode,SMOTE,Train-TN,6835.0
SVM,SimpleImputer_mean__SimpleImputer_mode,SMOTE,Train-TN,6857.0
LogisticRegression,SimpleImputer_mean__SimpleImputer_mode,ADASYN,Train-TN,6845.0
DecisionTree,SimpleImputer_mean__SimpleImputer_mode,ADASYN,Train-TN,6987.0
NaiveBayes,SimpleImputer_mean__SimpleImputer_mode,ADASYN,Train-TN,6757.0
KNN,SimpleImputer_mean__SimpleImputer_mode,ADASYN,Train-TN,6835.0
SVM,SimpleImputer_mean__SimpleImputer_mode,ADASYN,Train-TN,6857.0
LogisticRegression,SimpleImputer_mean__SimpleImputer_mode,BorderlineSMOTE,Train-TN,6845.0
DecisionTree,SimpleImputer_mean__SimpleImputer_mode,BorderlineSMOTE,Train-TN,6987.0
NaiveBayes,SimpleImputer_mean__SimpleImputer_mode,BorderlineSMOTE,Train-TN,6757.0
KNN,SimpleImputer_mean__SimpleImputer_mode,BorderlineSMOTE,Train-TN,6835.0
SVM,SimpleImputer_mean__SimpleImputer_mode,BorderlineSMOTE,Train-TN,6857.0
LogisticRegression,SimpleImputer_mean__SimpleImputer_mode,KMeansSMOTE,Train-TN,6845.0
DecisionTree,SimpleImputer_mean__SimpleImputer_mode,KMeansSMOTE,Train-TN,6987.0
NaiveBayes,SimpleImputer_mean__SimpleImputer_mode,KMeansSMOTE,Train-TN,6757.0
KNN,SimpleImputer_mean__SimpleImputer_mode,KMeansSMOTE,Train-TN,6835.0
SVM,SimpleImputer_mean__SimpleImputer_mode,KMeansSMOTE,Train-TN,6857.0
LogisticRegression,SimpleImputer_mean__SimpleImputer_mode,RandomOverSampler,Train-TN,6845.0
DecisionTree,SimpleImputer_mean__SimpleImputer_mode,RandomOverSampler,Train-TN,6987.0
NaiveBayes,SimpleImputer_mean__SimpleImputer_mode,RandomOverSampler,Train-TN,6757.0
KNN,SimpleImputer_mean__SimpleImputer_mode,RandomOverSampler,Train-TN,6835.0
SVM,SimpleImputer_mean__SimpleImputer_mode,RandomOverSampler,Train-TN,6857.0
LogisticRegression,SimpleImputer_mean__SimpleImputer_mode,SVMSMOTE,Train-TN,6845.0
DecisionTree,SimpleImputer_mean__SimpleImputer_mode,SVMSMOTE,Train-TN,6987.0
NaiveBayes,SimpleImputer_mean__SimpleImputer_mode,SVMSMOTE,Train-TN,6757.0
KNN,SimpleImputer_mean__SimpleImputer_mode,SVMSMOTE,Train-TN,6835.0
SVM,SimpleImputer_mean__SimpleImputer_mode,SVMSMOTE,Train-TN,6857.0
LogisticRegression,SimpleImputer_mean__SimpleImputer_mode,ClusterCentroids,Train-TN,6848.0
DecisionTree,SimpleImputer_mean__SimpleImputer_mode,ClusterCentroids,Train-TN,6976.0
NaiveBayes,SimpleImputer_mean__SimpleImputer_mode,ClusterCentroids,Train-TN,6748.0
KNN,SimpleImputer_mean__SimpleImputer_mode,ClusterCentroids,Train-TN,6806.0
SVM,SimpleImputer_mean__SimpleImputer_mode,ClusterCentroids,Train-TN,6864.0
LogisticRegression,SimpleImputer_mean__SimpleImputer_mode,OriginalData,Train-TN,6848.0
DecisionTree,SimpleImputer_mean__SimpleImputer_mode,OriginalData,Train-TN,6976.0
NaiveBayes,SimpleImputer_mean__SimpleImputer_mode,OriginalData,Train-TN,6748.0
KNN,SimpleImputer_mean__SimpleImputer_mode,OriginalData,Train-TN,6806.0
SVM,SimpleImputer_mean__SimpleImputer_mode,OriginalData,Train-TN,6864.0
LogisticRegression,SimpleImputer_mean__SimpleImputer_mode,AllKNN,Train-TN,6845.0
DecisionTree,SimpleImputer_mean__SimpleImputer_mode,AllKNN,Train-TN,6971.0
NaiveBayes,SimpleImputer_mean__SimpleImputer_mode,AllKNN,Train-TN,6750.0
KNN,SimpleImputer_mean__SimpleImputer_mode,AllKNN,Train-TN,6833.0
SVM,SimpleImputer_mean__SimpleImputer_mode,AllKNN,Train-TN,6884.0
LogisticRegression,SimpleImputer_mean__SimpleImputer_mode,CondensedNearestNeighbour,Train-TN,3478.0
DecisionTree,SimpleImputer_mean__SimpleImputer_mode,CondensedNearestNeighbour,Train-TN,3594.0
NaiveBayes,SimpleImputer_mean__SimpleImputer_mode,CondensedNearestNeighbour,Train-TN,3497.0
KNN,SimpleImputer_mean__SimpleImputer_mode,CondensedNearestNeighbour,Train-TN,3449.0
SVM,SimpleImputer_mean__SimpleImputer_mode,CondensedNearestNeighbour,Train-TN,3477.0
LogisticRegression,SimpleImputer_mean__SimpleImputer_mode,EditedNearestNeighbours,Train-TN,3579.0
DecisionTree,SimpleImputer_mean__SimpleImputer_mode,EditedNearestNeighbours,Train-TN,3650.0
NaiveBayes,SimpleImputer_mean__SimpleImputer_mode,EditedNearestNeighbours,Train-TN,3561.0
KNN,SimpleImputer_mean__SimpleImputer_mode,EditedNearestNeighbours,Train-TN,3553.0
SVM,SimpleImputer_mean__SimpleImputer_mode,EditedNearestNeighbours,Train-TN,3598.0
LogisticRegression,SimpleImputer_mean__SimpleImputer_mode,InstanceHardnessThreshold,Train-TN,3138.0
DecisionTree,SimpleImputer_mean__SimpleImputer_mode,InstanceHardnessThreshold,Train-TN,3144.0
NaiveBayes,SimpleImputer_mean__SimpleImputer_mode,InstanceHardnessThreshold,Train-TN,3136.0
KNN,SimpleImputer_mean__SimpleImputer_mode,InstanceHardnessThreshold,Train-TN,3139.0
SVM,SimpleImputer_mean__SimpleImputer_mode,InstanceHardnessThreshold,Train-TN,3139.0
LogisticRegression,SimpleImputer_mean__SimpleImputer_mode,RandomUnderSampler,Train-TN,3039.0
DecisionTree,SimpleImputer_mean__SimpleImputer_mode,RandomUnderSampler,Train-TN,3043.0
NaiveBayes,SimpleImputer_mean__SimpleImputer_mode,RandomUnderSampler,Train-TN,3035.0
KNN,SimpleImputer_mean__SimpleImputer_mode,RandomUnderSampler,Train-TN,3037.0
SVM,SimpleImputer_mean__SimpleImputer_mode,RandomUnderSampler,Train-TN,3038.0
LogisticRegression,KNNImptuer__SimpleImputer_mode,MWMOTE,Train-TN,6850.0
DecisionTree,KNNImptuer__SimpleImputer_mode,MWMOTE,Train-TN,6987.0
NaiveBayes,KNNImptuer__SimpleImputer_mode,MWMOTE,Train-TN,6762.0
KNN,KNNImptuer__SimpleImputer_mode,MWMOTE,Train-TN,6813.0
SVM,KNNImptuer__SimpleImputer_mode,MWMOTE,Train-TN,6855.0
LogisticRegression,KNNImptuer__SimpleImputer_mode,SMOTE,Train-TN,6850.0
DecisionTree,KNNImptuer__SimpleImputer_mode,SMOTE,Train-TN,6987.0
NaiveBayes,KNNImptuer__SimpleImputer_mode,SMOTE,Train-TN,6762.0
KNN,KNNImptuer__SimpleImputer_mode,SMOTE,Train-TN,6813.0
SVM,KNNImptuer__SimpleImputer_mode,SMOTE,Train-TN,6855.0
LogisticRegression,KNNImptuer__SimpleImputer_mode,ADASYN,Train-TN,6850.0
DecisionTree,KNNImptuer__SimpleImputer_mode,ADASYN,Train-TN,6987.0
NaiveBayes,KNNImptuer__SimpleImputer_mode,ADASYN,Train-TN,6762.0
KNN,KNNImptuer__SimpleImputer_mode,ADASYN,Train-TN,6813.0
SVM,KNNImptuer__SimpleImputer_mode,ADASYN,Train-TN,6855.0
LogisticRegression,KNNImptuer__SimpleImputer_mode,BorderlineSMOTE,Train-TN,6850.0
DecisionTree,KNNImptuer__SimpleImputer_mode,BorderlineSMOTE,Train-TN,6987.0
NaiveBayes,KNNImptuer__SimpleImputer_mode,BorderlineSMOTE,Train-TN,6762.0
KNN,KNNImptuer__SimpleImputer_mode,BorderlineSMOTE,Train-TN,6813.0
SVM,KNNImptuer__SimpleImputer_mode,BorderlineSMOTE,Train-TN,6855.0
LogisticRegression,KNNImptuer__SimpleImputer_mode,KMeansSMOTE,Train-TN,6850.0
DecisionTree,KNNImptuer__SimpleImputer_mode,KMeansSMOTE,Train-TN,6987.0
NaiveBayes,KNNImptuer__SimpleImputer_mode,KMeansSMOTE,Train-TN,6762.0
KNN,KNNImptuer__SimpleImputer_mode,KMeansSMOTE,Train-TN,6813.0
SVM,KNNImptuer__SimpleImputer_mode,KMeansSMOTE,Train-TN,6855.0
LogisticRegression,KNNImptuer__SimpleImputer_mode,RandomOverSampler,Train-TN,6850.0
DecisionTree,KNNImptuer__SimpleImputer_mode,RandomOverSampler,Train-TN,6987.0
NaiveBayes,KNNImptuer__SimpleImputer_mode,RandomOverSampler,Train-TN,6762.0
KNN,KNNImptuer__SimpleImputer_mode,RandomOverSampler,Train-TN,6813.0
SVM,KNNImptuer__SimpleImputer_mode,RandomOverSampler,Train-TN,6855.0
LogisticRegression,KNNImptuer__SimpleImputer_mode,SVMSMOTE,Train-TN,6850.0
DecisionTree,KNNImptuer__SimpleImputer_mode,SVMSMOTE,Train-TN,6987.0
NaiveBayes,KNNImptuer__SimpleImputer_mode,SVMSMOTE,Train-TN,6762.0
KNN,KNNImptuer__SimpleImputer_mode,SVMSMOTE,Train-TN,6813.0
SVM,KNNImptuer__SimpleImputer_mode,SVMSMOTE,Train-TN,6855.0
LogisticRegression,KNNImptuer__SimpleImputer_mode,ClusterCentroids,Train-TN,6856.0
DecisionTree,KNNImptuer__SimpleImputer_mode,ClusterCentroids,Train-TN,6976.0
NaiveBayes,KNNImptuer__SimpleImputer_mode,ClusterCentroids,Train-TN,6745.0
KNN,KNNImptuer__SimpleImputer_mode,ClusterCentroids,Train-TN,6815.0
SVM,KNNImptuer__SimpleImputer_mode,ClusterCentroids,Train-TN,6855.0
LogisticRegression,KNNImptuer__SimpleImputer_mode,OriginalData,Train-TN,6856.0
DecisionTree,KNNImptuer__SimpleImputer_mode,OriginalData,Train-TN,6976.0
NaiveBayes,KNNImptuer__SimpleImputer_mode,OriginalData,Train-TN,6745.0
KNN,KNNImptuer__SimpleImputer_mode,OriginalData,Train-TN,6815.0
SVM,KNNImptuer__SimpleImputer_mode,OriginalData,Train-TN,6855.0
LogisticRegression,KNNImptuer__SimpleImputer_mode,AllKNN,Train-TN,6850.0
DecisionTree,KNNImptuer__SimpleImputer_mode,AllKNN,Train-TN,6968.0
NaiveBayes,KNNImptuer__SimpleImputer_mode,AllKNN,Train-TN,6743.0
KNN,KNNImptuer__SimpleImputer_mode,AllKNN,Train-TN,6823.0
SVM,KNNImptuer__SimpleImputer_mode,AllKNN,Train-TN,6873.0
LogisticRegression,KNNImptuer__SimpleImputer_mode,CondensedNearestNeighbour,Train-TN,3603.0
DecisionTree,KNNImptuer__SimpleImputer_mode,CondensedNearestNeighbour,Train-TN,3711.0
NaiveBayes,KNNImptuer__SimpleImputer_mode,CondensedNearestNeighbour,Train-TN,3622.0
KNN,KNNImptuer__SimpleImputer_mode,CondensedNearestNeighbour,Train-TN,3566.0
SVM,KNNImptuer__SimpleImputer_mode,CondensedNearestNeighbour,Train-TN,3600.0
LogisticRegression,KNNImptuer__SimpleImputer_mode,EditedNearestNeighbours,Train-TN,3647.0
DecisionTree,KNNImptuer__SimpleImputer_mode,EditedNearestNeighbours,Train-TN,3716.0
NaiveBayes,KNNImptuer__SimpleImputer_mode,EditedNearestNeighbours,Train-TN,3666.0
KNN,KNNImptuer__SimpleImputer_mode,EditedNearestNeighbours,Train-TN,3632.0
SVM,KNNImptuer__SimpleImputer_mode,EditedNearestNeighbours,Train-TN,3659.0
LogisticRegression,KNNImptuer__SimpleImputer_mode,InstanceHardnessThreshold,Train-TN,3368.0
DecisionTree,KNNImptuer__SimpleImputer_mode,InstanceHardnessThreshold,Train-TN,3383.0
NaiveBayes,KNNImptuer__SimpleImputer_mode,InstanceHardnessThreshold,Train-TN,3358.0
KNN,KNNImptuer__SimpleImputer_mode,InstanceHardnessThreshold,Train-TN,3363.0
SVM,KNNImptuer__SimpleImputer_mode,InstanceHardnessThreshold,Train-TN,3360.0
LogisticRegression,KNNImptuer__SimpleImputer_mode,RandomUnderSampler,Train-TN,3368.0
DecisionTree,KNNImptuer__SimpleImputer_mode,RandomUnderSampler,Train-TN,3388.0
NaiveBayes,KNNImptuer__SimpleImputer_mode,RandomUnderSampler,Train-TN,3352.0
KNN,KNNImptuer__SimpleImputer_mode,RandomUnderSampler,Train-TN,3365.0
SVM,KNNImptuer__SimpleImputer_mode,RandomUnderSampler,Train-TN,3369.0
LogisticRegression,SimpleImputer_mean__SimpleImputer_mode,MWMOTE,Train-FN,193.0
DecisionTree,SimpleImputer_mean__SimpleImputer_mode,MWMOTE,Train-FN,0.0
NaiveBayes,SimpleImputer_mean__SimpleImputer_mode,MWMOTE,Train-FN,674.0
KNN,SimpleImputer_mean__SimpleImputer_mode,MWMOTE,Train-FN,83.0
SVM,SimpleImputer_mean__SimpleImputer_mode,MWMOTE,Train-FN,86.0
LogisticRegression,SimpleImputer_mean__SimpleImputer_mode,SMOTE,Train-FN,193.0
DecisionTree,SimpleImputer_mean__SimpleImputer_mode,SMOTE,Train-FN,0.0
NaiveBayes,SimpleImputer_mean__SimpleImputer_mode,SMOTE,Train-FN,674.0
KNN,SimpleImputer_mean__SimpleImputer_mode,SMOTE,Train-FN,83.0
SVM,SimpleImputer_mean__SimpleImputer_mode,SMOTE,Train-FN,86.0
LogisticRegression,SimpleImputer_mean__SimpleImputer_mode,ADASYN,Train-FN,193.0
DecisionTree,SimpleImputer_mean__SimpleImputer_mode,ADASYN,Train-FN,0.0
NaiveBayes,SimpleImputer_mean__SimpleImputer_mode,ADASYN,Train-FN,674.0
KNN,SimpleImputer_mean__SimpleImputer_mode,ADASYN,Train-FN,83.0
SVM,SimpleImputer_mean__SimpleImputer_mode,ADASYN,Train-FN,86.0
LogisticRegression,SimpleImputer_mean__SimpleImputer_mode,BorderlineSMOTE,Train-FN,193.0
DecisionTree,SimpleImputer_mean__SimpleImputer_mode,BorderlineSMOTE,Train-FN,0.0
NaiveBayes,SimpleImputer_mean__SimpleImputer_mode,BorderlineSMOTE,Train-FN,674.0
KNN,SimpleImputer_mean__SimpleImputer_mode,BorderlineSMOTE,Train-FN,83.0
SVM,SimpleImputer_mean__SimpleImputer_mode,BorderlineSMOTE,Train-FN,86.0
LogisticRegression,SimpleImputer_mean__SimpleImputer_mode,KMeansSMOTE,Train-FN,193.0
DecisionTree,SimpleImputer_mean__SimpleImputer_mode,KMeansSMOTE,Train-FN,0.0
NaiveBayes,SimpleImputer_mean__SimpleImputer_mode,KMeansSMOTE,Train-FN,674.0
KNN,SimpleImputer_mean__SimpleImputer_mode,KMeansSMOTE,Train-FN,83.0
SVM,SimpleImputer_mean__SimpleImputer_mode,KMeansSMOTE,Train-FN,86.0
LogisticRegression,SimpleImputer_mean__SimpleImputer_mode,RandomOverSampler,Train-FN,193.0
DecisionTree,SimpleImputer_mean__SimpleImputer_mode,RandomOverSampler,Train-FN,0.0
NaiveBayes,SimpleImputer_mean__SimpleImputer_mode,RandomOverSampler,Train-FN,674.0
KNN,SimpleImputer_mean__SimpleImputer_mode,RandomOverSampler,Train-FN,83.0
SVM,SimpleImputer_mean__SimpleImputer_mode,RandomOverSampler,Train-FN,86.0
LogisticRegression,SimpleImputer_mean__SimpleImputer_mode,SVMSMOTE,Train-FN,193.0
DecisionTree,SimpleImputer_mean__SimpleImputer_mode,SVMSMOTE,Train-FN,0.0
NaiveBayes,SimpleImputer_mean__SimpleImputer_mode,SVMSMOTE,Train-FN,674.0
KNN,SimpleImputer_mean__SimpleImputer_mode,SVMSMOTE,Train-FN,83.0
SVM,SimpleImputer_mean__SimpleImputer_mode,SVMSMOTE,Train-FN,86.0
LogisticRegression,SimpleImputer_mean__SimpleImputer_mode,ClusterCentroids,Train-FN,187.0
DecisionTree,SimpleImputer_mean__SimpleImputer_mode,ClusterCentroids,Train-FN,0.0
NaiveBayes,SimpleImputer_mean__SimpleImputer_mode,ClusterCentroids,Train-FN,662.0
KNN,SimpleImputer_mean__SimpleImputer_mode,ClusterCentroids,Train-FN,101.0
SVM,SimpleImputer_mean__SimpleImputer_mode,ClusterCentroids,Train-FN,101.0
LogisticRegression,SimpleImputer_mean__SimpleImputer_mode,OriginalData,Train-FN,187.0
DecisionTree,SimpleImputer_mean__SimpleImputer_mode,OriginalData,Train-FN,0.0
NaiveBayes,SimpleImputer_mean__SimpleImputer_mode,OriginalData,Train-FN,662.0
KNN,SimpleImputer_mean__SimpleImputer_mode,OriginalData,Train-FN,101.0
SVM,SimpleImputer_mean__SimpleImputer_mode,OriginalData,Train-FN,101.0
LogisticRegression,SimpleImputer_mean__SimpleImputer_mode,AllKNN,Train-FN,169.0
DecisionTree,SimpleImputer_mean__SimpleImputer_mode,AllKNN,Train-FN,0.0
NaiveBayes,SimpleImputer_mean__SimpleImputer_mode,AllKNN,Train-FN,566.0
KNN,SimpleImputer_mean__SimpleImputer_mode,AllKNN,Train-FN,84.0
SVM,SimpleImputer_mean__SimpleImputer_mode,AllKNN,Train-FN,105.0
LogisticRegression,SimpleImputer_mean__SimpleImputer_mode,CondensedNearestNeighbour,Train-FN,99.0
DecisionTree,SimpleImputer_mean__SimpleImputer_mode,CondensedNearestNeighbour,Train-FN,0.0
NaiveBayes,SimpleImputer_mean__SimpleImputer_mode,CondensedNearestNeighbour,Train-FN,576.0
KNN,SimpleImputer_mean__SimpleImputer_mode,CondensedNearestNeighbour,Train-FN,47.0
SVM,SimpleImputer_mean__SimpleImputer_mode,CondensedNearestNeighbour,Train-FN,32.0
LogisticRegression,SimpleImputer_mean__SimpleImputer_mode,EditedNearestNeighbours,Train-FN,81.0
DecisionTree,SimpleImputer_mean__SimpleImputer_mode,EditedNearestNeighbours,Train-FN,0.0
NaiveBayes,SimpleImputer_mean__SimpleImputer_mode,EditedNearestNeighbours,Train-FN,303.0
KNN,SimpleImputer_mean__SimpleImputer_mode,EditedNearestNeighbours,Train-FN,40.0
SVM,SimpleImputer_mean__SimpleImputer_mode,EditedNearestNeighbours,Train-FN,51.0
LogisticRegression,SimpleImputer_mean__SimpleImputer_mode,InstanceHardnessThreshold,Train-FN,0.0
DecisionTree,SimpleImputer_mean__SimpleImputer_mode,InstanceHardnessThreshold,Train-FN,0.0
NaiveBayes,SimpleImputer_mean__SimpleImputer_mode,InstanceHardnessThreshold,Train-FN,0.0
KNN,SimpleImputer_mean__SimpleImputer_mode,InstanceHardnessThreshold,Train-FN,22.0
SVM,SimpleImputer_mean__SimpleImputer_mode,InstanceHardnessThreshold,Train-FN,0.0
LogisticRegression,SimpleImputer_mean__SimpleImputer_mode,RandomUnderSampler,Train-FN,0.0
DecisionTree,SimpleImputer_mean__SimpleImputer_mode,RandomUnderSampler,Train-FN,0.0
NaiveBayes,SimpleImputer_mean__SimpleImputer_mode,RandomUnderSampler,Train-FN,0.0
KNN,SimpleImputer_mean__SimpleImputer_mode,RandomUnderSampler,Train-FN,21.0
SVM,SimpleImputer_mean__SimpleImputer_mode,RandomUnderSampler,Train-FN,0.0
LogisticRegression,KNNImptuer__SimpleImputer_mode,MWMOTE,Train-FN,188.0
DecisionTree,KNNImptuer__SimpleImputer_mode,MWMOTE,Train-FN,0.0
NaiveBayes,KNNImptuer__SimpleImputer_mode,MWMOTE,Train-FN,653.0
KNN,KNNImptuer__SimpleImputer_mode,MWMOTE,Train-FN,73.0
SVM,KNNImptuer__SimpleImputer_mode,MWMOTE,Train-FN,89.0
LogisticRegression,KNNImptuer__SimpleImputer_mode,SMOTE,Train-FN,188.0
DecisionTree,KNNImptuer__SimpleImputer_mode,SMOTE,Train-FN,0.0
NaiveBayes,KNNImptuer__SimpleImputer_mode,SMOTE,Train-FN,653.0
KNN,KNNImptuer__SimpleImputer_mode,SMOTE,Train-FN,73.0
SVM,KNNImptuer__SimpleImputer_mode,SMOTE,Train-FN,89.0
LogisticRegression,KNNImptuer__SimpleImputer_mode,ADASYN,Train-FN,188.0
DecisionTree,KNNImptuer__SimpleImputer_mode,ADASYN,Train-FN,0.0
NaiveBayes,KNNImptuer__SimpleImputer_mode,ADASYN,Train-FN,653.0
KNN,KNNImptuer__SimpleImputer_mode,ADASYN,Train-FN,73.0
SVM,KNNImptuer__SimpleImputer_mode,ADASYN,Train-FN,89.0
LogisticRegression,KNNImptuer__SimpleImputer_mode,BorderlineSMOTE,Train-FN,188.0
DecisionTree,KNNImptuer__SimpleImputer_mode,BorderlineSMOTE,Train-FN,0.0
NaiveBayes,KNNImptuer__SimpleImputer_mode,BorderlineSMOTE,Train-FN,653.0
KNN,KNNImptuer__SimpleImputer_mode,BorderlineSMOTE,Train-FN,73.0
SVM,KNNImptuer__SimpleImputer_mode,BorderlineSMOTE,Train-FN,89.0
LogisticRegression,KNNImptuer__SimpleImputer_mode,KMeansSMOTE,Train-FN,188.0
DecisionTree,KNNImptuer__SimpleImputer_mode,KMeansSMOTE,Train-FN,0.0
NaiveBayes,KNNImptuer__SimpleImputer_mode,KMeansSMOTE,Train-FN,653.0
KNN,KNNImptuer__SimpleImputer_mode,KMeansSMOTE,Train-FN,73.0
SVM,KNNImptuer__SimpleImputer_mode,KMeansSMOTE,Train-FN,89.0
LogisticRegression,KNNImptuer__SimpleImputer_mode,RandomOverSampler,Train-FN,188.0
DecisionTree,KNNImptuer__SimpleImputer_mode,RandomOverSampler,Train-FN,0.0
NaiveBayes,KNNImptuer__SimpleImputer_mode,RandomOverSampler,Train-FN,653.0
KNN,KNNImptuer__SimpleImputer_mode,RandomOverSampler,Train-FN,73.0
SVM,KNNImptuer__SimpleImputer_mode,RandomOverSampler,Train-FN,89.0
LogisticRegression,KNNImptuer__SimpleImputer_mode,SVMSMOTE,Train-FN,188.0
DecisionTree,KNNImptuer__SimpleImputer_mode,SVMSMOTE,Train-FN,0.0
NaiveBayes,KNNImptuer__SimpleImputer_mode,SVMSMOTE,Train-FN,653.0
KNN,KNNImptuer__SimpleImputer_mode,SVMSMOTE,Train-FN,73.0
SVM,KNNImptuer__SimpleImputer_mode,SVMSMOTE,Train-FN,89.0
LogisticRegression,KNNImptuer__SimpleImputer_mode,ClusterCentroids,Train-FN,186.0
DecisionTree,KNNImptuer__SimpleImputer_mode,ClusterCentroids,Train-FN,0.0
NaiveBayes,KNNImptuer__SimpleImputer_mode,ClusterCentroids,Train-FN,626.0
KNN,KNNImptuer__SimpleImputer_mode,ClusterCentroids,Train-FN,76.0
SVM,KNNImptuer__SimpleImputer_mode,ClusterCentroids,Train-FN,108.0
LogisticRegression,KNNImptuer__SimpleImputer_mode,OriginalData,Train-FN,186.0
DecisionTree,KNNImptuer__SimpleImputer_mode,OriginalData,Train-FN,0.0
NaiveBayes,KNNImptuer__SimpleImputer_mode,OriginalData,Train-FN,626.0
KNN,KNNImptuer__SimpleImputer_mode,OriginalData,Train-FN,76.0
